time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts-db_diskio,catalogue_diskio,catalogue-db_diskio,orders-db_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,carts_error,catalogue_error,front-end_error,orders_error,payment_error,user_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705636371,1.597306958688444,34.51450653322169,0.1498322556461438,0.21569661520760078,3.024037500000001,0.7662070211357788,0.3508005822416432,0.05204169157591265,0.1846845189604022,0.7778687823447377,0.00017630853994492698,0.24964019476880223,0.19297695298561937,0.7504228556710316,1.0771859154432557,212660224,211804160,10928128,432431104,260050944,331235328,108318720,4751360,268279808,98451456,4575232,2928640,306655232,8654848,193351680,3104928.1808914836,,0,385786.4543197191,10763.934512390613,0,0,2474924.471299093,64,33,12,4,61,18,5,5,3,11,1,3,5,18,9,8.933,3.8,22.267,1.933,1.2,1.8,19.133,0,0,0,0,0,0,2.10472972972973,0.0030617283950617282,0.04626524390243901,1.1363636363636362,0.002846153846153846,0.003,0.004147147147147146,7.708333333333339,0.004711111111111111,3.8007246376811525,2.4454545454545453,0.004569230769230769,0.0046,0.008686170212765958
1705636372,1.700838224881853,34.51450653322169,0.1498322556461438,0.21569661520760078,3.024037500000001,0.7662070211357788,0.3508005822416432,0.05204169157591265,0.1846845189604022,0.7778687823447377,0.00017630853994492698,0.24964019476880223,0.19297695298561937,0.7504228556710316,1.0771859154432557,212631552,211804160,10928128,432431104,260050944,331235328,108318720,4751360,268279808,98451456,4575232,2928640,306655232,8654848,193351680,3104928.1808914836,,0,385786.4543197191,10763.934512390613,0,0,2474924.471299093,64,33,12,4,61,18,5,5,3,11,1,3,5,18,9,8.933,3.8,22.267,1.933,2.267,1.8,19.133,0,0,0,0,0,0,2.10472972972973,0.0030617283950617282,0.04626524390243901,1.1363636363636362,0.0024074074074074076,0.003,0.004147147147147146,7.708333333333339,0.004711111111111111,3.8007246376811525,2.4454545454545453,0.004481481481481482,0.0046,0.008686170212765958
1705636373,1.700838224881853,44.85717880863258,0.1498322556461438,0.21569661520760078,4.450757126567844,0.7662070211357788,0.3508005822416432,0.06923240608194603,0.1846845189604022,0.7778687823447377,0.00017630853994492698,0.24964019476880223,0.19297695298561937,0.7504228556710316,1.0771859154432557,212631552,211804160,10928128,432431104,270393344,331235328,108318720,4726784,268279808,98451456,4575232,2928640,306655232,8654848,193351680,4016936.4881693646,,0,385786.4543197191,10763.934512390613,0,0,2474924.471299093,64,33,12,4,50,18,5,5,3,11,1,3,5,18,9,9.933,3.8,22.267,2.867,3.267,2.733,22.133,0,0,0,0,0,0,1.8766233766233773,0.0030617283950617282,0.04626524390243901,0.7763157894736843,0.0027254901960784314,0.003,0.004231607629427792,7.5000000000000036,0.004711111111111111,3.8007246376811525,2.1892857142857145,0.004607843137254902,0.0046,0.008754504504504502
1705636374,1.700838224881853,44.85717880863258,0.1498322556461438,0.21569661520760078,4.450757126567844,0.7662070211357788,0.3508005822416432,0.06923240608194603,0.1846845189604022,0.7778687823447377,0.00017630853994492698,0.24964019476880223,0.19297695298561937,0.7504228556710316,1.2135545261621725,212631552,211804160,10928128,432431104,270393344,331235328,108318720,4726784,268279808,98451456,4575232,2928640,306655232,8654848,193351680,4016936.4881693646,,0,385786.4543197191,10763.934512390613,0,0,3075061.0410058643,64,33,12,4,50,18,5,5,3,11,1,3,5,18,9,9.933,3.8,22.267,2.867,3.267,2.733,22.133,0,0,0,0,0,0,1.8766233766233773,0.0030617283950617282,0.04626524390243901,0.7763157894736843,0.0027254901960784314,0.003,0.004231607629427792,7.5000000000000036,0.004711111111111111,3.8007246376811525,2.1892857142857145,0.004607843137254902,0.0046,0.008754504504504502
1705636375,1.700838224881853,44.85717880863259,0.1498322556461438,0.11542273874545401,4.450757126567844,0.7662070211357788,0.3508005822416432,0.06923240608194603,0.1846845189604022,0.7778687823447377,0.00017630853994492698,0.24964019476880223,0.19297695298561937,0.7504228556710316,1.2135545261621725,212631552,211804160,10928128,432431104,270393344,331235328,108318720,4726784,268279808,98451456,4575232,2928640,306655232,8654848,193351680,4016936.4881693656,,0,385786.4543197191,10763.934512390613,0,0,3075061.0410058643,64,33,12,4,50,18,5,5,3,11,1,3,5,18,9,9.933,3.8,22.267,2.867,3.267,2.733,22.133,0,0,0,0,0,0,1.8766233766233773,0.0030617283950617282,0.04626524390243901,0.7763157894736843,0.0027254901960784314,0.003,0.004231607629427792,7.5000000000000036,0.004711111111111111,3.8007246376811525,2.1892857142857145,0.004607843137254902,0.0046,0.008754504504504502
1705636376,1.700838224881853,44.85717880863259,0.1498322556461438,0.11837850670308406,4.450757126567844,0.7662070211357788,0.41052582812136984,0.06923240608194603,0.25630290034980596,0.7778687823447377,0.00014231037649221356,0.24964019476880223,0.19118456756509045,0.7504228556710316,1.2135545261621725,212631552,211804160,10928128,432431104,270393344,331235328,108367872,4726784,268279808,98451456,4575232,2928640,306655232,8654848,193351680,4016936.4881693656,,0,977271.2531850822,7704.1718391453205,0,0,3075061.0410058643,64,33,12,4,50,18,5,5,3,11,1,3,5,18,9,9.933,3.8,22.267,2.867,3.267,2.733,22.133,0,0,0,0,0,0,1.8766233766233773,0.0030617283950617282,0.04626524390243901,0.7763157894736843,0.0027254901960784314,0.003,0.004231607629427792,7.5000000000000036,0.004711111111111111,3.8007246376811525,2.1892857142857145,0.004607843137254902,0.0046,0.008754504504504502
1705636377,1.700838224881853,44.85717880863259,0.1328901849787003,0.12133427466071414,4.450757126567844,0.7662070211357788,0.41052582812136984,0.06923240608194603,0.25630290034980596,0.7778687823447377,0.00013937190082646475,0.24964019476880223,0.2217425370210689,0.7504228556710316,1.2135545261621725,212631552,211804160,10928128,432431104,270393344,331235328,108367872,4726784,268279808,98451456,4575232,2928640,306655232,8654848,193351680,4016936.4881693656,,0,977271.2531850822,7704.1718391453205,0,0,3075061.0410058643,64,33,12,4,50,18,5,5,3,11,1,3,5,18,9,9.933,3.8,22.267,2.867,3.267,2.733,22.133,0,0,0,0,0,0,1.8766233766233773,0.0030617283950617282,0.04626524390243901,0.7763157894736843,0.0027254901960784314,0.003,0.004231607629427792,7.5000000000000036,0.004711111111111111,3.8007246376811525,2.1892857142857145,0.004607843137254902,0.0046,0.008754504504504502
1705636378,1.700838224881853,44.85717880863259,0.1328901849787003,0.1293829355215945,4.450757126567844,0.7662070211357788,0.41052582812136984,0.06923240608194603,0.25630290034980596,0.7778687823447377,0.00013643342516071597,0.24964019476880223,0.2217425370210689,0.8403019169388721,1.2135545261621725,212631552,211804160,10928128,432431104,270393344,331235328,108367872,4726784,268279808,98451456,4575232,2928640,306655232,8654848,193351680,4016936.4881693656,,0,977271.2531850822,7704.1718391453205,0,0,3075061.0410058643,64,33,12,4,50,18,5,5,3,11,1,3,5,18,9,7.667,3.8,22.267,2.867,3.267,3.133,22.133,0,0,0,0,0,0,1.8945783132530118,0.0030617283950617282,0.04626524390243901,0.7763157894736843,0.0027254901960784314,0.003,0.004231607629427792,7.358333333333332,0.004711111111111111,3.8007246376811525,2.1892857142857145,0.004607843137254902,0.0046,0.008754504504504502
1705636379,1.700838224881853,44.85717880863259,0.1328901849787003,0.1324672390704797,4.450757126567844,0.7662070211357788,0.41052582812136984,0.06923240608194603,0.25630290034980596,0.7778687823447377,0.0001334949494949672,0.24964019476880223,0.2217425370210689,0.9964792848547536,1.2135545261621725,212631552,211804160,10928128,432431104,270393344,331235328,108367872,4726784,268279808,98451456,4575232,2928640,306655232,8654848,193351680,4016936.4881693656,,0,977271.2531850822,7704.1718391453205,0,0,3075061.0410058643,64,33,12,4,50,18,5,5,3,11,1,3,5,18,9,4.733,3.533,21.333,3.133,3.267,3.133,20.067,0,0,0,0,0,0,2.1511627906976747,0.0030657894736842105,0.04972426470588234,0.5113636363636365,0.0027254901960784314,0.003,0.004654178674351584,7.5,0.004718421052631578,3.996621621621617,1.9107142857142867,0.004607843137254901,0.0046,0.008964539007092197
1705636380,1.700838224881853,44.85717880863259,0.1328901849787003,0.1355515426193649,4.450757126567844,0.7662070211357788,0.41052582812136984,0.06923240608194603,0.25630290034980596,0.8149172185430464,0,0.24964019476880223,0.2217425370210689,0.847526391754069,1.2135545261621725,212631552,211804160,10928128,432431104,270393344,331235328,108367872,4726784,268279808,98451456,4575232,2928640,306655232,8654848,193351680,4016936.4881693656,,0,977271.2531850822,7704.1718391453205,0,0,3075061.0410058643,64,33,12,4,50,18,5,5,3,11,1,3,5,18,9,4.733,3.533,21.333,3.133,3.267,3.133,18.8,0,0,0,0,0,0,2.1511627906976747,0.0030657894736842105,0.04972426470588234,0.5113636363636365,0.0027254901960784314,0.003,0.004629999999999999,7.5,0.004718421052631578,3.996621621621617,1.9107142857142867,0.004607843137254901,0.0046,0.008947040498442365
1705636381,1.700838224881853,44.85717880863259,0.1328901849787003,0.13863584616825012,4.450757126567844,1.1203388223395405,0.41052582812136984,0.07913121584869479,0.25630290034980596,0.8292951590964921,0,0.24964019476880223,0.2217425370210689,0.8309184036731565,1.2135545261621725,212631552,211804160,10928128,432431104,270393344,331235328,108367872,4726784,268279808,98451456,4575232,2928640,306655232,8654848,193351680,4016936.4881693656,,0,977271.2531850822,7704.1718391453205,0,0,3075061.0410058643,64,33,12,4,50,18,5,5,3,11,1,3,5,18,9,4.733,3.533,21.333,3.133,3.267,3.133,18.8,0,0,0,0,0,0,2.1511627906976747,0.0030657894736842105,0.04972426470588234,0.5113636363636365,0.0027254901960784314,0.003,0.004629999999999999,7.5,0.004718421052631578,3.996621621621617,1.9107142857142867,0.004607843137254901,0.0046,0.008947040498442365
1705636382,1.700838224881853,44.85717880863259,0.1328901849787003,0.14172014971713537,4.450757126567844,1.1203388223395405,0.41052582812136984,0.07913121584869479,0.32364615160774174,0.8292951590964921,0,0.24964019476880223,0.2217425370210689,0.8143104155922438,1.2135545261621725,212631552,211804160,10928128,432431104,270393344,331235328,108367872,4726784,268279808,98451456,4575232,2928640,306655232,8654848,193351680,4016936.4881693656,,0,977271.2531850822,11919.103739269605,0,0,3075061.0410058643,64,33,12,4,50,18,5,5,3,11,1,3,5,18,9,4.733,3.4,21.333,3.133,3.267,3.133,18.8,0,0,0,0,0,0,2.1511627906976747,0.0030704225352112674,0.04972426470588234,0.5113636363636365,0.0027254901960784314,0.003,0.004629999999999999,7.5,0.004726760563380282,3.996621621621617,1.9107142857142867,0.004607843137254901,0.0046,0.008947040498442365
1705636383,1.700838224881853,44.85717880863259,0.15098521114720465,0.14480445326602057,4.450757126567844,1.1203388223395405,0.41052582812136984,0.07913121584869479,0.32364615160774174,0.8292951590964921,0.00010938199174663741,0.18007849733488096,0.19336134013684725,0.7977024275113314,1.1832017878363323,212631552,211804160,11309056,432431104,270393344,331235328,108367872,4726784,268279808,98451456,4575232,2928640,306655232,8654848,193347584,4016936.4881693656,,0,977271.2531850822,11919.103739269605,0,0,2448257.391674501,64,33,12,4,50,18,5,5,3,11,1,3,5,18,9,4.733,3.4,20.733,3.133,3.267,3.133,18.8,0,0,0,0,0,0,2.1511627906976747,0.0030704225352112674,0.052564102564102586,0.5113636363636365,0.0027254901960784314,0.003,0.004629999999999999,7.5,0.004726760563380282,4.173076923076922,1.9107142857142867,0.004607843137254901,0.0046,0.008947040498442365
1705636384,1.700838224881853,44.85717880863259,0.15098521114720465,0.14788875681490576,4.450757126567844,1.1203388223395405,0.41052582812136984,0.07913121584869479,0.32364615160774174,0.8292951590964921,0.00010938199174663741,0.18438201386237876,0.1896656311864961,0.9793028097878369,1.1832017878363323,212631552,211804160,11309056,432431104,270393344,331235328,108367872,4726784,268279808,98451456,4575232,2928640,306655232,8630272,193347584,4016936.4881693656,,0,977271.2531850822,11919.103739269605,0,0,2448257.391674501,64,33,12,4,50,18,5,5,3,11,1,3,5,18,9,4.733,3.4,20.733,3.133,3.267,3.133,18.8,0,0,0,0,0,0,2.1511627906976747,0.0030704225352112674,0.052564102564102586,0.5113636363636365,0.0027254901960784314,0.003,0.004629999999999999,7.5,0.004726760563380282,4.173076923076922,1.9107142857142867,0.004607843137254901,0.0046,0.008947040498442365
1705636385,1.4517308101967,44.85717880863259,0.15098521114720465,0.150973060363791,4.450757126567844,1.1203388223395405,0.41052582812136984,0.07913121584869479,0.32364615160774174,0.8292951590964921,0.00010938199174663741,0.18868553038987657,0.18596992223614495,0.9793028097878369,1.183201787836332,214888448,211804160,11309056,432431104,270393344,331235328,108367872,4726784,268279808,98451456,4575232,2928640,306655232,8630272,193347584,4016936.4881693656,,0,977271.2531850822,11919.103739269605,0,0,2448257.3916745,64,33,12,4,50,18,5,5,3,11,1,3,5,18,9,4.733,3.4,20.733,3.133,3.267,3.133,18.8,0,0,0,0,0,0,2.1511627906976747,0.0030704225352112674,0.052564102564102586,0.5113636363636365,0.0027254901960784314,0.003,0.004629999999999999,7.5,0.004726760563380282,4.173076923076922,1.9107142857142867,0.004607843137254901,0.0046,0.008947040498442365
1705636386,1.4517308101967,44.85717880863259,0.15098521114720465,0.15405736391267622,4.450757126567844,1.1203388223395405,0.41052582812136984,0.07913121584869479,0.32364615160774174,0.8292951590964921,0.00010938199174663741,0.17321161996582077,0.1822742132857938,0.9793028097878369,1.183201787836332,214888448,211804160,11309056,432431104,270393344,331235328,108367872,4726784,268279808,98451456,4575232,2924544,306655232,8630272,193347584,4016936.4881693656,,0,977271.2531850822,11919.103739269605,0,0,2448257.3916745,64,33,12,4,50,18,5,5,3,11,1,3,5,18,9,4.733,3.4,20.733,3.133,3.267,3.133,18.8,0,0,0,0,0,0,2.1511627906976747,0.0030704225352112674,0.052564102564102586,0.5113636363636365,0.0027254901960784314,0.003,0.004629999999999999,7.5,0.004726760563380282,4.173076923076922,1.9107142857142867,0.004607843137254901,0.0046,0.008947040498442365
1705636387,1.4517308101967,31.93938228557759,0.15098521114720465,0.15714166746156144,4.450757126567844,1.1241858544141021,0.41052582812136984,0.07913121584869479,0.32364615160774174,0.8292951590964921,0.00010938199174663741,0.17711456263597597,0.23624336714432764,0.9793028097878369,0.918580247810664,214888448,211836928,11309056,432431104,270393344,331235328,108367872,4726784,268279808,98451456,4575232,2924544,306651136,8630272,193347584,2884408.436741531,,0,977271.2531850822,11919.103739269605,0,0,2326967.0939730667,64,33,12,4,50,18,5,5,3,11,1,3,6,18,9,4.733,3.4,20.733,3.133,2.8,3.133,18.8,0,0,0,0,0,0,2.1511627906976747,0.0030704225352112674,0.052564102564102586,0.5113636363636365,0.0022758620689655173,0.003,0.004629999999999999,7.5,0.004726760563380282,4.173076923076922,1.9107142857142867,0.004510344827586207,0.0046,0.008947040498442365
1705636388,1.4517308101967,26.653571061820653,0.15098521114720465,0.16022597101044664,4.450757126567844,1.1241858544141021,0.41052582812136984,0.06745782284848192,0.32364615160774174,0.8292951590964921,0.00010938199174663741,0.1810175053061312,0.23624336714432764,0.9793028097878369,0.9426751039443002,214888448,211836928,11309056,432431104,270393344,331235328,108367872,4726784,268279808,98451456,4575232,2924544,306651136,8630272,193347584,1808667.0774286303,,0,977271.2531850822,11919.103739269605,0,0,2388004.697917434,64,33,12,4,50,18,5,5,3,11,1,3,6,18,9,4,3.4,20.733,2.533,2.067,2.533,16.8,0,0,0,0,0,0,2.0029069767441863,0.0030704225352112674,0.052564102564102586,0.3000000000000001,0.0024400000000000003,0.003,0.004676959619952493,7.358333333333332,0.004726760563380282,4.173076923076922,1.7285714285714293,0.004530666666666667,0.0046,0.008971181556195966
1705636389,1.295119605721825,26.653571061820653,0.15098521114720465,0.18505821293311298,4.393999315984207,1.1241858544141021,0.41052582812136984,0.06613896925100367,0.33246750545912396,0.8292951590964921,0.00010938199174663741,0.1849204479762864,0.23624336714432764,0.9793028097878369,0.9667699600779358,214888448,211836928,11309056,432431104,270393344,331235328,108367872,4726784,268279808,98451456,4575232,2924544,306651136,8630272,193347584,1808667.0774286303,,0,977271.2531850822,25554.746802537175,0,0,2449042.3018618007,64,33,12,4,50,18,5,5,3,11,1,3,6,18,9,4,3.4,20.733,2.533,2.067,2.533,16.8,0,0,0,0,0,0,2.0029069767441863,0.0030704225352112674,0.052564102564102586,0.3000000000000001,0.0024400000000000003,0.003,0.004676959619952493,7.358333333333332,0.004726760563380282,4.173076923076922,1.7285714285714293,0.004530666666666667,0.0046,0.008971181556195966
1705636390,1.295119605721825,26.653571061820653,0.15098521114720465,0.18505821293311298,4.393999315984207,1.1241858544141021,0.41052582812136984,0.07449109303985656,0.33246750545912396,0.8292951590964921,0.00010938199174663741,0.1888233906464416,0.23624336714432764,0.9793028097878369,0.9908648162115717,214888448,211836928,11309056,432431104,270393344,331235328,108367872,4726784,268279808,98451456,4575232,2924544,306651136,8630272,193347584,1808667.0774286303,,0,977271.2531850822,25554.746802537175,0,0,2510079.9058061675,64,33,12,4,50,18,5,5,3,11,1,3,6,18,9,4,3.4,20.733,2.533,2.067,2.533,16.8,0,0,0,0,0,0,2.0029069767441863,0.0030704225352112674,0.052564102564102586,0.3000000000000001,0.0024400000000000003,0.003,0.004676959619952493,7.358333333333332,0.004726760563380282,4.173076923076922,1.7285714285714293,0.004530666666666667,0.0046,0.008971181556195966
1705636391,1.295119605721825,26.653571061820653,0.15098521114720465,0.1621659979426954,3.6185865950263776,1.124185854414102,0.41052582812136984,0.07449109303985656,0.33246750545912396,0.8292951590964921,0.00010938199174663741,0.1927263333165968,0.2651603744074615,0.9793028097878369,1.0149596723452072,214888448,211836928,11309056,432431104,270393344,331235328,108367872,4726784,268279808,98451456,4575232,2924544,306651136,8630272,193347584,1808667.0774286303,,0,977271.2531850822,25554.746802537175,0,0,2571117.509750534,64,33,12,4,50,18,5,5,3,11,1,3,6,18,9,4,3.4,20.733,2.533,2.067,2.533,16.8,0,0,0,0,0,0,2.0029069767441863,0.0030704225352112674,0.052564102564102586,0.3000000000000001,0.0024400000000000003,0.003,0.004676959619952493,7.358333333333332,0.004726760563380282,4.173076923076922,1.7285714285714293,0.004530666666666667,0.0046,0.008971181556195966
1705636392,1.295119605721825,26.653571061820653,0.15098521114720465,0.19082899479377016,3.5453532730933075,1.124185854414102,0.41052582812136984,0.07449109303985656,0.33246750545912396,0.8292951590964921,0.00010938199174663741,0.2341765602093127,0.2651603744074615,0.9793028097878369,1.0390545284788433,214888448,211836928,11309056,432439296,270393344,331235328,108367872,4726784,268279808,98451456,4575232,2924544,306651136,8630272,193347584,1808667.0774286303,,0,977271.2531850822,25554.746802537175,0,0,2632155.1136949006,64,33,12,4,50,18,5,5,3,11,1,3,6,18,9,4,3.4,20.733,2.533,2.067,2.533,16.8,0,0,0,0,0,0,2.0029069767441863,0.0030704225352112674,0.052564102564102586,0.3000000000000001,0.0024400000000000003,0.003,0.004676959619952493,7.358333333333332,0.004726760563380282,4.173076923076922,1.7285714285714293,0.004530666666666667,0.0046,0.008971181556195966
1705636393,1.295119605721825,26.653571061820653,0.15098521114720465,0.19082899479377016,3.4721199511602365,1.124185854414102,0.2748287026619794,0.08310690397389117,0.33246750545912396,0.8292951590964921,0.00010938199174663741,0.2341765602093127,0.2651603744074615,0.9793028097878369,1.063149384612479,214888448,211836928,11309056,432439296,270393344,331235328,108367872,4726784,268279808,98451456,4575232,2924544,306651136,8630272,193347584,1808667.0774286303,,0,644174.0037826911,25554.746802537175,0,0,2693192.7176392674,64,33,12,4,50,18,5,5,3,11,1,3,6,18,9,4.067,3.4,20.733,2.533,2.067,1.467,16.8,0,0,0,0,0,0,1.5035714285714281,0.0030704225352112674,0.052564102564102586,0.3000000000000001,0.0024400000000000003,0.003,0.004676959619952493,6.500000000000002,0.004726760563380282,4.173076923076922,1.7285714285714293,0.004530666666666667,0.0046,0.008971181556195966
1705636394,1.295119605721825,26.653571061820653,0.15098521114720465,0.19082899479377016,3.3988866292271673,1.124185854414102,0.2819518466433693,0.08310690397389117,0.33246750545912396,0.8168097441808316,0.00010938199174663741,0.2341765602093127,0.2651603744074615,0.9793028097878369,1.0872442407461147,214888448,211836928,11309056,432439296,270393344,331235328,108367872,4726784,268279808,98455552,4575232,2924544,306651136,8630272,193347584,1808667.0774286303,,0,660870.0189134547,25554.746802537175,0,0,2754230.3215836342,64,33,12,4,50,18,5,5,3,11,1,3,6,18,9,5.667,3.6,22.333,1.267,2.067,1.467,15.2,0,0,0,0,0,0,0.8357142857142856,0.003053691275167785,0.04348484848484849,0.075,0.0024400000000000003,0.003,0.00471072319201995,4.735576923076922,0.004696644295302013,3.015625,1.4250000000000005,0.004530666666666668,0.0046,0.008997023809523812
1705636395,1.295119605721825,26.653571061820653,0.15098521114720465,0.19082899479377016,3.3256533072940964,1.124185854414102,0.2890749906247594,0.08310690397389117,0.33246750545912396,0.8168097441808316,0.00010938199174663741,0.2341765602093127,0.2651603744074615,0.9304063849821523,1.1113390968797507,214888448,211836928,11309056,432439296,270393344,331235328,108367872,4726784,268279808,98455552,4575232,2924544,306651136,8630272,193347584,1808667.0774286303,,0,677566.0340442185,25554.746802537175,0,0,2815267.925528001,64,33,12,4,50,18,5,5,3,11,1,3,6,18,9,5.667,3.6,22.333,1.267,2.067,1.467,9.733,0,0,0,0,0,0,0.8357142857142856,0.003053691275167785,0.04348484848484849,0.075,0.0024400000000000003,0.003,0.004813829787234042,4.735576923076922,0.004696644295302013,3.015625,1.4250000000000005,0.004530666666666668,0.0046,0.009043543543543545
1705636396,1.295119605721825,26.653571061820653,0.16893741643853058,0.19082899479377016,3.2524199853610263,1.124185854414102,0.29619813460614924,0.08310690397389117,0.33246750545912396,0.6834687458885291,0.00010938199174663741,0.2341765602093127,0.2651603744074615,0.9492530168075459,1.1354339530133861,214888448,211836928,11309056,432439296,270393344,331235328,108367872,4726784,268279808,98455552,4575232,2924544,306651136,8630272,193347584,1808667.0774286303,,0,694262.049174982,25554.746802537175,0,0,2876305.5294723674,64,33,12,4,50,18,5,5,3,11,1,3,6,18,9,5.667,3.6,22.333,1.267,2.067,1.467,9.733,0,0,0,0,0,0,0.8357142857142856,0.003053691275167785,0.04348484848484849,0.075,0.0024400000000000003,0.003,0.004813829787234042,4.735576923076922,0.004696644295302013,3.015625,1.4250000000000005,0.004530666666666668,0.0046,0.009043543543543545
1705636397,1.295119605721825,26.653571061820653,0.16893741643853058,0.19082899479377016,4.296229055226895,1.124185854414102,0.3033212785875393,0.08310690397389117,0.33246750545912396,0.6970439990510396,0.00010938199174663741,0.2341765602093127,0.2651603744074615,1.1307979095236038,1.1595288091470222,214888448,211836928,11309056,432439296,271302656,331235328,108367872,4726784,268279808,98455552,4575232,2924544,306651136,8630272,193347584,1808667.0774286303,,0,710958.0643057458,25554.746802537175,0,0,2937343.1334167346,64,33,12,4,60,18,5,5,3,11,1,3,6,18,9,5.667,3.667,22.333,1.267,2.067,1.467,9.733,0,0,0,0,0,0,0.8357142857142856,0.003038709677419355,0.04348484848484849,0.075,0.0024400000000000003,0.003,0.004813829787234042,4.735576923076922,0.004669677419354839,3.015625,1.4250000000000005,0.004530666666666668,0.0046,0.009043543543543545
1705636398,1.295119605721825,26.653571061820653,0.16893741643853058,0.19082899479377016,4.296229055226895,1.124185854414102,0.3104444225689293,0.08310690397389117,0.33246750545912396,0.8145151897506305,0.00010938199174663741,0.2341765602093127,0.2651603744074615,1.1307979095236038,0.9822749999999304,214888448,211836928,11309056,432439296,271302656,331235328,108367872,4726784,268279808,98455552,4575232,2924544,306651136,8630272,193347584,1808667.0774286303,,0,727654.0794365095,25554.746802537175,0,0,2488320,64,33,12,4,60,18,5,5,3,11,1,3,6,18,9,5.667,3.667,22.733,1.267,2.067,1.467,9.733,0,0,0,0,0,0,0.8357142857142856,0.003038709677419355,0.03941831683168317,0.075,0.0024400000000000003,0.003,0.004813829787234042,4.735576923076922,0.004669677419354839,1.7772727272727293,1.4250000000000005,0.004530666666666668,0.0046,0.009043543543543545
1705636399,1.3250500965825311,26.653571061820653,0.16893741643853058,0.19082899479377016,4.296229055226895,1.1508739902258043,0.31756756655031926,0.08310690397389117,0.33246750545912396,0.8145151897506305,0.00007869931495823995,0.2341765602093127,0.2651603744074615,1.1307979095236038,0.9822749999999304,214917120,211836928,11309056,432439296,271302656,331235328,108367872,4726784,268279808,98455552,4575232,2924544,306651136,8630272,193347584,1808667.0774286303,,0,744350.0945672732,25554.746802537175,0,0,2488320,64,33,12,4,60,18,5,5,3,11,1,3,6,18,9,5.667,3.667,22.733,1.267,2.067,1.467,9.733,0,0,0,0,0,0,0.8357142857142856,0.003038709677419355,0.03941831683168317,0.075,0.0024400000000000003,0.003,0.004813829787234042,4.735576923076922,0.004669677419354839,1.7772727272727293,1.4250000000000005,0.004530666666666668,0.0046,0.009043543543543545
1705636400,1.3250500965825311,26.653571061820653,0.1407093819634558,0.19082899479377016,4.296229055226895,1.363076622996753,0.3246907105317093,0.08310690397389117,0.33246750545912396,0.8145151897506305,0.00007869931495823995,0.2341765602093127,0.2651603744074615,0.9554158654144493,0.9822749999999304,214917120,211836928,11309056,432439296,271302656,331235328,108367872,4726784,268279808,98455552,4575232,2924544,306651136,8630272,193347584,1808667.0774286303,,0,761046.109698037,25554.746802537175,0,0,2488320,64,33,12,4,60,18,5,5,3,11,1,3,6,18,9,5.667,3.667,22.733,1.267,2.067,1.467,9.733,0,0,0,0,0,0,0.8357142857142856,0.003038709677419355,0.03941831683168317,0.075,0.0024400000000000003,0.003,0.004813829787234042,4.735576923076922,0.004669677419354839,1.7772727272727293,1.4250000000000005,0.004530666666666668,0.0046,0.009043543543543545
1705636401,1.3250500965825311,26.653571061820653,0.13789375835614698,0.19082899479377016,4.289191237592293,1.363076622996753,0.3318138545130993,0.08310690397389117,0.31930410851569213,0.8145151897506305,0.00007869931495823995,0.2341765602093127,0.2651603744074615,0.8934893897232057,1.2068822441708869,214917120,211836928,11309056,432439296,271302656,331235328,108367872,4726784,268279808,98455552,4575232,2924544,306651136,8634368,193400832,1808667.0774286303,,0,777742.1248288007,22818.180094567568,0,0,2743228.2505750232,64,33,12,4,60,18,5,5,3,11,1,3,6,18,9,5.667,3.667,22.733,1.267,2.067,1.467,9.733,0,0,0,0,0,0,0.8357142857142856,0.003038709677419355,0.03941831683168317,0.075,0.0024400000000000003,0.003,0.004813829787234042,4.735576923076922,0.004669677419354839,1.7772727272727293,1.4250000000000005,0.004530666666666668,0.0046,0.009043543543543545
