time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts_diskio,carts-db_diskio,catalogue_diskio,catalogue-db_diskio,orders_diskio,orders-db_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,front-end_error,orders_error,user_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705820409,1.271958842443941,4.902706632144979,0.1724866078373853,0.20805699126377955,2.0045466666666316,0.991950000000017,0.3814642926850406,0.09259777094235688,0.31957967973890666,0.8543903909267412,0.00009891912758154645,0.2940054863515759,0.29580088046056696,0.8052546516091198,0.780225779510863,215056384,88039424,6291456,432185344,99631104,336302080,43999232,4550656,271638528,97579008,4538368,2887680,298856448,8278016,53653504,0,2357586.138219478,0,0,0,888291.297087463,36724.227589793256,0,0,1499825.567651633,13,8,7,4,8,15,5,5,3,11,1,3,6,18,8,8.867,4.267,25.867,2.267,2.133,2.133,20.467,0,,0,0.017636678546750554,0.003,0.029137304941362234,0.035000092865633436,0.0020508474576271187,0.003,0.003339461151488866,0.03954591030942833,0.0046,0.049172463300117646,0.047571442246148225,0.004410169491525424,0.0046,0.0065672140792039264
1705820410,1.271958842443941,4.902706632144979,0.1724866078373853,0.20805699126377955,2.909474607944268,1.188340675952349,0.3814642926850406,0.09259777094235688,0.31957967973890655,0.8543903909267412,0.00009891912758154645,0.2940054863515759,0.29580088046056696,0.8052546516091198,0.7636566946451907,215056384,88039424,6291456,432185344,103948288,336302080,43999232,4550656,271638528,97579008,4538368,2887680,298856448,8278016,53653504,0,2357586.138219478,0,0,0,888291.297087463,36724.22758979325,0,0,1467974.867807154,13,8,7,4,8,15,5,5,3,11,1,3,6,18,8,8.867,4.267,25.867,2.267,2.133,2.133,20.467,0,,0,0.017636678546750554,0.003,0.029137304941362234,0.035000092865633436,0.0020508474576271187,0.003,0.003339461151488866,0.03954591030942833,0.0046,0.049172463300117646,0.047571442246148225,0.004410169491525424,0.0046,0.0065672140792039264
1705820411,1.271958842443941,4.902706632144979,0.1724866078373853,0.20805699126377955,2.975382956323599,1.1641650526431435,0.3814642926850406,0.09259777094235688,0.31957967973890655,0.8543903909267412,0.00009891912758154645,0.2940054863515759,0.29580088046056696,0.8477338029474458,0.7470876097795184,215056384,88039424,6291456,432185344,103948288,336302080,43999232,4550656,271638528,97579008,4538368,2887680,298856448,8278016,53653504,0,2357586.138219478,0,0,0,888291.297087463,36724.22758979325,0,0,1436124.1679626752,13,8,7,4,8,15,5,5,3,11,1,3,6,18,8,8.867,4.267,25.867,2.267,2.133,2.133,20.467,0,,0,0.017636678546750554,0.003,0.029137304941362234,0.035000092865633436,0.0020508474576271187,0.003,0.003339461151488866,0.03954591030942833,0.0046,0.049172463300117646,0.047571442246148225,0.004410169491525424,0.0046,0.0065672140792039264
1705820412,1.271958842443941,4.902706632144979,0.1724866078373853,0.20805699126377955,3.04129130470293,1.1399894293339379,0.3814642926850406,0.09259777094235688,0.32051287959081337,0.8543903909267412,0.00009891912758154645,0.2940054863515759,0.29580088046056696,0.8477338029474458,0.730518524913846,215056384,88039424,6291456,432185344,103948288,336302080,43999232,4550656,271638528,97579008,4538368,2887680,298856448,8278016,53653504,0,2357586.138219478,0,0,0,888291.297087463,47186.76558683932,0,0,1404273.4681181961,13,8,7,4,8,15,5,5,3,11,1,3,6,18,8,8.867,4.267,25.867,2.267,2.133,2.133,20.467,0,,0,0.017636678546750554,0.003,0.029137304941362234,0.035000092865633436,0.0020508474576271187,0.003,0.003339461151488866,0.03954591030942833,0.0046,0.049172463300117646,0.047571442246148225,0.004410169491525424,0.0046,0.0065672140792039264
1705820413,1.271958842443941,4.902706632144979,0.1724866078373853,0.20805699126377955,3.1071996530822608,1.3301389330787985,0.3814642926850406,0.09259777094235688,0.32051287959081337,0.8543903909267412,0.00009891912758154645,0.2940054863515759,0.29580088046056696,0.8477338029474458,0.7139494400481735,215056384,88039424,6291456,432185344,103948288,336330752,43999232,4550656,271638528,97579008,4538368,2887680,298856448,8278016,53653504,0,2357586.138219478,0,0,0,888291.297087463,47186.76558683932,0,0,1372422.7682737168,13,8,7,4,8,15,5,5,3,11,1,3,6,18,8,8.867,3.867,25.867,2.267,2.133,2.133,19.133,0,,0,0.017636678546750554,0.003,0.029137304941362234,0.035000092865633436,0.0020508474576271187,0.003,0.0033415963221562744,0.03954591030942833,0.0046,0.049172463300117646,0.047571442246148225,0.004410169491525424,0.0046,0.006598346168413075
1705820414,1.271958842443941,4.902706632144979,0.1724866078373853,0.08698000000000168,3.1731080014615913,1.3301389330787985,0.3696454878851492,0.09259777094235688,0.32051287959081337,0.8543903909267412,0.00006951508986096875,0.2940054863515759,0.29580088046056696,0.8477338029474458,0.6973803551825012,215056384,88039424,6291456,432185344,103948288,336330752,43999232,4550656,271638528,97579008,4538368,2887680,298856448,8278016,53653504,0,2357586.138219478,0,0,0,654784.8164749398,47186.76558683932,0,0,1340572.0684292382,13,8,7,4,8,15,5,5,3,11,1,3,6,18,8,8.867,3.867,25.867,2.267,2.133,2.133,19.133,0,,0,0.017636678546750554,0.003,0.029137304941362234,0.035000092865633436,0.0020508474576271187,0.003,0.0033415963221562744,0.03954591030942833,0.0046,0.049172463300117646,0.047571442246148225,0.004410169491525424,0.0046,0.006598346168413075
1705820415,1.271958842443941,5.07996567447101,0.1724866078373853,0.08698000000000168,3.2390163498409223,1.3301389330787985,0.3696454878851492,0.09259777094235688,0.32051287959081337,0.8543903909267412,0.00008667892856387682,0.2879861304711462,0.29580088046056696,0.8477338029474458,0.6808112703168288,215056384,88039424,6291456,432185344,103948288,336330752,43999232,4550656,271638528,97579008,4538368,2887680,298856448,8278016,53653504,0,2644069.8806291306,0,0,0,654784.8164749398,47186.76558683932,0,0,1308721.3685847588,13,8,7,4,8,15,5,5,3,11,1,3,6,18,8,8.867,3.867,25.867,2.267,2.133,2.133,19.133,0,,0,0.017636678546750554,0.003,0.029137304941362234,0.035000092865633436,0.0020508474576271187,0.003,0.0033415963221562744,0.03954591030942833,0.0046,0.049172463300117646,0.047571442246148225,0.004410169491525424,0.0046,0.006598346168413075
1705820416,1.271958842443941,5.07996567447101,0.1724866078373853,0.08698000000000168,3.9545009027598415,1.3301389330787985,0.3696454878851492,0.09259777094235688,0.32051287959081337,0.8543903909267412,0.00008667892856387682,0.2879861304711462,0.29580088046056696,0.8477338029474458,0.4319899999999895,215056384,88039424,6291456,432185344,103948288,336330752,43999232,4550656,271638528,97579008,4538368,2887680,298856448,8278016,53653504,0,2644069.8806291306,0,0,0,654784.8164749398,47186.76558683932,0,0,505173.3333333334,13,8,7,4,8,15,5,5,3,11,1,3,6,18,8,6.933,3.867,25.867,2.267,2.133,2.133,19.133,0,,0,0.017609562246211744,0.003,0.029137304941362234,0.035000092865633436,0.0020508474576271187,0.003,0.0033415963221562744,0.04015661995424601,0.0046,0.049172463300117646,0.047571442246148225,0.004410169491525424,0.0046,0.006598346168413075
1705820417,1.271958842443941,5.07996567447101,0.1724866078373853,0.08698000000000168,3.9545009027598415,1.3301389330787985,0.3696454878851492,0.09259777094235688,0.32051287959081337,0.7571642295559177,0.00008667892856387682,0.2879861304711462,0.29580088046056696,0.8477338029474458,0.4319899999999895,215056384,88039424,6291456,432185344,103948288,336330752,43999232,4550656,271638528,97579008,4538368,2887680,298856448,8278016,53653504,0,2644069.8806291306,0,0,0,654784.8164749398,47186.76558683932,0,0,505173.3333333334,13,8,7,4,8,15,5,5,3,11,1,3,6,18,8,6.933,3.867,25.867,2.267,2.2,2.133,19.133,0,,0,0.017609562246211744,0.003,0.029137304941362234,0.035000092865633436,0.0019152542372881359,0.003,0.0033415963221562744,0.04015661995424601,0.0046,0.049172463300117646,0.047571442246148225,0.004383050847457628,0.0046,0.006598346168413075
1705820418,1.271958842443941,5.07996567447101,0.1724866078373853,0.08698000000000168,3.9545009027598415,1.3301389330787985,0.3696454878851492,0.09259777094235688,0.32051287959081337,0.8698464517291014,0.00008667892856387682,0.28549423997929135,0.29580088046056696,0.710496296922791,0.9799105134821654,215056384,88039424,6291456,432185344,103948288,336330752,43999232,4550656,271638528,97583104,4538368,2887680,298856448,8278016,53739520,0,2644069.8806291306,0,0,0,654784.8164749398,47186.76558683932,0,0,1027854.4542032621,13,8,7,4,8,15,5,5,3,11,1,3,6,18,8,6.933,3.867,25.867,2.267,2.2,2.133,19.133,0,,0,0.017609562246211744,0.003,0.029137304941362234,0.035000092865633436,0.0019152542372881359,0.003,0.0033415963221562744,0.04015661995424601,0.0046,0.049172463300117646,0.047571442246148225,0.004383050847457628,0.0046,0.006598346168413075
1705820419,1.271958842443941,5.07996567447101,0.1724866078373853,0.08698000000000168,3.9545009027598415,1.3301389330787985,0.38688163152818217,0.07415586760280843,0.32716105883647184,0.8698464517291014,0.00008667892856387682,0.28549423997929135,0.29580088046056696,0.6963674002070004,0.9799105134821654,215056384,88039424,6291456,432185344,103948288,336330752,44040192,4550656,271634432,97583104,4538368,2887680,298856448,8278016,53739520,0,2644069.8806291306,0,0,0,919199.1968345834,37491.304507011315,0,0,1027854.4542032621,13,8,7,4,8,15,5,5,3,11,1,3,6,18,8,7.067,3.867,24.467,2.4,2.333,2.267,19.533,0,,0,0.01735402407075847,0.003,0.029106806071962345,0.03458917293439097,0.0020153846153846155,0.003,0.003345944213062075,0.03996914104984186,0.0046,0.04923241591476959,0.04746577754031208,0.004403076923076923,0.0046,0.006622031872133459
1705820420,1.271958842443941,5.07996567447101,0.1724866078373853,0.08698000000000168,3.9545009027598415,1.3301389330787985,0.38688163152818217,0.08906720160481443,0.32716105883647184,0.8698464517291014,0.00008667892856387682,0.28549423997929135,0.10033666666667311,0.832357508483359,0.9799105134821654,215056384,88039424,6291456,432185344,103948288,336330752,44040192,4550656,271634432,97583104,4538368,2887680,298856448,8278016,53739520,0,2644069.8806291306,0,0,0,919199.1968345834,37491.304507011315,0,0,1027854.4542032621,13,8,7,4,8,15,5,5,3,11,1,3,6,18,8,7.067,3.867,24.467,2.4,2.333,2.267,19.533,0,,0,0.01735402407075847,0.003,0.029106806071962345,0.03458917293439097,0.0020153846153846155,0.003,0.003345944213062075,0.03996914104984186,0.0046,0.04923241591476959,0.04746577754031208,0.004403076923076923,0.0046,0.006622031872133459
1705820421,1.271958842443941,5.07996567447101,0.1724866078373853,0.08698000000000168,3.9545009027598415,1.3301389330787987,0.38688163152818217,0.08906720160481443,0.32716105883647184,0.8698464517291014,0.00008667892856387682,0.28549423997929135,0.10033666666667311,0.832357508483359,0.9799105134821654,215056384,88039424,6291456,432185344,103948288,336330752,44040192,4550656,271634432,97583104,4538368,2887680,298856448,8278016,53739520,0,2644069.8806291306,0,0,0,919199.1968345834,37491.304507011315,0,0,1027854.4542032621,13,8,7,4,8,15,5,5,3,11,1,3,6,18,8,7.067,3.867,24.467,2.4,2.333,2.267,19.533,0,,0,0.01735402407075847,0.003,0.029106806071962345,0.03458917293439097,0.0020153846153846155,0.003,0.003345944213062075,0.03996914104984186,0.0046,0.04923241591476959,0.04746577754031208,0.004403076923076923,0.0046,0.006622031872133459
1705820422,1.271958842443941,5.07996567447101,0.11182496930945296,0.08698000000000168,3.9545009027598415,1.3301389330787987,0.38688163152818217,0.08376319928105934,0.32716105883647184,0.8698464517291014,0.00008667892856387682,0.28549423997929135,0.10033666666667311,0.832357508483359,0.9799105134821654,215056384,88039424,6291456,432185344,103948288,336330752,44040192,4550656,271634432,97583104,4538368,2887680,298856448,8278016,53739520,0,2644069.8806291306,0,0,0,919199.1968345834,37491.304507011315,0,0,1027854.4542032621,13,8,7,4,8,15,5,5,3,11,1,3,6,18,8,7.067,3.867,24.467,2.4,2.333,2.267,19.533,0,,0,0.01735402407075847,0.003,0.029106806071962345,0.03458917293439097,0.0020153846153846155,0.003,0.003345944213062075,0.03996914104984186,0.0046,0.04923241591476959,0.04746577754031208,0.004403076923076923,0.0046,0.006622031872133459
1705820423,1.271958842443941,4.8987484753672605,0.11004453979486575,0.08698000000000168,3.9545009027598415,1.3301389330787987,0.38688163152818217,0.08376319928105934,0.32716105883647184,0.8698464517291014,0.00008667892856387682,0.28549423997929135,0.10033666666667311,0.832357508483359,0.9799105134821654,215056384,88072192,6299648,432185344,103948288,336330752,44040192,4550656,271634432,97583104,4538368,2887680,298856448,8278016,53739520,0,2201099.5032790652,0,0,0,919199.1968345834,37491.304507011315,0,0,1027854.4542032621,13,8,7,4,8,15,5,5,3,11,1,3,6,18,8,7.067,3.867,24.467,2.4,2.333,2.267,19.533,0,,0,0.01735402407075847,0.003,0.029106806071962345,0.03458917293439097,0.0020153846153846155,0.003,0.003345944213062075,0.03996914104984186,0.0046,0.04923241591476959,0.04746577754031208,0.004403076923076923,0.0046,0.006622031872133459
1705820424,1.271958842443941,4.89874847536726,0.1127526285299586,0.08698000000000168,3.9545009027598415,1.3301389330787987,0.38688163152818217,0.08376319928105934,0.32716105883647184,0.8698464517291014,0.00008667892856387682,0.28549423997929135,0.10033666666667311,0.832357508483359,0.9799105134821654,215056384,88072192,6299648,432185344,103948288,336330752,44040192,4550656,271634432,97583104,4538368,2887680,298856448,8278016,53739520,0,2201099.503279065,0,0,0,919199.1968345834,37491.304507011315,0,0,1027854.4542032621,13,8,7,4,8,15,5,5,3,11,1,3,6,18,8,7.133,4,23.8,1.933,2.333,2.267,18.2,0,,0,0.017193877551020406,0.003,0.029128649635036495,0.03416666666666667,0.0020153846153846155,0.003,0.0033450134770889486,0.039868421052631574,0.0046,0.0493293795620438,0.047366666666666675,0.004403076923076923,0.0046,0.006626984126984123
1705820425,1.271958842443941,4.89874847536726,0.11546071726505147,0.08698000000000168,3.9545009027598415,1.4909983527663526,0.38688163152818217,0.08376319928105934,0.3011391020946425,0.8698464517291014,0.0000866789285638768,0.28549423997929135,0.10033666666667311,0.832357508483359,0.9799105134821654,215056384,88072192,6299648,432185344,103948288,336330752,44040192,4550656,271634432,97583104,4538368,2887680,298856448,8278016,53739520,0,2201099.503279065,0,0,0,919199.1968345834,27143.738439759603,0,0,1027854.4542032621,13,8,7,4,8,15,5,5,3,11,1,3,6,18,8,7.133,4,23.8,1.933,2.333,2.267,18.2,0,,0,0.017193877551020406,0.003,0.029128649635036495,0.03416666666666667,0.0020153846153846155,0.003,0.0033450134770889486,0.039868421052631574,0.0046,0.0493293795620438,0.047366666666666675,0.004403076923076923,0.0046,0.006626984126984123
1705820426,1.271958842443941,4.955312270788665,0.11816880600014432,0.08698000000000168,3.9545009027598415,1.2507764430120165,0.38688163152818217,0.08376319928105934,0.3466826030567634,0.8698464517291014,0.0000866789285638768,0.28549423997929135,0.10033666666667311,0.832357508483359,0.9799105134821654,215056384,88072192,6299648,432185344,103948288,336314368,44040192,4550656,271634432,97583104,4538368,2887680,298856448,8278016,53739520,0,1346380.1581049142,0,0,0,919199.1968345834,31248.887419576335,0,0,1027854.4542032621,13,8,7,4,8,16,5,5,3,11,1,3,6,18,8,7.133,4,23.8,1.933,2.333,2.267,18.2,0,,0,0.017193877551020406,0.003,0.029128649635036495,0.03416666666666667,0.0020153846153846155,0.003,0.0033450134770889486,0.039868421052631574,0.0046,0.0493293795620438,0.047366666666666675,0.004403076923076923,0.0046,0.006626984126984123
1705820427,1.1719666163548137,4.955312270788665,0.12087689473523719,0.08698000000000168,3.9545009027598415,1.2507764430120165,0.38688163152818217,0.08376319928105934,0.3466826030567634,0.8698464517291014,0,0.28549423997929135,0.10033666666667311,0.832357508483359,0.9799105134821654,215052288,88072192,6299648,432185344,103948288,336314368,44040192,4550656,271634432,97583104,4538368,2887680,298856448,8278016,53739520,0,1346380.1581049142,0,0,0,919199.1968345834,31248.887419576335,0,0,1027854.4542032621,12,8,7,4,8,16,5,5,3,11,1,3,6,18,8,7.133,4,23.8,1.933,2.333,2.267,18.2,0,,0,0.017193877551020406,0.003,0.029128649635036495,0.03416666666666667,0.0020153846153846155,0.003,0.0033450134770889486,0.039868421052631574,0.0046,0.0493293795620438,0.047366666666666675,0.004403076923076923,0.0046,0.006626984126984123
1705820428,1.1719666163548137,4.955312270788665,0.12358498347033005,0.20160141109847582,3.8101139869084393,1.2507764430120165,0.26213812799887803,0.08376319928105934,0.3466826030567634,0.8698464517291014,0,0.28549423997929135,0.10033666666667311,0.701331009081469,0.9881944707800745,215052288,88072192,6299648,432193536,107819008,336314368,44040192,4550656,271634432,97583104,4538368,2887680,298856448,8278016,53825536,0,1346380.1581049142,0,0,0,860569.6867061811,31248.887419576335,0,0,1491205.582312564,12,8,7,4,8,16,5,5,3,11,1,3,6,18,8,7.133,4.333,23.8,1.933,2.333,2.267,15.4,0,,0,0.017193877551020406,0.003,0.029128649635036495,0.03416666666666667,0.0020153846153846155,0.003,0.0033415977961432507,0.039868421052631574,0.0046,0.0493293795620438,0.047366666666666675,0.004403076923076923,0.0046,0.006598360655737701
1705820429,1.1719666163548137,4.955312270788665,0.1262930722054229,0.20160141109847582,3.8101139869084393,1.2507764430120165,0.26907116497319383,0.08376319928105934,0.3466826030567634,0.8698464517291014,0,0.289934259072921,0.10033666666667311,0.8493303638607149,0.9881944707800745,215052288,88072192,6299648,432193536,107819008,336314368,44040192,4550656,271634432,97583104,4538368,2887680,298856448,8278016,53825536,0,1346380.1581049142,0,0,0,883330.0592718035,31248.887419576335,0,0,1491205.582312564,12,8,7,4,8,16,5,5,3,11,1,3,6,18,8,7.133,4.333,23.8,1.933,2.333,2.267,15.4,0,,0,0.017193877551020406,0.003,0.029128649635036495,0.03416666666666667,0.0020153846153846155,0.003,0.0033415977961432507,0.039868421052631574,0.0046,0.0493293795620438,0.047366666666666675,0.004403076923076923,0.0046,0.006598360655737701
1705820430,1.1103052496382266,4.955312270788665,0.12900116094051575,0.20160141109847582,3.8101139869084393,1.2507764430120165,0.2760042019475095,0.08376319928105934,0.3466826030567634,0.8698464517291014,0,0.289934259072921,0.10033666666667311,0.8493303638607149,0.9881944707800745,215052288,88072192,6299648,432193536,107819008,336314368,44040192,4550656,271634432,97583104,4538368,2887680,298856448,8278016,53825536,0,1346380.1581049142,0,0,0,906090.4318374259,31248.887419576335,0,0,1491205.582312564,12,8,7,4,8,16,5,5,3,11,1,3,6,18,8,7.133,4.333,23.8,1.933,2.333,2.267,15.4,0,,0,0.017193877551020406,0.003,0.029128649635036495,0.03416666666666667,0.0020153846153846155,0.003,0.0033415977961432507,0.039868421052631574,0.0046,0.0493293795620438,0.047366666666666675,0.004403076923076923,0.0046,0.006598360655737701
1705820431,1.1103052496382266,4.955312270788665,0.1317092496756086,0.20160141109847582,3.8101139869084393,1.2507764430120165,0.28293723892182526,0.08376319928105934,0.3466826030567634,0.8698464517291014,0,0.289934259072921,0.10033666666667311,0.8493303638607149,0.9881944707800745,215052288,88072192,6299648,432193536,107819008,336314368,44040192,4550656,271634432,97583104,4538368,2887680,298856448,8278016,53825536,0,1346380.1581049142,0,0,0,928850.8044030482,31248.887419576335,0,0,1491205.582312564,12,8,7,4,8,16,5,5,3,11,1,3,6,18,8,7.667,4.333,23.8,1.933,2.333,2.267,15.4,0,,0,0.017387500000000004,0.003,0.029128649635036495,0.03416666666666667,0.0020153846153846155,0.003,0.0033415977961432507,0.04003205128205128,0.0046,0.0493293795620438,0.047366666666666675,0.004403076923076923,0.0046,0.006598360655737701
1705820432,1.1103052496382266,4.955312270788665,0.13441733841070147,0.20160141109847582,3.8101139869084393,1.2507764430120165,0.28987027589614095,0.08376319928105934,0.3466826030567634,0.8698464517291014,0,0.2424744369815094,0.10033666666667311,0.8493303638607149,0.9881944707800745,215052288,88072192,6299648,432193536,107819008,336314368,44040192,4550656,271634432,97583104,4538368,2887680,298856448,8278016,53825536,0,1346380.1581049142,0,0,0,951611.1769686705,31248.887419576335,0,0,1491205.582312564,12,8,7,4,8,16,5,5,3,11,1,3,6,18,8,7.667,4.333,23.8,1.933,1.867,2.267,15.4,0,,0,0.017387500000000004,0.003,0.029128649635036495,0.03416666666666667,0.0021515151515151512,0.003,0.0033415977961432507,0.04003205128205128,0.0046,0.0493293795620438,0.047366666666666675,0.004430303030303031,0.0046,0.006598360655737701
1705820433,1.1103052496382266,4.955312270788665,0.1624853241055714,0.20160141109847582,3.8101139869084393,1.2507764430120165,0.2968033128704568,0.08376319928105934,0.3466826030567634,0.8703850529146184,0,0.23764219933029404,0.10033666666667311,0.8493303638607149,0.9881944707800745,215052288,88072192,6299648,432193536,107819008,336314368,44040192,4550656,271634432,97583104,4538368,2887680,298856448,8278016,53825536,0,1346380.1581049142,0,0,0,974371.5495342931,31248.887419576335,0,0,1491205.582312564,12,8,7,4,8,16,5,5,3,11,1,3,6,18,8,7.667,4.333,23.8,1.933,1.867,1.867,15.4,0,,0,0.017387500000000004,0.003,0.029128649635036495,0.03416666666666667,0.0021515151515151512,0.003,0.0033415977961432507,0.04003205128205128,0.0046,0.0493293795620438,0.047366666666666675,0.004430303030303031,0.0046,0.006598360655737701
1705820434,1.1103052496382266,4.955312270788665,0.1624853241055714,0.20160141109847582,3.8101139869084393,1.2507764430120165,0.281459776315002,0.08376319928105934,0.3127430125228906,0.7336221748710218,0,0.23280996167907875,0.10033666666667311,0.8493303638607149,0.9881944707800745,215052288,88072192,6299648,432193536,107819008,336314368,44044288,4550656,271634432,97583104,4538368,2887680,298856448,8278016,53825536,0,1346380.1581049142,0,0,0,740637.7171759411,22729.87921052145,0,0,1491205.582312564,12,8,7,4,8,16,5,5,3,11,1,3,6,18,8,7,4.333,23.867,1.267,1.2,1.2,13.4,0,,0,0.017537688442211055,0.003,0.028442698706099816,0.03410714285714286,0.002081967213114754,0.003,0.0033291492329149235,0.04019230769230769,0.0046,0.048793900184842885,0.04739285714285714,0.004416393442622951,0.0046,0.006487068965517243
1705820435,1.1103052496382266,4.955312270788665,0.1624853241055714,0.20160141109847582,3.7365086444369005,1.2507764430120165,0.28804644258340906,0.08376319928105934,0.3127430125228906,0.7191157573224448,0,0.22797772402786334,0.10033666666667311,0.8493303638607149,0.9844299182903804,215052288,88072192,6299648,432193536,107819008,336314368,44044288,4550656,271634432,97583104,4538368,2887680,298856448,8278016,53825536,0,1346380.1581049142,0,0,0,757969.9752083395,22729.87921052145,0,0,1596178.504085481,12,8,7,4,8,16,5,5,3,11,1,3,6,18,8,7,4.333,23.867,1.267,1.2,1.2,13.4,0,,0,0.017537688442211055,0.003,0.028442698706099816,0.03410714285714286,0.002081967213114754,0.003,0.0033291492329149235,0.04019230769230769,0.0046,0.048793900184842885,0.04739285714285714,0.004416393442622951,0.0046,0.006487068965517243
1705820436,1.1103052496382266,4.955312270788665,0.1624853241055714,0.20160141109847582,3.7365086444369005,1.2507764430120165,0.29463310885181604,0.08376319928105934,0.3127430125228906,0.7046093397738679,0,0.22314548637664802,0.10033666666667311,0.8493303638607149,0.9844299182903804,215052288,88072192,6299648,432193536,107819008,336314368,44044288,4550656,271634432,97583104,4538368,2887680,298856448,8278016,53825536,0,1346380.1581049142,0,0,0,775302.2332407379,22729.87921052145,0,0,1596178.504085481,12,8,7,4,8,16,5,5,3,11,1,3,6,18,8,7,4.333,23.867,1.267,1.2,1.2,13.4,0,,0,0.017537688442211055,0.003,0.028442698706099816,0.03410714285714286,0.002081967213114754,0.003,0.0033291492329149235,0.04019230769230769,0.0046,0.048793900184842885,0.04739285714285714,0.004416393442622951,0.0046,0.006487068965517243
1705820437,1.1103052496382266,4.955312270788665,0.1537041069640989,0.20160141109847582,3.7365086444369005,1.2507764430120165,0.30121977512022313,0.08376319928105934,0.3127430125228906,0.8226251223626959,0,0.21831324872543267,0.10033666666667311,0.8493303638607149,0.9844299182903804,215052288,88072192,6291456,432193536,107819008,336314368,44044288,4550656,271634432,97587200,4538368,2887680,298856448,8278016,53825536,0,1346380.1581049142,0,0,0,792634.4912731365,22729.87921052145,0,0,1596178.504085481,12,8,7,4,8,16,5,5,3,11,1,3,6,18,8,7,4.333,23.867,1.267,1.2,1.2,13.4,0,,0,0.017537688442211055,0.003,0.028442698706099816,0.03410714285714286,0.002081967213114754,0.003,0.0033291492329149235,0.04019230769230769,0.0046,0.048793900184842885,0.04739285714285714,0.004416393442622951,0.0046,0.006487068965517243
1705820438,1.1103052496382266,4.955312270788665,0.1537041069640989,0.20160141109847582,3.7365086444369005,1.2507764430120165,0.3078064413886301,0.05674999999999874,0.3127430125228906,0.8226251223626959,0,0.21348101107421733,0.28180794204689785,0.7958867174430742,0.9844299182903804,215052288,88072192,6291456,432193536,107819008,336314368,44044288,4550656,271634432,97587200,4538368,2887680,298860544,8306688,53825536,0,1346380.1581049142,0,0,0,809966.7493055348,22729.87921052145,0,0,1596178.504085481,12,8,7,4,8,16,5,5,3,11,1,3,6,18,8,7,4.333,23.867,1.267,1.2,1.2,13.4,0,,0,0.017537688442211055,0.003,0.028442698706099816,0.03410714285714286,0.002081967213114754,0.003,0.0033291492329149235,0.04019230769230769,0.0046,0.048793900184842885,0.04739285714285714,0.004416393442622951,0.0046,0.006487068965517243
1705820439,1.1103052496382266,4.808356324880014,0.1537041069640989,0.20160141109847582,3.7365086444369005,1.2507764430120165,0.3143931076570372,0.06792390632948037,0.3127430125228906,0.8226251223626959,0,0.20864877342300195,0.28180794204689785,0.7958867174430742,1.0009855754843144,215052288,87969792,6291456,432193536,107819008,336314368,44044288,4550656,271634432,97587200,4538368,2887680,298860544,8306688,53846016,0,1408730.4886806002,0,0,0,827299.0073379333,22729.87921052145,0,0,1479113.381082537,12,8,7,4,8,16,5,5,3,11,1,3,6,18,8,7.133,3.533,22.333,1.533,1.2,1.2,14.333,0,,0,0.01753826530612245,0.003010928961748634,0.02783553875236295,0.034126984126984124,0.002081967213114754,0.003,0.0033265895953757227,0.04028846153846153,0.004619672131147541,0.04851606805293006,0.04746031746031746,0.004416393442622951,0.0046,0.0064639639639639665
1705820440,1.1602968759452736,4.808356324880014,0.1537041069640989,0.20160141109847582,3.7365086444369005,1.2507764430120165,0.32097977392544425,0.0665492484800024,0.23763731885937406,0.8226251223626959,0,0.2038165357717866,0.28180794204689785,0.7958867174430742,1.0009855754843144,215060480,87969792,6291456,432193536,107819008,336314368,44044288,4550656,271634432,97587200,4538368,2887680,298860544,8306688,53846016,0,1408730.4886806002,0,0,0,844631.2653703317,27596.417998980483,0,0,1479113.381082537,13,8,7,4,8,16,5,5,3,11,1,3,6,18,8,7.133,3.533,22.333,1.533,1.2,1.2,14.333,0,,0,0.01753826530612245,0.003010928961748634,0.02783553875236295,0.034126984126984124,0.002081967213114754,0.003,0.0033265895953757227,0.04028846153846153,0.004619672131147541,0.04851606805293006,0.04746031746031746,0.004416393442622951,0.0046,0.0064639639639639665
