time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_diskio,emailservice_diskio,recommendationservice_diskio,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,frontend_error,frontend-external_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1705486450,0.6652619502868071,2.1530978996947647,0.49529919542117473,32.14255268055498,0.29264284538118845,6.6087085512024775,0.6634004321020187,3.8560716139076474,2.9578708081763843,0.29220568526486645,0.30250319125751063,106037248,43364352,11423744,44191744,43405312,15728640,37978112,10473472,46010368,2961408,8298496,70485.65965583174,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.467,25.333,0.933,75.467,0.933,13.067,13.2,1,143.733,19.133,7.933,0,0,0.0029880597014925376,0.003094009216589862,0.11363636363636365,0.003681213017751479,0.003,0.0472254004576659,0.0031538461538461538,0.0019866541793490985,0.007462025316455696,0.0029566563467492263,0.004597611940298508,0.004769216589861751,0.22272727272727272,0.04276620370370367,0.0046,0.18522727272727268,0.004876923076923077,0.004417560290330133,0.00960886075949367,0.004591331269349845
1705486451,0.6652619502868071,1.5414383336385142,0.42283829896215513,32.14255268055498,0.29264284538118845,6.672143750616024,0.6634004321020187,3.8560716139076474,2.9578708081763843,0.2928664166185801,0.30250319125751063,106037248,43364352,11423744,44191744,43405312,15728640,37978112,10473472,46010368,2965504,8298496,70485.65965583174,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.467,25.333,0.933,75.467,0.933,13.067,13.2,1,143.733,19.133,7.933,0,0,0.0029880597014925376,0.003094009216589862,0.11363636363636365,0.003681213017751479,0.003,0.0472254004576659,0.0031538461538461538,0.0019866541793490985,0.007462025316455696,0.0029566563467492263,0.004597611940298508,0.004769216589861751,0.22272727272727272,0.04276620370370367,0.0046,0.18522727272727268,0.004876923076923077,0.004417560290330133,0.00960886075949367,0.004591331269349845
1705486452,0.6652619502868071,1.5850618891398167,0.41458331237180224,32.14255268055498,0.29264284538118845,8.043063464553999,0.6634004321020187,3.8560716139076474,2.9578708081763843,0.2928664166185801,0.3010652815072429,106037248,43364352,11423744,44191744,43405312,15306752,37978112,10473472,46010368,2965504,8306688,70485.65965583174,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.467,25.333,0.933,75.467,0.933,13.067,13.2,1,143.733,19.133,7.733,0,0,0.0029880597014925376,0.003094009216589862,0.11363636363636365,0.003681213017751479,0.003,0.0472254004576659,0.0031538461538461538,0.0019866541793490985,0.007462025316455696,0.002927927927927928,0.004597611940298508,0.004769216589861751,0.22272727272727272,0.04276620370370367,0.0046,0.18522727272727268,0.004876923076923077,0.004417560290330133,0.00960886075949367,0.004585585585585586
1705486453,0.6652619502868071,1.628685444641119,0.4371332548051952,32.14255268055498,0.30216323686848595,8.043063464553999,0.6634004321020187,3.8560716139076474,2.113250798901618,0.2928664166185801,0.3010652815072429,106037248,43364352,11423744,44191744,43401216,15306752,37978112,10473472,46010368,2965504,8306688,70485.65965583174,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.467,25.333,0.933,75.467,0.933,13.067,13.2,1,143.733,19.133,7.733,0,0,0.0029880597014925376,0.003094009216589862,0.11363636363636365,0.003681213017751479,0.003,0.0472254004576659,0.0031538461538461538,0.0019866541793490985,0.007462025316455696,0.002927927927927928,0.004597611940298508,0.004769216589861751,0.22272727272727272,0.04276620370370367,0.0046,0.18522727272727268,0.004876923076923077,0.004417560290330133,0.00960886075949367,0.004585585585585586
1705486454,0.6221660762658822,1.672309000142421,0.4282728796248201,32.14255268055498,0.31231303981462,8.043063464553999,0.6634004321020187,3.8560716139076474,2.894859417344174,0.2928664166185801,0.3010652815072429,106037248,43364352,11423744,44191744,43401216,15306752,37978112,10473472,46010368,2965504,8306688,53344.446759741615,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.467,25.067,0.8,75,0.8,13.067,13.2,0.867,143.4,19.133,7.467,0,0,0.0029880597014925376,0.0030939226519337017,0.10357142857142855,0.0036784922394678494,0.003,0.0472254004576659,0.00315,0.001986179433122511,0.007462025316455696,0.002928358208955224,0.004597611940298508,0.004769060773480663,0.22071428571428572,0.0427441860465117,0.0046,0.18522727272727268,0.00487,0.004417474818458656,0.00960886075949367,0.004585671641791045
1705486455,0.6221660762658822,1.7159325556437233,0.4194125044444449,25.866255450394704,0.31231303981462,8.043063464553999,0.6634004321020187,3.8560716139076474,2.839941672478239,0.2933515420507553,0.3010652815072429,106037248,43364352,11423744,44191744,43401216,15306752,37978112,10473472,46010368,2965504,8306688,53344.446759741615,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.467,25.067,0.8,75,0.8,13.067,13.2,0.867,143.4,19.133,7.467,0,0,0.0029880597014925376,0.0030939226519337017,0.10357142857142855,0.0036784922394678494,0.003,0.0472254004576659,0.0031463414634146343,0.001986179433122511,0.007462025316455696,0.002928358208955224,0.004597611940298508,0.004769060773480663,0.22071428571428572,0.0427441860465117,0.0046,0.18522727272727268,0.004863414634146341,0.004417474818458656,0.00960886075949367,0.004585671641791045
1705486456,0.6221660762658822,1.7595561111450255,0.4105521292640697,31.16838782412641,0.31231303981462,8.043063464553999,0.6634004321020187,3.8560716139076474,2.839941672478239,0.2933515420507553,0.3010652815072429,106037248,43364352,11423744,44191744,43401216,15306752,37978112,10473472,46010368,2965504,8306688,53344.446759741615,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.467,25.067,0.8,75,0.8,13.067,13.2,0.867,143.4,19.133,7.467,0,0,0.0029880597014925376,0.0030939226519337017,0.10357142857142855,0.0036784922394678494,0.003,0.0472254004576659,0.0031463414634146343,0.001986179433122511,0.007462025316455696,0.002928358208955224,0.004597611940298508,0.004769060773480663,0.22071428571428572,0.0427441860465117,0.0046,0.18522727272727268,0.004863414634146341,0.004417474818458656,0.00960886075949367,0.004585671641791045
1705486457,0.6221660762658822,1.8181970660619093,0.40169175408369445,31.16838782412641,0.31231303981462,8.043063464553999,0.6634004321020187,3.8560716139076474,2.839941672478239,0.2933515420507553,0.3010652815072429,106037248,43360256,11423744,44191744,43401216,15306752,37978112,10473472,46010368,2965504,8306688,53344.446759741615,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.467,25.067,0.8,75,0.933,13.067,13.2,0.867,146.333,19.133,7.467,0,0,0.0029880597014925376,0.0030939226519337017,0.10357142857142855,0.0036784922394678494,0.003,0.0472254004576659,0.0031463414634146343,0.002011531365313654,0.007462025316455696,0.002928358208955224,0.004597611940298508,0.004769060773480663,0.22071428571428572,0.0427441860465117,0.0046,0.18522727272727268,0.004863414634146341,0.004421494464944651,0.00960886075949367,0.004585671641791045
1705486458,0.6221660762658822,1.8622500078413273,0.3928313789033193,32.07566473088151,0.31231303981462,8.043063464553999,0.6896066203867129,3.0986478451190442,2.839941672478239,0.2933515420507553,0.3010652815072429,106037248,43360256,11423744,44294144,43401216,15306752,38227968,10473472,46010368,2965504,8306688,53344.446759741615,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.467,25.067,0.8,75,0.933,13.067,13.2,0.867,146.333,19.133,7.467,0,0,0.0029880597014925376,0.0030939226519337017,0.10357142857142855,0.0036784922394678494,0.003,0.0472254004576659,0.0031463414634146343,0.002011531365313654,0.007462025316455696,0.002928358208955224,0.004597611940298508,0.004769060773480663,0.22071428571428572,0.0427441860465117,0.0046,0.18522727272727268,0.004863414634146341,0.004421494464944651,0.00960886075949367,0.004585671641791045
1705486459,0.6221660762658822,1.9063029496207449,0.38397100372294407,32.07566473088151,0.31231303981462,8.043063464553999,0.6896066203867129,3.1619071806086056,2.839941672478239,0.2933515420507553,0.3010652815072429,106037248,43360256,11423744,44294144,43401216,15306752,38227968,10473472,46010368,2965504,8306688,53344.446759741615,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.067,25.067,0.8,75,0.933,13.067,13.2,0.867,146.333,19.133,7.467,0,0,0.0029910846953937593,0.0030939226519337017,0.10357142857142855,0.0036784922394678494,0.003,0.0472254004576659,0.0031463414634146343,0.002011531365313654,0.007462025316455696,0.002928358208955224,0.004598216939078752,0.004769060773480663,0.22071428571428572,0.0427441860465117,0.0046,0.18522727272727268,0.004863414634146341,0.004421494464944651,0.00960886075949367,0.004585671641791045
1705486460,0.5401922392396507,1.9503558914001624,0.3751106285425688,32.07566473088151,0.31231303981462,8.043063464553999,0.6896066203867129,3.7955601293736665,2.839941672478239,0.2933515420507553,0.3010652815072429,106037248,43360256,11423744,44294144,43401216,15306752,38227968,10473472,46010368,2965504,8306688,46316.01954110809,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.2,25.2,1,78,0.933,13.667,13.667,0.867,146.067,18.933,7.2,0,0,0.002991097922848665,0.0030977859778597784,0.1,0.0036873111782477347,0.003,0.045987991266375546,0.0031463414634146343,0.0020076371210367974,0.007459016393442623,0.002927272727272727,0.0045982195845697335,0.004776014760147601,0.22,0.04149532710280376,0.0046,0.17774553571428572,0.004863414634146341,0.0044200416570238385,0.009602774274905421,0.004585454545454546
1705486461,0.5298228046352194,1.9944088331795802,0.3662502533621937,32.07566473088151,0.31231303981462,8.043063464553999,0.6896066203867129,3.7955601293736665,2.839941672478239,0.2933515420507553,0.3010652815072429,106037248,43360256,11423744,44294144,43401216,15306752,38227968,10473472,46010368,2965504,8306688,45426.945428445746,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.2,25.2,1,78,0.933,13.667,13.667,0.867,146.067,18.933,7.2,0,0,0.002991097922848665,0.0030977859778597784,0.1,0.0036873111782477347,0.003,0.045987991266375546,0.0031463414634146343,0.0020076371210367974,0.007459016393442623,0.002927272727272727,0.0045982195845697335,0.004776014760147601,0.22,0.04149532710280376,0.0046,0.17774553571428572,0.004863414634146341,0.0044200416570238385,0.009602774274905421,0.004585454545454546
1705486462,0.5194533700307878,2.038461774958998,0.4754374829993666,32.07566473088151,0.31231303981462,8.043063464553999,0.6896066203867129,3.7955601293736665,2.839941672478239,0.2933515420507553,0.3010652815072429,106037248,43360256,11444224,44294144,43401216,15306752,38227968,10473472,46010368,2965504,8306688,44537.87131578338,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.2,25.2,1,78,0.933,13.667,13.667,0.867,146.533,19.4,7.2,0,0,0.002991097922848665,0.0030977859778597784,0.1,0.0036873111782477347,0.003,0.045987991266375546,0.0031463414634146343,0.00200947100947101,0.007481389578163772,0.002927272727272727,0.0045982195845697335,0.004776014760147601,0.22,0.04149532710280376,0.0046,0.17774553571428572,0.004863414634146341,0.004420374220374222,0.009610421836228287,0.004585454545454546
1705486463,0.7087510159848318,2.082514716738416,0.4754374829993666,32.07566473088151,0.31231303981462,7.833106799010555,0.6896066203867129,3.7955601293736665,2.839941672478239,0.2933515420507553,0.3010652815072429,106053632,43360256,11444224,44294144,43401216,15306752,38227968,10473472,46010368,2965504,8306688,44389.05445678678,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.2,25.2,1,78,0.933,13.667,13.667,0.867,146.533,19.4,7.2,0,0,0.002991097922848665,0.0030977859778597784,0.1,0.0036873111782477347,0.003,0.045987991266375546,0.0031463414634146343,0.00200947100947101,0.007481389578163772,0.002927272727272727,0.0045982195845697335,0.004776014760147601,0.22,0.04149532710280376,0.0046,0.17774553571428572,0.004863414634146341,0.004420374220374222,0.009610421836228287,0.004585454545454546
1705486464,0.7087510159848318,2.1265676585178332,0.4754374829993666,32.07566473088151,0.31231303981462,7.833106799010555,0.6896066203867129,4.0584314486565205,2.839941672478239,0.2933515420507553,0.3010652815072429,106053632,43360256,11444224,44294144,43401216,15306752,38227968,10305536,46010368,2965504,8306688,44389.05445678678,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.2,27.4,1,83.6,0.933,13.667,13.667,0.867,146.533,19.4,7.2,0,0,0.002991097922848665,0.0031034164358264083,0.1,0.003709800918836141,0.003,0.045987991266375546,0.0031463414634146343,0.00200947100947101,0.007481389578163772,0.002927272727272727,0.0045982195845697335,0.004786149584487536,0.22,0.0392980295566502,0.0046,0.17774553571428572,0.004863414634146341,0.004420374220374222,0.009610421836228287,0.004585454545454546
1705486465,0.7087510159848318,2.1706206002972515,0.4754374829993666,32.07566473088151,0.31231303981462,7.833106799010555,0.6896066203867129,4.0584314486565205,2.839941672478239,0.2933515420507553,0.3091217722300343,106053632,43360256,11444224,44294144,43401216,15306752,38227968,10305536,46010368,2965504,8310784,44389.05445678678,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.2,27.4,1,83.6,0.933,13.667,13.667,0.867,146.533,19.4,7.2,0,0,0.002991097922848665,0.0031034164358264083,0.1,0.003709800918836141,0.003,0.045987991266375546,0.0031463414634146343,0.00200947100947101,0.007481389578163772,0.002927272727272727,0.0045982195845697335,0.004786149584487536,0.22,0.0392980295566502,0.0046,0.17774553571428572,0.004863414634146341,0.004420374220374222,0.009610421836228287,0.004585454545454546
1705486466,0.7087510159848318,2.643176506765065,0.4754374829993666,32.07566473088151,0.31231303981462,7.988135521618892,0.6896066203867129,4.0584314486565205,2.839941672478239,0.29589582092092903,0.25146163065145194,106053632,43360256,11444224,44294144,43401216,15708160,38227968,10305536,46010368,2961408,8310784,44389.05445678678,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.2,27.4,1,83.6,0.933,13.667,13.667,0.867,146.533,19.4,7.2,0,0,0.002991097922848665,0.0031034164358264083,0.1,0.003709800918836141,0.003,0.045987991266375546,0.0031463414634146343,0.00200947100947101,0.007481389578163772,0.002927272727272727,0.0045982195845697335,0.004786149584487536,0.22,0.0392980295566502,0.0046,0.17774553571428572,0.004863414634146341,0.004420374220374222,0.009610421836228287,0.004585454545454546
1705486467,0.7087510159848318,2.643176506765065,0.43728511080489,32.07566473088151,0.31231303981462,7.988135521618892,0.7047779805352687,4.0584314486565205,2.839941672478239,0.2950136091453439,0.2960665189526617,106053632,43360256,11444224,44294144,43401216,15708160,38227968,10305536,46010368,2961408,8310784,44389.05445678678,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.2,27.4,1,83.6,0.933,13.667,13.667,0.867,146.533,19.4,8.067,0,0,0.002991097922848665,0.0031034164358264083,0.1,0.003709800918836141,0.003,0.045987991266375546,0.0031463414634146343,0.00200947100947101,0.007481389578163772,0.002912772585669782,0.0045982195845697335,0.004786149584487536,0.22,0.0392980295566502,0.0046,0.17774553571428572,0.004863414634146341,0.004420374220374222,0.009610421836228287,0.004582554517133956
1705486468,0.6267454374549093,2.643176506765065,0.43728511080489,32.07566473088151,0.31231303981462,7.988135521618892,0.7047779805352687,4.0584314486565205,2.839941672478239,0.2950136091453439,0.2960665189526617,106053632,43360256,11444224,44294144,43401216,15708160,38227968,10305536,46010368,2961408,8310784,44456.49702166193,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.2,27.4,1,83.6,0.933,13.667,13.667,0.867,146.533,19.4,8.067,0,0,0.002991097922848665,0.0031034164358264083,0.1,0.003709800918836141,0.003,0.045987991266375546,0.0031463414634146343,0.00200947100947101,0.007481389578163772,0.002912772585669782,0.0045982195845697335,0.004786149584487536,0.22,0.0392980295566502,0.0046,0.17774553571428572,0.004863414634146341,0.004420374220374222,0.009610421836228287,0.004582554517133956
1705486469,0.6390008812343568,2.643176506765065,0.43728511080489,32.07566473088151,0.31231303981462,7.988135521618892,0.7047779805352687,4.0584314486565205,2.839941672478239,0.2950136091453439,0.2960665189526617,106053632,43360256,11444224,44294144,43401216,15708160,38227968,10305536,46010368,2961408,8310784,45325.80386830228,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.2,27.667,1.133,84.4,1.067,13.667,13.667,1,147.2,19.4,8.333,0,0,0.002991097922848665,0.0031052631578947372,0.11304347826086955,0.0037106170946722885,0.0030465116279069764,0.045987991266375546,0.0030952380952380953,0.0020087840961627366,0.007481389578163772,0.002912772585669782,0.0045982195845697335,0.0047894736842105275,0.22782608695652173,0.03935323383084586,0.004683720930232557,0.17774553571428572,0.004771428571428571,0.004420249653259362,0.009610421836228287,0.004582554517133956
1705486470,0.7353266267668509,2.643176506765065,0.43728511080489,32.07566473088151,0.31231303981462,7.988135521618892,0.7047779805352687,4.0584314486565205,2.839941672478239,0.2950136091453439,0.2960665189526617,106053632,43360256,11444224,44294144,43401216,15708160,38227968,10305536,46010368,2961408,8310784,52158.410798420984,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.2,27.667,1.133,84.4,1.067,13.667,13.667,1.067,147.2,19.4,8.333,0,0,0.002991097922848665,0.0031052631578947372,0.11304347826086955,0.0037106170946722885,0.0030465116279069764,0.045987991266375546,0.0030930232558139532,0.0020087840961627366,0.007481389578163772,0.002912772585669782,0.0045982195845697335,0.0047894736842105275,0.22782608695652173,0.03935323383084586,0.004683720930232557,0.17774553571428572,0.004767441860465116,0.004420249653259362,0.009610421836228287,0.004582554517133956
1705486471,0.7353266267668509,2.643176506765065,0.43728511080489,32.07566473088151,0.31231303981462,7.988135521618892,0.7047779805352687,4.0584314486565205,2.839941672478239,0.2950136091453439,0.2960665189526617,106053632,43360256,11444224,44294144,43401216,15708160,38227968,10305536,46010368,2961408,8310784,52158.410798420984,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.2,27.667,1.133,84.4,1.067,13.667,13.667,1.067,147.2,19.4,8.333,0,0,0.002991097922848665,0.0031052631578947372,0.11304347826086955,0.0037106170946722885,0.0030465116279069764,0.045987991266375546,0.0030930232558139532,0.0020087840961627366,0.007481389578163772,0.002912772585669782,0.0045982195845697335,0.0047894736842105275,0.22782608695652173,0.03935323383084586,0.004683720930232557,0.17774553571428572,0.004767441860465116,0.004420249653259362,0.009610421836228287,0.004582554517133956
1705486472,0.7353266267668509,2.643176506765065,0.43728511080489,32.07566473088151,0.3135735188091079,7.988135521618892,0.7955140464958121,4.0584314486565205,2.839941672478239,0.2950136091453439,0.2960665189526617,106053632,43360256,11444224,44294144,43401216,15708160,37949440,10305536,46010368,2961408,8310784,52158.410798420984,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.2,27.667,1.133,84.4,1.067,13.667,13.667,1.067,151.6,19.4,8.333,0,0,0.002991097922848665,0.0031052631578947372,0.11304347826086955,0.0037106170946722885,0.0030465116279069764,0.045987991266375546,0.0030930232558139532,0.002079682179341657,0.007481389578163772,0.002912772585669782,0.0045982195845697335,0.0047894736842105275,0.22782608695652173,0.03935323383084586,0.004683720930232557,0.17774553571428572,0.004767441860465116,0.004445720771850171,0.009610421836228287,0.004582554517133956
1705486473,0.7353266267668509,2.643176506765065,0.43728511080489,33.007364991940086,0.3135735188091079,7.988135521618892,0.7955140464958121,4.0584314486565205,2.839941672478239,0.2950136091453439,0.2960665189526617,106053632,43360256,11444224,44294144,43401216,15708160,37949440,10305536,46010368,2961408,8310784,52158.410798420984,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.2,27.667,1.133,84.4,1.067,13.667,13.667,1.067,151.6,19.4,8.333,0,0,0.002991097922848665,0.0031052631578947372,0.11304347826086955,0.0037106170946722885,0.0030465116279069764,0.045987991266375546,0.0030930232558139532,0.002079682179341657,0.007481389578163772,0.002912772585669782,0.0045982195845697335,0.0047894736842105275,0.22782608695652173,0.03935323383084586,0.004683720930232557,0.17774553571428572,0.004767441860465116,0.004445720771850171,0.009610421836228287,0.004582554517133956
1705486474,0.7353266267668509,2.643176506765065,0.43728511080489,33.007364991940086,0.3135735188091079,7.988135521618892,0.7955140464958121,4.0584314486565205,2.9754352182968025,0.2950136091453439,0.2960665189526617,106053632,43360256,11444224,44294144,43401216,15708160,37949440,10305536,46133248,2961408,8310784,52158.410798420984,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.333,27.667,1.133,84.4,1.067,13.667,13.667,1.067,151.6,19.4,8.333,0,0,0.003008955223880597,0.0031052631578947372,0.11304347826086955,0.0037106170946722885,0.0030465116279069764,0.045987991266375546,0.0030930232558139532,0.002079682179341657,0.007481389578163772,0.002912772585669782,0.0046352238805970145,0.0047894736842105275,0.22782608695652173,0.03935323383084586,0.004683720930232557,0.17774553571428572,0.004767441860465116,0.004445720771850171,0.009610421836228287,0.004582554517133956
1705486475,0.7353266267668509,2.180928988673635,0.43728511080489,27.70143106948572,0.3135735188091079,7.988135521618892,0.7955140464958121,4.0584314486565205,2.9754352182968025,0.2950136091453439,0.2960665189526617,106053632,43360256,11444224,44294144,43401216,15708160,37949440,10305536,46133248,2961408,8310784,52158.410798420984,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.4,28.667,1.2,83.733,1.067,14.267,14.4,1.067,158.933,20.533,8.933,0,0,0.003032983508245877,0.003126258005489479,0.125,0.0037561349693251535,0.0030465116279069764,0.04625538793103448,0.0030930232558139532,0.002106354213609734,0.007512376237623762,0.0029154078549848946,0.00467856071964018,0.004827264409881062,0.235,0.039090909090909134,0.004683720930232557,0.19440425531914893,0.004767441860465116,0.004482559711581795,0.009665841584158414,0.00458308157099698
1705486476,0.7353266267668509,2.136876046894217,0.43728511080489,27.151308319620053,0.3135735188091079,7.988135521618892,0.7955140464958121,4.0584314486565205,2.9754352182968025,0.2950136091453439,0.2960665189526617,106053632,43360256,11444224,44294144,43401216,15708160,37949440,10305536,46133248,2961408,8310784,52158.410798420984,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.4,28.667,1.2,83.733,1.067,14.267,14.4,1.067,158.933,20.533,8.933,0,0,0.003032983508245877,0.003126258005489479,0.125,0.0037561349693251535,0.0030465116279069764,0.04625538793103448,0.0030930232558139532,0.002106354213609734,0.007512376237623762,0.0029154078549848946,0.00467856071964018,0.004827264409881062,0.235,0.039090909090909134,0.004683720930232557,0.19440425531914893,0.004767441860465116,0.004482559711581795,0.009665841584158414,0.00458308157099698
1705486477,0.7353266267668509,2.0928231051147996,0.43728511080489,33.293134421457324,0.3135735188091079,7.988135521618892,0.7955140464958121,4.187658287658243,2.9754352182968025,0.2950136091453439,0.2960665189526617,106053632,43360256,11444224,44552192,43401216,15708160,37949440,10305536,46133248,2961408,8310784,52158.410798420984,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.4,28.667,1.2,83.733,1.067,14.267,14.4,1.067,159.667,21.267,8.933,0,0,0.003032983508245877,0.003126258005489479,0.125,0.0037561349693251535,0.0030465116279069764,0.04625538793103448,0.0030930232558139532,0.0021119604316546764,0.007554878048780488,0.0029154078549848946,0.00467856071964018,0.004827264409881062,0.235,0.039090909090909134,0.004683720930232557,0.19440425531914893,0.004767441860465116,0.004489298561151079,0.009720731707317071,0.00458308157099698
1705486478,0.6276400848508088,2.048770163335382,0.41368100494861293,33.293134421457324,0.3135735188091079,8.198912667735094,0.7955140464958121,4.187658287658243,2.9754352182968025,0.2950136091453439,0.2960665189526617,106053632,43360256,11444224,44552192,43401216,15708160,37949440,10305536,46133248,2961408,8310784,44519.95642146667,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.4,28.667,1.2,83.733,1.067,14.267,14.4,1.067,159.667,21.267,8.933,0,0,0.003032983508245877,0.003126258005489479,0.125,0.0037561349693251535,0.0030465116279069764,0.04625538793103448,0.0030930232558139532,0.0021119604316546764,0.007554878048780488,0.0029154078549848946,0.00467856071964018,0.004827264409881062,0.235,0.039090909090909134,0.004683720930232557,0.19440425531914893,0.004767441860465116,0.004489298561151079,0.009720731707317071,0.00458308157099698
1705486479,0.6153846410713614,2.004717221555964,0.41368100494861293,33.293134421457324,0.3135735188091079,8.108735989346354,0.7955140464958121,4.187658287658243,2.9754352182968025,0.2950136091453439,0.2960665189526617,106053632,43360256,11444224,44552192,43401216,15527936,37949440,10305536,46133248,2961408,8310784,43650.64957482632,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.4,27.133,1.2,79,1.067,14.267,14.4,1.067,159.667,21.267,8.933,0,0,0.003032983508245877,0.003147747747747748,0.125,0.0037441323585994616,0.0030465116279069764,0.04625538793103448,0.0030930232558139532,0.0021119604316546764,0.007554878048780488,0.0029154078549848946,0.00467856071964018,0.0048659459459459466,0.235,0.03801587301587305,0.004683720930232557,0.19440425531914893,0.004767441860465116,0.004489298561151079,0.009720731707317071,0.00458308157099698
1705486480,0.7126613278037955,1.9606642797765466,0.41368100494861293,33.293134421457324,0.3135735188091079,8.108735989346354,0.7955140464958121,4.204972739430086,2.9754352182968025,0.24686945973799615,0.25167381165670133,106074112,43360256,11444224,44552192,43401216,15527936,37949440,10293248,46133248,2961408,8310784,65896.8217081978,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.4,27.133,1.2,79,1.067,14.267,14.4,1.067,159.667,21.267,8.933,0,0,0.003032983508245877,0.003147747747747748,0.125,0.0037441323585994616,0.0030465116279069764,0.04625538793103448,0.0030930232558139532,0.0021119604316546764,0.007554878048780488,0.0029154078549848946,0.00467856071964018,0.0048659459459459466,0.235,0.03801587301587305,0.004683720930232557,0.19440425531914893,0.004767441860465116,0.004489298561151079,0.009720731707317071,0.00458308157099698
1705486481,0.7126613278037954,1.9166113379971286,0.4958005077030817,33.293134421457324,0.3135735188091079,8.108735989346354,0.7955140464958121,4.204972739430086,2.9754352182968025,0.20768499999999973,0.2953327482058962,106074112,43360256,11497472,44552192,43401216,15527936,37949440,10293248,46133248,2961408,8327168,65896.82170819778,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.4,27.133,1.2,79,1.067,14.267,14.4,1.067,159.667,21.267,8.933,0,0,0.003032983508245877,0.003147747747747748,0.125,0.0037441323585994616,0.0030465116279069764,0.04625538793103448,0.0030930232558139532,0.0021119604316546764,0.007554878048780488,0.0029154078549848946,0.00467856071964018,0.0048659459459459466,0.235,0.03801587301587305,0.004683720930232557,0.19440425531914893,0.004767441860465116,0.004489298561151079,0.009720731707317071,0.00458308157099698
1705486482,0.7126613278037954,1.872558396217711,0.4958005077030817,33.293134421457324,0.3135735188091079,8.108735989346354,0.7955140464958121,4.204972739430086,2.9754352182968025,0.20768499999999973,0.2953327482058962,106074112,43360256,11497472,44552192,43401216,15527936,37949440,10293248,46133248,2961408,8327168,65896.82170819778,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.4,27.133,1.2,79,1.067,14.267,14.4,1.067,159.667,21.267,8.667,0,0,0.003032983508245877,0.003147747747747748,0.125,0.0037441323585994616,0.0030465116279069764,0.04625538793103448,0.0030930232558139532,0.0021119604316546764,0.007554878048780488,0.002925501432664756,0.00467856071964018,0.0048659459459459466,0.235,0.03801587301587305,0.004683720930232557,0.19440425531914893,0.004767441860465116,0.004489298561151079,0.009720731707317071,0.004585100286532951
