time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_diskio,emailservice_diskio,productcatalogservice_diskio,recommendationservice_diskio,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,adservice_error,frontend_error,frontend-external_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1705495795,0.7090301882823353,2.021538635848792,0.342584995242724,27.31365130348906,0.29995921768888256,7.774481769588555,0.67981825827803,3.9065095423717167,2.1916172703450085,0.24236397296207057,0.2577328008713015,109547520,43487232,11776000,44740608,43569152,16764928,40632320,10010624,48095232,2977792,8712192,53855.054170611125,0,,0,0,4,4,9,4,3,44,3,4,4,4,2,15.8,23.4,0.533,79.267,0.533,12.8,12.733,0.667,134.667,18.133,5.6,0,0,0,0.0030029027576197386,0.003085146641438032,0.08125,0.0037351190476190474,0.003,0.04790189125295508,0.0032857142857142855,0.0021048065650644786,0.007522727272727271,0.0029520547945205483,0.0046284470246734394,0.004753263954588458,0.22833333333333336,0.03999999999999996,0.0046,0.19799528301886796,0.006000000000000003,0.004446471277842908,0.009639610389610389,0.004590410958904109
1705495796,0.7090301882823353,2.021538635848792,0.3495554484351331,26.779675734766954,0.2999020759890288,7.774481769588555,0.6798182582780303,3.9065095423717167,2.7052870875552593,0.2024875000000037,0.2577328008713015,109547520,43487232,11776000,44740608,43569152,16764928,40632320,10010624,48087040,2977792,8712192,53855.054170611125,0,,0,0,4,4,9,4,3,44,3,4,4,4,2,15.8,23.4,0.533,79.267,0.533,12.8,12.733,0.667,134.667,18.133,5.6,0,0,0,0.0030029027576197386,0.003085146641438032,0.08125,0.0037351190476190474,0.003,0.04790189125295508,0.0032857142857142855,0.0021048065650644786,0.007522727272727271,0.0029520547945205483,0.0046284470246734394,0.004753263954588458,0.22833333333333336,0.03999999999999996,0.0046,0.19799528301886796,0.006000000000000003,0.004446471277842908,0.009639610389610389,0.004590410958904109
1705495797,0.7090301882823353,2.102365679113099,0.3565259016275424,26.245700166044838,0.2999020759890288,7.774481769588555,0.6798182582780303,3.9065095423717167,2.7052870875552593,0.2838266128142339,0.2577328008713015,109547520,43491328,11776000,44740608,43569152,16764928,40632320,10010624,48087040,2973696,8712192,53855.054170611125,0,,0,0,4,4,9,4,3,44,3,4,4,4,2,15.8,23.4,0.533,79.267,0.533,12.8,12.733,0.667,134.667,18.133,6.667,0,0,0,0.0030029027576197386,0.003085146641438032,0.08125,0.0037351190476190474,0.003,0.04790189125295508,0.0032857142857142855,0.0021048065650644786,0.007522727272727271,0.002952861952861953,0.0046284470246734394,0.004753263954588458,0.22833333333333336,0.03999999999999996,0.0046,0.19799528301886796,0.006000000000000003,0.004446471277842908,0.009639610389610389,0.004590572390572391
1705495798,0.7090301882823353,2.102365679113099,0.4182271915445495,25.71172459732273,0.2999020759890288,7.774481769588556,0.3971867547722217,3.917045473921198,2.7052870875552593,0.2838266128142339,0.2577328008713015,109547520,43491328,11776000,44740608,43569152,16764928,40632320,10149888,48087040,2973696,8712192,53855.054170611125,0,,0,0,4,4,9,4,3,44,3,4,4,4,2,15.8,23.4,0.533,79.267,0.533,12.8,12.733,0.667,134.667,18.133,6.667,0,0,0,0.0030029027576197386,0.003085146641438032,0.08125,0.0037351190476190474,0.003,0.04790189125295508,0.0032857142857142855,0.0021048065650644786,0.007522727272727271,0.002952861952861953,0.0046284470246734394,0.004753263954588458,0.22833333333333336,0.03999999999999996,0.0046,0.19799528301886796,0.006000000000000003,0.004446471277842908,0.009639610389610389,0.004590572390572391
1705495799,0.7090301882823353,2.102365679113099,0.4182271915445495,25.011444932257838,0.2999020759890288,7.774481769588556,0.405897993561166,3.917045473921198,2.7052870875552593,0.2838266128142339,0.2577328008713015,109547520,43491328,11776000,44740608,43569152,16764928,40632320,10149888,48087040,2973696,8712192,53855.054170611125,0,,0,0,4,4,9,4,3,44,3,4,4,4,2,15.8,23.4,0.533,79,0.533,12.8,12.733,0.667,134.4,18.133,6.667,0,0,0,0.0030029027576197386,0.003088122605363985,0.09375000000000003,0.003738691588785047,0.003,0.04790189125295508,0.0031538461538461538,0.0021033348990136215,0.007522727272727271,0.002950877192982456,0.0046284470246734394,0.004758620689655172,0.2323529411764706,0.0400520833333334,0.0046,0.19799528301886796,0.004876923076923077,0.004446218882104274,0.009639610389610389,0.004590175438596491
1705495800,0.7090301882823353,2.102365679113099,0.4182271915445495,24.488376239127128,0.2999020759890288,7.774481769588556,0.4146092323501104,2.2425944008137693,2.7052870875552593,0.2838266128142339,0.2577328008713015,109547520,43491328,11776000,44740608,43569152,16764928,40632320,10149888,48087040,2973696,8712192,53855.054170611125,0,,0,0,4,4,9,4,3,44,3,4,4,4,2,15.8,23.4,0.533,79,0.533,12.8,12.733,0.467,134.4,18.133,6.667,0,0,0,0.0030029027576197386,0.003088122605363985,0.09375000000000003,0.003738691588785047,0.003,0.04790189125295508,0.0031818181818181815,0.0021033348990136215,0.007522727272727271,0.002950877192982456,0.0046284470246734394,0.004758620689655172,0.2323529411764706,0.0400520833333334,0.0046,0.19799528301886796,0.004927272727272728,0.004446218882104274,0.009639610389610389,0.004590175438596491
1705495801,0.7090301882823353,2.102365679113099,0.4182271915445495,32.63406993874599,0.2999020759890288,7.774481769588556,0.4233204711390548,2.30772693015307,2.7052870875552593,0.2838266128142339,0.2016359384350687,109547520,43491328,11776000,44892160,43569152,16764928,40632320,10149888,48087040,2973696,8712192,53855.054170611125,0,,0,0,4,4,9,4,3,44,3,4,4,4,2,15.8,23.4,0.533,79,0.533,12.8,12.733,0.467,134.4,18.133,6.667,0,0,0,0.0030029027576197386,0.003088122605363985,0.09375000000000003,0.003738691588785047,0.003,0.04790189125295508,0.0031818181818181815,0.0021033348990136215,0.007522727272727271,0.002950877192982456,0.0046284470246734394,0.004758620689655172,0.2323529411764706,0.0400520833333334,0.0046,0.19799528301886796,0.004927272727272728,0.004446218882104274,0.009639610389610389,0.004590175438596491
1705495802,0.7090301882823353,2.102365679113099,0.4182271915445495,32.63406993874599,0.2999020759890288,7.774481769588556,0.4320317099279992,2.3728594594923695,2.7052870875552593,0.2838266128142339,0.1976616222428125,109547520,43491328,11776000,44892160,43569152,16764928,40632320,10149888,48087040,2973696,8712192,53855.054170611125,0,,0,0,4,4,9,4,3,44,3,4,4,4,2,15.8,23.4,0.533,79,0.467,12.8,12.733,0.467,137.2,18.133,6.667,0,0,0,0.0030029027576197386,0.003088122605363985,0.09375000000000003,0.003738691588785047,0.003,0.04790189125295508,0.0031818181818181815,0.002092201943588528,0.007522727272727271,0.002950877192982456,0.0046284470246734394,0.004758620689655172,0.2323529411764706,0.0400520833333334,0.0046,0.19799528301886796,0.004927272727272728,0.004444986963735483,0.009639610389610389,0.004590175438596491
1705495803,0.7001426967788521,2.180302257829499,0.4182271915445495,32.63406993874599,0.2999020759890288,7.774481769588556,0.5226743273366627,2.4379919888316692,2.7052870875552593,0.2838266128142339,0.19368730605055634,109543424,43491328,11776000,44892160,43569152,16764928,40632320,10149888,48087040,2973696,8712192,70138.3207443064,0,,0,0,4,4,9,4,3,44,3,4,4,4,2,15.8,23.4,0.533,79,0.467,12.8,12.733,0.467,137.2,18.133,6.667,0,0,0,0.0030029027576197386,0.003088122605363985,0.09375000000000003,0.003738691588785047,0.003,0.04790189125295508,0.0031818181818181815,0.002092201943588528,0.007522727272727271,0.002950877192982456,0.0046284470246734394,0.004758620689655172,0.2323529411764706,0.0400520833333334,0.0046,0.19799528301886796,0.004927272727272728,0.004444986963735483,0.009639610389610389,0.004590175438596491
1705495804,0.7001426967788521,2.180302257829499,0.4182271915445495,32.63406993874599,0.2999020759890288,7.774481769588556,0.5226743273366627,2.503124518170969,2.7052870875552593,0.2838266128142339,0.18971298985830015,109543424,43491328,11776000,44892160,43569152,16764928,40632320,10149888,48087040,2973696,8712192,70138.3207443064,0,,0,0,4,4,9,4,3,44,3,4,4,4,2,15.467,23.4,0.533,79,0.467,12.8,12.733,0.467,137.2,18.133,6.667,0,0,0,0.0030058394160583945,0.003088122605363985,0.09375000000000003,0.003738691588785047,0.003,0.04790189125295508,0.0031818181818181815,0.002092201943588528,0.007522727272727271,0.002950877192982456,0.004633868613138686,0.004758620689655172,0.2323529411764706,0.0400520833333334,0.0046,0.19799528301886796,0.004927272727272728,0.004444986963735483,0.009639610389610389,0.004590175438596491
1705495805,0.7001426967788521,2.180302257829499,0.4182271915445495,32.63406993874599,0.2999020759890288,7.774481769588556,0.5226743273366627,2.568257047510269,2.7052870875552593,0.2838266128142339,0.18573867366604402,109543424,43491328,11776000,44892160,43569152,16764928,40632320,10149888,48087040,2973696,8712192,70138.3207443064,0,,0,0,4,4,9,4,3,44,3,4,4,4,2,15.2,23.8,0.4,82.4,0.467,12.933,13.067,0.467,136.533,17.733,6.8,0,0,0,0.0030058737151248166,0.0030896946564885498,0.11000000000000001,0.0037049300956585726,0.003,0.047627737226277375,0.0031818181818181815,0.0020879618593563766,0.00751958224543081,0.0029520547945205483,0.004634067547723935,0.00476145038167939,0.23800000000000002,0.03971337579617838,0.0046,0.19058252427184466,0.004927272727272728,0.004445816448152563,0.009634464751958224,0.00459041095890411
1705495806,0.7001426967788521,2.180302257829499,0.4182271915445495,32.63406993874599,0.18578999999999016,6.033039786674131,0.5226743273366627,2.633389576849569,2.7052870875552593,0.2838266128142339,0.2570018075450426,109543424,43491328,11776000,44892160,43569152,16764928,40632320,10149888,48087040,2973696,8716288,70138.3207443064,0,,0,0,4,4,9,4,3,44,3,4,4,4,2,15.2,23.8,0.4,82.4,0.467,12.933,13.067,0.467,136.533,17.733,6.8,0,0,0,0.0030058737151248166,0.0030896946564885498,0.11000000000000001,0.0037049300956585726,0.003,0.047627737226277375,0.0031818181818181815,0.0020879618593563766,0.00751958224543081,0.0029520547945205483,0.004634067547723935,0.00476145038167939,0.23800000000000002,0.03971337579617838,0.0046,0.19058252427184466,0.004927272727272728,0.004445816448152563,0.009634464751958224,0.00459041095890411
1705495807,0.7001426967788521,2.180302257829499,0.4182271915445495,32.63406993874599,0.18578999999999016,5.114687500000059,0.5226743273366627,2.698522106188869,2.7052870875552593,0.2838266128142339,0.2570018075450426,109543424,43491328,11776000,44892160,43569152,16764928,40632320,10149888,48087040,2973696,8716288,70138.3207443064,0,,0,0,4,4,9,4,3,44,3,4,4,4,2,15.2,23.8,0.4,82.4,0.467,12.933,13.067,0.467,136.2,17.4,6.8,0,0,0,0.0030058737151248166,0.0030896946564885498,0.11000000000000001,0.0037049300956585726,0.003,0.047627737226277375,0.0031818181818181815,0.0020860009555661732,0.007516578249336869,0.0029520547945205483,0.004634067547723935,0.00476145038167939,0.23800000000000002,0.03971337579617838,0.0046,0.19058252427184466,0.004927272727272728,0.004445484949832777,0.009641246684350133,0.00459041095890411
1705495808,0.7001426967788521,2.180302257829499,0.4182271915445495,32.63406993874599,0.18578999999999016,6.612473902176218,0.5226743273366627,2.763654635528169,2.7052870875552593,0.2838266128142339,0.2570018075450426,109543424,43491328,11776000,44892160,43569152,16994304,40632320,10149888,48087040,2973696,8716288,70138.3207443064,0,,0,0,4,4,9,4,3,44,3,4,4,4,2,15.2,23.8,0.4,82.4,0.467,12.933,13.067,0.467,136.2,17.4,6.8,0,0,0,0.0030058737151248166,0.0030896946564885498,0.11000000000000001,0.0037049300956585726,0.003,0.047627737226277375,0.0031818181818181815,0.0020860009555661732,0.007516578249336869,0.0029520547945205483,0.004634067547723935,0.00476145038167939,0.23800000000000002,0.03971337579617838,0.0046,0.19058252427184466,0.004927272727272728,0.004445484949832777,0.009641246684350133,0.00459041095890411
1705495809,0.7001426967788521,2.180302257829499,0.35792696271921653,32.63406993874599,0.18578999999999016,7.783730793297687,0.5226743273366627,2.828787164867469,2.7052870875552593,0.2838266128142339,0.2570018075450426,109543424,43491328,11776000,44892160,43569152,16994304,40632320,10149888,48087040,2973696,8716288,70138.3207443064,0,,0,0,4,4,9,4,3,44,3,4,4,4,2,15.2,24.733,0.4,87.933,0.467,12.933,13.067,0.467,136.2,17.4,6.8,0,0,0,0.0030058737151248166,0.003093959731543624,0.11000000000000001,0.0036987509184423215,0.003,0.04762773722627737,0.0031818181818181815,0.0020860009555661732,0.007516578249336869,0.0029520547945205483,0.004634067547723935,0.004769127516778523,0.23800000000000002,0.038960843373494015,0.0046,0.19058252427184466,0.004927272727272728,0.004445484949832777,0.009641246684350133,0.00459041095890411
1705495810,0.7001426967788521,2.180302257829499,0.3509565095268074,32.77630525221012,0.27159708803305854,7.783730793297687,0.4371452070971096,2.8939196942067684,2.6537008034863465,0.2838266128142339,0.25700180754504254,109543424,43491328,11776000,44892160,43565056,16994304,40632320,10149888,48087040,2973696,8716288,70138.3207443064,0,,0,0,4,4,9,4,3,44,3,4,4,4,2,15.2,24.733,0.4,87.933,0.467,12.933,13.067,0.467,136.2,17.4,6.8,0,0,0,0.0030058737151248166,0.003093959731543624,0.11000000000000001,0.0036987509184423215,0.003,0.04762773722627737,0.0031818181818181815,0.0020860009555661732,0.007516578249336869,0.0029520547945205483,0.004634067547723935,0.004769127516778523,0.23800000000000002,0.038960843373494015,0.0046,0.19058252427184466,0.004927272727272728,0.004445484949832777,0.009641246684350133,0.00459041095890411
1705495811,0.532872300613942,2.180302257829499,0.3439860563343982,32.77630525221012,0.27159708803305854,7.783730793297687,0.42843396830816516,2.9590522235460686,2.6537008034863465,0.2838266128142339,0.25700180754504254,109543424,43491328,11776000,44892160,43565056,16994304,40632320,10149888,48087040,2973696,8716288,51334.609890276886,0,,0,0,4,4,9,4,3,44,3,4,4,4,2,15.2,24.733,0.4,87.933,0.467,12.933,13.067,0.467,136.2,17.4,6.8,0,0,0,0.0030058737151248166,0.003093959731543624,0.11000000000000001,0.0036987509184423215,0.003,0.04762773722627737,0.0031818181818181815,0.0020860009555661732,0.007516578249336869,0.0029520547945205483,0.004634067547723935,0.004769127516778523,0.23800000000000002,0.038960843373494015,0.0046,0.19058252427184466,0.004927272727272728,0.004445484949832777,0.009641246684350133,0.00459041095890411
1705495812,0.6461505729308884,2.180302257829499,0.3646034424569742,32.77630525221012,0.27159708803305854,7.783730793297687,0.4197227295192208,2.5113475000000562,2.240209989956449,0.2764820944929332,0.25700180754504254,109543424,43491328,11788288,44892160,43565056,16994304,40632320,10149888,48087040,2973696,8716288,62247.34810492082,0,,0,0,4,4,9,4,3,44,3,4,4,4,2,15.2,24.733,0.4,87.933,0.467,12.933,13.067,0.467,136.2,17.4,6.333,0,0,0,0.0030058737151248166,0.003093959731543624,0.11000000000000001,0.0036987509184423215,0.003,0.04762773722627737,0.0031818181818181815,0.0020860009555661732,0.007516578249336869,0.0029790209790209786,0.004634067547723935,0.004769127516778523,0.23800000000000002,0.038960843373494015,0.0046,0.19058252427184466,0.004927272727272728,0.004445484949832777,0.009641246684350133,0.004595804195804195
1705495813,0.6461505729308884,2.180302257829499,0.2915886897845242,32.77630525221012,0.27159708803305854,7.783730793297687,0.4110114907302764,2.5113475000000562,2.1959816432316765,0.28028845175857087,0.25700180754504254,109543424,43491328,11788288,44892160,43565056,16994304,40632320,10149888,48087040,3104768,8716288,62247.34810492082,0,,0,0,4,4,9,4,3,44,3,4,4,4,2,15.2,24.733,0.4,87.933,0.467,12.933,13.067,0.467,136.2,17.4,6.333,0,0,0,0.0030058737151248166,0.003093959731543624,0.11000000000000001,0.0036987509184423215,0.003,0.04762773722627737,0.0031818181818181815,0.0020860009555661732,0.007516578249336869,0.0029790209790209786,0.004634067547723935,0.004769127516778523,0.23800000000000002,0.038960843373494015,0.0046,0.19058252427184466,0.004927272727272728,0.004445484949832777,0.009641246684350133,0.004595804195804195
1705495814,0.6461505729308884,2.180302257829498,0.2915886897845242,32.77630525221012,0.27159708803305854,7.783730793297687,0.40230025194133207,3.145866184049188,2.714270713010577,0.28028845175857087,0.25700180754504254,109543424,43491328,11788288,44892160,43565056,16994304,40632320,10690560,48005120,3104768,8716288,62247.34810492082,0,,0,0,4,4,9,4,3,44,3,4,4,4,2,15.2,24.6,0.333,87.733,0.4,12.933,13.067,0.4,136.067,17.4,6.2,0,0,0,0.0030058737151248166,0.0030952380952380953,0.1375,0.0036991869918699184,0.0030740740740740746,0.04762773722627737,0.0032307692307692306,0.002082933844678811,0.007516578249336869,0.002977941176470588,0.004634067547723935,0.004771428571428572,0.24464285714285713,0.03875757575757582,0.004733333333333334,0.19058252427184466,0.0051666666666666675,0.00444496644295302,0.009641246684350133,0.004595588235294118
1705495815,0.6461505729308884,2.180302257829498,0.2915886897845242,32.77630525221012,0.27159708803305854,7.783730793297687,0.3935890131523876,3.210247978958373,2.714270713010577,0.28028845175857087,0.2603937649043067,109543424,43491328,11788288,44892160,43565056,16994304,40632320,10690560,48005120,3104768,8716288,62247.34810492082,0,,0,0,4,4,9,4,3,44,3,4,4,4,2,15.2,24.6,0.333,87.733,0.4,12.933,13.067,0.4,136.067,17.4,6.2,0,0,0,0.0030058737151248166,0.0030952380952380953,0.1375,0.0036991869918699184,0.0030740740740740746,0.04762773722627737,0.0033000000000000004,0.002082933844678811,0.007516578249336869,0.002977941176470588,0.004634067547723935,0.004771428571428572,0.24464285714285713,0.03875757575757582,0.004733333333333334,0.19058252427184466,0.006166666666666669,0.00444496644295302,0.009641246684350133,0.004595588235294118
1705495816,0.6461505729308884,2.180302257829498,0.2915886897845242,32.77630525221012,0.27159708803305854,7.783730793297687,0.38487777436344334,3.274629773867558,2.714270713010577,0.28028845175857087,0.2603937649043067,109543424,43491328,11788288,44892160,43565056,16994304,40632320,10690560,48005120,3104768,8716288,62247.34810492082,0,,0,0,4,4,9,4,3,44,3,4,4,4,2,15.2,24.6,0.333,87.733,0.4,12.933,13.067,0.4,136.067,17.4,6.2,0,0,0,0.0030058737151248166,0.0030952380952380953,0.1375,0.0036991869918699184,0.0030740740740740746,0.04762773722627737,0.0033000000000000004,0.002082933844678811,0.007516578249336869,0.002977941176470588,0.004634067547723935,0.004771428571428572,0.24464285714285713,0.03875757575757582,0.004733333333333334,0.19058252427184466,0.006166666666666669,0.00444496644295302,0.009641246684350133,0.004595588235294118
1705495817,0.6461505729308884,2.180302257829498,0.2915886897845242,32.8154769190814,0.27159708803305854,7.783730793297687,0.3761665355744989,3.8629076945510814,2.714270713010577,0.28028845175857087,0.2603937649043067,109543424,43491328,11788288,45228032,43565056,16994304,40632320,10690560,48005120,3104768,8716288,62247.34810492082,0,,0,0,4,4,9,4,3,44,3,4,4,4,2,15.2,24.6,0.333,87.733,0.467,12.933,13.067,0.4,131.533,17.4,6.2,0,0,0,0.0030058737151248166,0.0030952380952380953,0.1375,0.0036991869918699184,0.0030952380952380953,0.04762773722627737,0.0033000000000000004,0.0020786407766990294,0.007516578249336869,0.002977941176470588,0.004634067547723935,0.004771428571428572,0.24464285714285713,0.03875757575757582,0.004771428571428571,0.19058252427184466,0.006166666666666669,0.004439029126213594,0.009641246684350133,0.004595588235294118
1705495818,0.6461505729308884,2.180302257829498,0.2915886897845242,32.8154769190814,0.27159708803305854,7.783730793297687,0.3674552967855545,3.8629076945510814,2.714270713010577,0.28028845175857087,0.25998863561858016,109543424,43491328,11788288,45228032,43565056,16994304,40632320,10690560,48005120,3104768,8716288,62247.34810492082,0,,0,0,4,4,9,4,3,44,3,4,4,4,2,15.2,24.6,0.333,87.733,0.467,12.933,13.067,0.4,131.533,17.4,6.2,0,0,0,0.0030058737151248166,0.0030952380952380953,0.1375,0.0036991869918699184,0.0030952380952380953,0.04762773722627737,0.0033000000000000004,0.0020786407766990294,0.007516578249336869,0.002977941176470588,0.004634067547723935,0.004771428571428572,0.24464285714285713,0.03875757575757582,0.004771428571428571,0.19058252427184466,0.006166666666666669,0.004439029126213594,0.009641246684350133,0.004595588235294118
1705495819,0.6461505729308884,2.180302257829498,0.2915886897845242,32.8154769190814,0.27159708803305854,7.783730793297687,0.35874405799661013,3.8629076945510814,2.714270713010577,0.28028845175857087,0.25998863561858016,109543424,43491328,11788288,45228032,43565056,16994304,40632320,10690560,48005120,3104768,8716288,62247.34810492082,0,,0,0,4,4,9,4,3,44,3,4,4,4,2,15.133,24.6,0.333,87.733,0.467,12.933,13.067,0.4,131.533,17.4,6.2,0,0,0,0.0030029717682020806,0.0030952380952380953,0.1375,0.0036991869918699184,0.0030952380952380953,0.04762773722627737,0.0033000000000000004,0.0020786407766990294,0.007516578249336869,0.002977941176470588,0.004633878157503715,0.004771428571428572,0.24464285714285713,0.03875757575757582,0.004771428571428571,0.19058252427184466,0.006166666666666669,0.004439029126213594,0.009641246684350133,0.004595588235294118
1705495820,0.6461505729308884,2.180302257829498,0.2915886897845242,32.8154769190814,0.27159708803305854,7.783730793297687,0.3500328192076658,3.8629076945510814,2.714270713010577,0.28028845175857087,0.25998863561858016,109543424,43491328,11788288,45228032,43565056,16994304,40632320,10690560,48005120,3104768,8716288,62247.34810492082,0,,0,0,4,4,9,4,3,44,3,4,4,4,2,15.133,24.533,0.667,85.8,0.467,13.4,13.333,0.4,132.533,17.667,6.067,0,0,0,0.0029881656804733726,0.003101364522417154,0.1346153846153846,0.0036729514140681654,0.0030952380952380953,0.04607558139534883,0.0033000000000000004,0.0020693937180423666,0.0075033156498673734,0.002978260869565218,0.004607100591715977,0.004782456140350878,0.23615384615384616,0.04052023121387284,0.004771428571428571,0.17293103448275865,0.006166666666666669,0.0044271244217190175,0.009617374005305037,0.004595652173913043
1705495821,0.5370615101617774,2.180302257829498,0.2915886897845242,32.8154769190814,0.27159708803305854,7.783730793297687,0.5120313782723719,3.8629076945510814,2.714270713010577,0.28028845175857087,0.25998863561858016,109543424,43491328,11788288,45228032,43565056,16994304,40017920,10690560,48005120,3104768,8716288,51738.180197157126,0,,0,0,4,4,9,4,3,44,3,4,4,4,2,15.133,24.533,0.667,85.8,0.467,13.4,13.333,0.4,132.533,17.667,6.067,0,0,0,0.0029881656804733726,0.003101364522417154,0.1346153846153846,0.0036729514140681654,0.0030952380952380953,0.04607558139534883,0.0033000000000000004,0.0020693937180423666,0.0075033156498673734,0.002978260869565218,0.004607100591715977,0.004782456140350878,0.23615384615384616,0.04052023121387284,0.004771428571428571,0.17293103448275865,0.006166666666666669,0.0044271244217190175,0.009617374005305037,0.004595652173913043
1705495822,0.6765069280688947,2.180302257829498,0.2915886897845242,32.8154769190814,0.27159708803305854,7.783730793297687,0.512031378272372,3.8629076945510814,2.714270713010577,0.28028845175857087,0.25998863561858016,109547520,43491328,11788288,45228032,43565056,16994304,40017920,10690560,48005120,3104768,8716288,39911.91316040769,0,,0,0,4,4,9,4,3,44,3,4,4,4,2,15.133,24.533,0.667,85.8,0.467,13.4,13.333,0.4,133.267,18.4,6.067,0,0,0,0.0029881656804733726,0.003101364522417154,0.1346153846153846,0.0036729514140681654,0.0030952380952380953,0.04607558139534883,0.0033000000000000004,0.002070662768031189,0.0075,0.002978260869565218,0.004607100591715977,0.004782456140350878,0.23615384615384616,0.04052023121387284,0.004771428571428571,0.17293103448275865,0.006166666666666669,0.004430506822612085,0.009605540897097625,0.004595652173913043
1705495823,0.6765069280688947,2.180302257829498,0.24624876751620758,33.76281179138151,0.27159708803305854,7.783730793297687,0.512031378272372,3.8629076945510814,2.714270713010577,0.28028845175857087,0.25998863561858016,109547520,43491328,11788288,45228032,43565056,16994304,40017920,10690560,48005120,3104768,8716288,39911.91316040769,0,,0,0,4,4,9,4,3,44,3,4,4,4,2,15.133,24.533,0.667,85.8,0.467,13.4,13.333,0.4,133.267,18.4,6.067,0,0,0,0.0029881656804733726,0.003101364522417154,0.1346153846153846,0.0036729514140681654,0.0030952380952380953,0.04607558139534883,0.0033000000000000004,0.002070662768031189,0.0075,0.002978260869565218,0.004607100591715977,0.004782456140350878,0.23615384615384616,0.04052023121387284,0.004771428571428571,0.17293103448275865,0.006166666666666669,0.004430506822612085,0.009605540897097625,0.004595652173913043
1705495824,0.6765069280688947,2.180302257829498,0.24624876751620758,33.76281179138151,0.27159708803305854,6.559155346242128,0.512031378272372,3.8629076945510814,2.714270713010577,0.28206551245700046,0.25998863561858016,109547520,43491328,11788288,45228032,43565056,16994304,40017920,10690560,48005120,3104768,8716288,39911.91316040769,0,,0,0,4,4,9,4,3,44,3,4,4,4,2,15.133,24.867,0.667,82.933,0.467,13.4,13.333,0.4,133.267,18.4,6.067,0,0,0,0.0029881656804733726,0.0030833333333333333,0.1346153846153846,0.0036695278969957083,0.0030952380952380953,0.046075581395348834,0.0033000000000000004,0.002070662768031189,0.0075,0.002978260869565218,0.004607100591715977,0.004750000000000001,0.23615384615384616,0.042499999999999954,0.004771428571428571,0.17293103448275854,0.006166666666666669,0.004430506822612085,0.009605540897097625,0.004595652173913043
1705495825,0.6765069280688947,2.6204513272749956,0.24624876751620758,33.76281179138151,0.27159708803305854,5.4702824999998265,0.512031378272372,3.8629076945510814,2.714270713010577,0.28206551245700046,0.25998863561858016,109547520,43646976,11788288,45228032,43565056,16994304,40017920,10690560,48005120,3104768,8716288,39911.91316040769,0,,0,0,4,4,9,4,3,44,3,4,4,4,2,15.133,24.867,0.667,82.933,0.467,13.4,13.333,0.4,133.267,18.4,6.067,0,0,0,0.0029881656804733726,0.0030833333333333333,0.1346153846153846,0.0036695278969957083,0.0030952380952380953,0.046075581395348834,0.0033000000000000004,0.002070662768031189,0.0075,0.002978260869565218,0.004607100591715977,0.004750000000000001,0.23615384615384616,0.042499999999999954,0.004771428571428571,0.17293103448275854,0.006166666666666669,0.004430506822612085,0.009605540897097625,0.004595652173913043
1705495826,0.6765069280688947,2.6204513272749956,0.3393567787754035,33.76281179138151,0.2673670212765955,8.18489070434958,0.512031378272372,3.912622715672161,2.762917006802603,0.28206551245700046,0.25998863561858016,109547520,43646976,11849728,45228032,43565056,16982016,40017920,10633216,48005120,3104768,8716288,39911.91316040769,0,,0,0,4,4,9,4,3,43,3,4,4,4,2,15.133,24.867,0.667,82.933,0.467,13.4,13.333,0.4,133.267,18.4,6.067,0,0,0,0.0029881656804733726,0.0030833333333333333,0.1346153846153846,0.0036695278969957083,0.0030952380952380953,0.046075581395348834,0.0033000000000000004,0.002070662768031189,0.0075,0.002978260869565218,0.004607100591715977,0.004750000000000001,0.23615384615384616,0.042499999999999954,0.004771428571428571,0.17293103448275854,0.006166666666666669,0.004430506822612085,0.009605540897097625,0.004595652173913043
