time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,istio-init_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts_diskio,carts-db_diskio,catalogue-db_diskio,orders-db_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,istio-init_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705790018,3.898644999999998,1.2162446329968104,0.19979591079446352,0.22272000419430057,5.315842325723324,6.113712055147207,0.45387029075572044,0.08421426443970946,0.9296944168701197,0.8305329355801014,0.0008022462896109087,0.33253719935990844,2.7292971997244666,0.904053108426635,1.0521405919661735,189263872,69976064,5492736,430616576,97611776,,313851904,36884480,3870720,253153280,90025984,3985408,4096000,296218624,6107136,35500032,0,1026801.5266630996,0,884647.2014507223,43956.751535964366,0,0,0,1233995.7716701902,11,6,6,4,7,,18,6,3,3,11,1,3,6,13,7,8,4.067,25.267,2.133,2.4,2.133,18.533,0.013176763003828196,0.003137142857142857,0.028746290801186944,0.04066453706610496,0.0024246874591886407,0.006744728316091055,0.003540548927225249,0.02326417246301579,0.004846857142857143,0.08126893939393941,0.078055427978814,0.004572610566249336,0.01675016667037048,0.007766515646652732
1705790019,3.898644999999998,1.2422034608086499,0.19979591079446352,0.22272000419430057,5.248145656207313,6.113712055147207,0.45387029075572044,0.0875574682844205,0.9296944168701197,0.8305329355801014,0.0008022462896109087,0.33253719935990844,2.3410167661581096,0.904053108426635,1.0521405919661735,189263872,69976064,5492736,430616576,101625856,,313851904,36884480,4046848,253153280,90025984,3985408,4096000,296218624,6107136,35500032,0,1048716.9894774389,0,884647.2014507223,43956.751535964366,0,0,0,1233995.7716701902,11,6,6,4,7,,18,6,3,3,11,1,3,6,13,7,8,4.067,25.267,2.133,2.4,2.133,18.533,0.013176763003828196,0.003137142857142857,0.028746290801186944,0.04066453706610496,0.0024246874591886407,0.006743810553529568,0.003540548927225249,0.02326417246301579,0.004846857142857143,0.08126893939393941,0.078055427978814,0.004572610566249336,0.01675016667037048,0.007766515646652732
1705790020,3.898644999999998,1.268162288620489,0.19979591079446352,0.22272000419430057,5.248145656207313,6.113712055147207,0.45387029075572044,0.0875574682844205,0.9035379172435024,0.8305329355801014,0.0008022462896109087,0.33253719935990844,2.295528479496035,0.904053108426635,1.0311985696930799,189263872,69976064,5492736,430616576,101625856,,313851904,36884480,4046848,253284352,90025984,3985408,4096000,296218624,6107136,35500032,0,1070632.4522917778,0,884647.2014507223,31502.845716043685,0,0,0,1154807.8025076215,11,6,6,4,7,,18,6,3,3,11,1,3,6,13,7,8,4.067,25.267,2.133,2.4,2.133,18.533,0.013176763003828196,0.003137142857142857,0.028746290801186944,0.04066453706610496,0.0024246874591886407,0.006742892273330392,0.003540548927225249,0.02326417246301579,0.004846857142857143,0.08126893939393941,0.078055427978814,0.004572610566249336,0.01675016667037048,0.007766515646652732
1705790021,4.645441780212433,1.2941211164323287,0.19979591079446352,0.22695034116755128,5.248145656207313,6.11087115765483,0.44617919850667953,0.09009181507797366,0.9035379172435024,0.8305329355801014,0.0008022462896109087,0.33253719935990844,2.250040192833961,0.904053108426635,1.0311985696930799,189263872,69976064,5492736,430612480,101625856,,313851904,36884480,4046848,253284352,90025984,3985408,4096000,296218624,6107136,35500032,0,1092547.9151061175,0,621221.4898209181,31502.845716043685,0,0,0,1154807.8025076215,11,6,6,4,7,,18,6,3,3,11,1,3,6,13,7,8,4.067,25.267,2.133,2.4,2.133,18.533,0.013176763003828196,0.003137142857142857,0.028746290801186944,0.04066453706610496,0.0024246874591886407,0.006741973475055466,0.003540548927225249,0.02326417246301579,0.004846857142857143,0.08126893939393941,0.078055427978814,0.004572610566249336,0.01675016667037048,0.007766515646652732
1705790022,8.258643779445121,1.320079944244168,0.17171895137602658,0.22695034116755128,5.248145656207313,6.11087115765483,0.44617919850667953,0.09009181507797366,0.9035379172435024,0.8305329355801014,0.0008022462896109087,0.33253719935990844,2.2003762835614125,0.904053108426635,1.0311985696930799,197779456,69976064,5492736,430612480,101625856,,313851904,36884480,4046848,253284352,90025984,3985408,4096000,296218624,6107136,35500032,0,1114463.3779204565,0,621221.4898209181,31502.845716043685,0,0,0,1154807.8025076215,11,6,6,4,7,,18,6,3,3,11,1,3,6,13,7,8,4.067,25.267,2.133,2.4,2.133,18.533,0.013176763003828196,0.003137142857142857,0.028746290801186944,0.04066453706610496,0.0024246874591886407,0.006741054158266237,0.003540548927225249,0.02326417246301579,0.004846857142857143,0.08126893939393941,0.078055427978814,0.004572610566249336,0.01675016667037048,0.007766515646652732
1705790023,8.258643779445121,1.3460387720560074,0.17528735982488627,0.22695034116755128,5.248145656207313,6.11087115765483,0.44498924005232304,0.09009181507797366,0.9035379172435024,0.8305329355801014,0.0008022462896109087,0.33253719935990844,2.2890800184303552,0.8855653141148935,1.0311985696930799,197779456,69976064,5492736,430612480,101625856,,313851904,36892672,4046848,253284352,90025984,3985408,4096000,296017920,6107136,35500032,0,1136378.840734796,0,639486.8981813578,31502.845716043685,0,0,0,1154807.8025076215,11,6,6,4,7,,18,6,3,3,11,1,3,6,13,7,8,4.067,25.267,2.133,2.267,2.133,18.533,0.013176763003828196,0.003137142857142857,0.028746290801186944,0.04066453706610496,0.0025443264012368237,0.00674013432252365,0.003540548927225249,0.02326417246301579,0.004846857142857143,0.08126893939393941,0.078055427978814,0.004589879921111994,0.01675016667037048,0.007766515646652732
1705790024,8.258643779445121,1.5575296687103652,0.17885576827374594,0.22695034116755128,5.248145656207313,6.11087115765483,0.44498924005232304,0.09009181507797366,0.9035379172435024,0.8305329355801014,0.0008022462896109087,0.33253719935990844,2.2890800184303552,0.8855653141148935,1.0311985696930799,197779456,69976064,5492736,430612480,101625856,,313851904,36892672,4046848,253284352,90025984,3985408,4096000,296017920,6107136,35500032,0,1314927.7688603532,0,639486.8981813578,31502.845716043685,0,0,0,1154807.8025076215,11,6,6,4,7,,18,6,3,3,11,1,3,6,13,7,8,4.067,25.267,2.133,2.267,2.133,18.533,0.013176763003828196,0.003137142857142857,0.028746290801186944,0.04066453706610496,0.0025443264012368237,0.006739213967388159,0.003540548927225249,0.02326417246301579,0.004846857142857143,0.08126893939393941,0.078055427978814,0.004589879921111994,0.01675016667037048,0.007766515646652732
1705790025,8.258643779445121,1.5575296687103652,0.18242417672260566,0.22695034116755128,5.248145656207313,6.11087115765483,0.44498924005232304,0.09009181507797366,0.9035379172435024,0.8305329355801014,0,0.33253719935990844,2.2890800184303552,0.8855653141148935,1.0311985696930799,197779456,69976064,5492736,430612480,101625856,,313851904,36892672,4046848,253284352,90025984,3985408,4096000,296017920,6107136,35500032,0,1314927.7688603532,0,639486.8981813578,31502.845716043685,0,0,0,1154807.8025076215,11,6,6,4,7,,18,6,3,3,11,1,3,6,13,7,8,4.067,25.267,2.133,2.267,2.133,18.533,0.013176763003828196,0.003137142857142857,0.028746290801186944,0.04066453706610496,0.0025443264012368237,0.006738293092419722,0.003540548927225249,0.02326417246301579,0.004846857142857143,0.08126893939393941,0.078055427978814,0.004589879921111994,0.01675016667037048,0.007766515646652732
1705790026,8.258643779445121,1.5575296687103652,0.1859925851714654,0.22695034116755128,5.248145656207313,6.11087115765483,0.44498924005232304,0.09009181507797366,0.9035379172435024,0.6600161402318504,0,0.33253719935990844,2.2890800184303552,0.8855653141148935,1.0311985696930799,197779456,69976064,5492736,430612480,101625856,,313851904,36892672,4046848,253284352,90025984,3985408,4096000,296017920,6107136,35500032,0,1314927.7688603532,0,639486.8981813578,31502.845716043685,0,0,0,1154807.8025076215,11,6,6,4,7,,18,6,3,3,11,1,3,6,13,7,8,4.067,24.667,2.133,2.267,2.133,18.533,0.013176763003828196,0.003137142857142857,0.02854984894259819,0.04066453706610496,0.0025443264012368237,0.006737371697177798,0.003540548927225249,0.02326417246301579,0.004846857142857143,0.08115942028985508,0.078055427978814,0.004589879921111994,0.01675016667037048,0.007766515646652732
1705790027,8.258643779445121,1.5575296687103652,0.21410450693158212,0.22695034116755128,5.248145656207313,6.11087115765483,0.44498924005232304,0.09009181507797366,0.9035379172435024,0.6735981864453169,0,0.33253719935990844,2.2890800184303552,0.8855653141148935,1.0311985696930799,197779456,69976064,5492736,430612480,101625856,,313851904,36892672,4046848,253284352,90025984,3985408,4096000,296017920,6107136,35500032,0,1314927.7688603532,0,639486.8981813578,31502.845716043685,0,0,0,1154807.8025076215,11,6,6,4,7,,18,6,3,3,11,1,3,6,13,7,7.8,4.067,24.667,1.933,2.067,1.933,17.867,0.01334061135371179,0.003137142857142857,0.02854984894259819,0.04018987341772152,0.0025263157894736847,0.006694915254237289,0.0034970760233918124,0.023349344978165938,0.004846857142857143,0.08115942028985508,0.07312499999999998,0.004589473684210527,0.012500000000000022,0.007660377358490566
1705790028,8.258643779445121,1.5575296687103652,0.21410450693158212,0.22695034116755128,5.248145656207313,5.850675074049169,0.44498924005232304,0.09009181507797366,0.8031017035418184,0.6871802326587836,0,0.33253719935990844,2.2890800184303552,0.8855653141148935,1.0311985696930799,197779456,69976064,5492736,430612480,101625856,,314880000,36892672,4046848,253284352,90025984,3985408,4096000,296017920,6107136,35500032,0,1314927.7688603532,0,639486.8981813578,49052.42358013232,0,0,0,1154807.8025076215,11,6,6,4,7,,16,6,3,3,11,1,3,6,13,7,7.8,4.467,24.667,1.933,2.067,1.933,17.867,0.01334061135371179,0.003125,0.02854984894259819,0.04018987341772152,0.0025263157894736847,0.006583333333333334,0.0034970760233918124,0.023349344978165938,0.004825,0.08115942028985508,0.07312499999999998,0.004589473684210527,0.009783333333333333,0.007660377358490566
1705790029,8.258643779445121,1.5575296687103652,0.1869489186357598,0.2143191511494859,5.248145656207313,5.850675074049169,0.44498924005232304,0.09009181507797366,0.8031017035418184,0.814922772807989,0,0.33253719935990844,2.2890800184303552,0.8855653141148935,1.0311985696930799,197779456,69976064,5492736,430612480,101625856,,314880000,36892672,4046848,253284352,90025984,3985408,4096000,296017920,6107136,35500032,0,1314927.7688603532,0,639486.8981813578,49052.42358013232,0,0,0,1154807.8025076215,11,6,6,4,7,,16,6,3,3,11,1,3,6,13,7,7.8,4.467,24.667,1.933,2.067,1.933,17.867,0.01334061135371179,0.003125,0.02854984894259819,0.04018987341772152,0.0025263157894736847,0.006583333333333334,0.0034970760233918124,0.023349344978165938,0.004825,0.08115942028985508,0.07312499999999998,0.004589473684210527,0.009783333333333333,0.007660377358490566
1705790030,8.258643779445121,1.345130213082593,0.18338051018690008,0.2143191511494859,3.767587978319459,5.850675074049169,0.44498924005232304,0.09009181507797366,0.8031017035418184,0.814922772807989,0,0.33253719935990844,2.2890800184303552,0.8855653141148935,1.0311985696930799,197779456,69976064,5492736,430612480,101625856,,314880000,36892672,4046848,253284352,90025984,3985408,4096000,296017920,6107136,35500032,0,1135611.7995362938,0,639486.8981813578,49052.42358013232,0,0,0,1154807.8025076215,11,6,6,4,7,,16,6,3,3,11,1,3,6,13,7,8,4.533,24,1.667,2.067,1.933,17.4,0.012868663594470045,0.0030994475138121542,0.028500000000000008,0.03897058823529412,0.0025263157894736847,0.006583333333333334,0.0034822485207100587,0.02318202764976958,0.004779005524861878,0.08095818815331011,0.05249999999999994,0.004589473684210527,0.009783333333333333,0.007601973684210524
1705790031,8.258643779445121,1.3191713852707538,0.17981210173804038,0.2143191511494859,3.8459744709479597,5.850675074049169,0.44498924005232304,0.09009181507797366,0.8031017035418184,0.814922772807989,0,0.3107128429248232,2.2890800184303552,0.8855653141148935,1.0311985696930799,197779456,69976064,5492736,430612480,101625856,,314880000,36892672,4046848,253284352,90025984,3985408,4096000,296017920,6107136,35500032,0,1113696.3367219546,0,639486.8981813578,49052.42358013232,0,0,0,1154807.8025076215,11,6,6,4,7,,16,6,3,3,11,1,3,6,13,7,8,4.533,24,1.667,2.067,1.933,17.4,0.012868663594470045,0.0030994475138121542,0.028500000000000008,0.03897058823529412,0.0025263157894736847,0.006583333333333334,0.0034822485207100587,0.02318202764976958,0.004779005524861878,0.08095818815331011,0.05249999999999994,0.004589473684210527,0.009783333333333333,0.007601973684210524
1705790032,8.258643779445121,1.581274334323621,0.1762436932891807,0.2143191511494859,3.9243609635764614,5.850675074049169,0.44498924005232304,0.09009181507797366,0.8031017035418184,0.6814893552953408,0,0.31233201751547723,2.2890800184303552,0.8855653141148935,0.8775528472492824,197779456,70025216,5492736,430612480,101625856,,314880000,36892672,4046848,253284352,90025984,3985408,3964928,296017920,6107136,35500032,0,1708146.808628421,0,639486.8981813578,49052.42358013232,0,0,0,982744.6477334374,11,6,6,4,7,,16,6,3,3,11,1,3,6,13,7,7.933,4.533,24,1.667,2.067,1.933,17.4,0.013142857142857142,0.0030994475138121542,0.028500000000000008,0.03897058823529412,0.0025263157894736847,0.006583333333333334,0.0034822485207100587,0.023257142857142858,0.004779005524861878,0.08095818815331011,0.05249999999999994,0.004589473684210527,0.009783333333333333,0.007601973684210524
1705790033,8.258643779445121,1.581274334323621,0.172675284840321,0.2143191511494859,4.002747456204963,5.439947566770453,0.44498924005232304,0.09009181507797366,2.0239762176601195,0.8352488573944383,0,0.31233201751547723,1.9309873724762843,0.7550502061399103,0.8482633222649081,197779456,70025216,5492736,430612480,101625856,,314880000,36892672,4046848,254263296,90038272,3985408,3964928,296026112,6107136,35426304,0,1708146.808628421,0,639486.8981813578,70588.74216410676,0,0,0,1007609.2462018579,11,6,6,4,7,,16,6,3,3,11,1,3,6,13,7,7.933,4.533,24,1.667,2.067,1.933,17.4,0.013142857142857142,0.0030994475138121542,0.028500000000000008,0.03897058823529412,0.0025263157894736847,0.006583333333333334,0.0034822485207100587,0.023257142857142858,0.004779005524861878,0.08095818815331011,0.05249999999999994,0.004589473684210527,0.009783333333333333,0.007601973684210524
1705790034,8.258643779445121,1.581274334323621,0.16910687639146127,0.2143191511494859,4.703189557710097,5.439947566770453,0.44498924005232304,0.09009181507797366,2.0239762176601195,0.8352488573944383,0,0.31233201751547723,1.9309873724762843,0.5334475,0.8650916621182659,197779456,70025216,5492736,430612480,101625856,,314880000,36892672,4046848,254263296,90038272,3985408,3964928,296026112,6107136,35426304,0,1708146.808628421,0,639486.8981813578,70588.74216410676,0,0,0,1027598.7829287272,11,6,6,4,7,,16,6,3,3,11,1,3,6,13,7,7.933,4.533,24,1.667,2.067,1.933,17.4,0.013142857142857142,0.0030994475138121542,0.028500000000000008,0.03897058823529412,0.0025263157894736847,0.006583333333333334,0.0034822485207100587,0.023257142857142858,0.004779005524861878,0.08095818815331011,0.05249999999999994,0.004589473684210527,0.009783333333333333,0.007601973684210524
1705790035,8.258643779445121,1.581274334323621,0.16553846794260157,0.18672436977703877,3.9757041162481292,5.439947566770453,0.44498924005232304,0.06435000000000005,2.0239762176601195,0.8352488573944383,0,0.31233201751547723,1.9309873724762843,0.5334475,1.0097003912014801,197779456,70025216,5492736,430612480,101625856,,314880000,36892672,4046848,254263296,90038272,3985408,3964928,296026112,6107136,35426304,0,1708146.808628421,0,639486.8981813578,70588.74216410676,0,0,0,1199372.2036121716,11,6,6,4,7,,16,6,3,3,11,1,3,6,13,7,7.933,4.533,24,1.667,2.067,1.933,17.4,0.013142857142857142,0.0030994475138121542,0.028500000000000008,0.03897058823529412,0.0025263157894736847,0.006583333333333334,0.0034822485207100587,0.023257142857142858,0.004779005524861878,0.08095818815331011,0.05249999999999994,0.004589473684210527,0.009783333333333333,0.007601973684210524
1705790036,6.138748739418041,1.581274334323621,0.16197005949374188,0.18315238392454736,3.8973176236196276,5.439947566770453,0.3676970461898532,0.06435000000000005,2.0239762176601195,0.8352488573944383,0,0.31233201751547723,1.9309873724762843,0.5334475,1.0097003912014801,193691648,70025216,5492736,430612480,101625856,,314880000,36892672,4046848,254263296,90038272,3985408,3964928,296026112,6107136,35426304,0,1708146.808628421,0,592563.4308528946,70588.74216410676,0,0,0,1199372.2036121716,11,6,6,4,7,,16,6,3,3,11,1,3,6,13,7,7.933,4.533,24,1.667,2.067,1.933,17.4,0.013142857142857142,0.0030994475138121542,0.028500000000000008,0.03897058823529412,0.0025263157894736847,0.006583333333333334,0.0034822485207100587,0.023257142857142858,0.004779005524861878,0.08095818815331011,0.05249999999999994,0.004589473684210527,0.009783333333333333,0.007601973684210524
1705790037,7.184491372530869,1.581274334323621,0.1584016510448822,0.17958039807205592,4.941793018147701,5.439947566770453,0.3751328553727541,0.09389653724614944,2.0239762176601195,0.8352488573944383,0,0.31233201751547723,1.173781215469621,0.5334475,1.0097003912014801,193691648,70025216,5492736,430612480,108019712,,314880000,36892672,4276224,254263296,90038272,3985408,3964928,296026112,6107136,35426304,0,1708146.808628421,0,604546.6345425759,70588.74216410676,0,0,0,1199372.2036121716,11,6,6,4,8,,16,6,3,3,11,1,3,6,13,7,7.933,4.533,24,1.667,2.067,1.933,17.4,0.013142857142857142,0.0030994475138121542,0.028500000000000008,0.03897058823529412,0.0025263157894736847,0.006583333333333334,0.0034822485207100587,0.023257142857142858,0.004779005524861878,0.08095818815331011,0.05249999999999994,0.004589473684210527,0.009783333333333333,0.007601973684210524
1705790038,7.184491372530869,1.529205043985575,0.21529583536119026,0.17600841221956445,4.941793018147701,5.439947566770453,0.4461485509740482,0.09389653724614944,2.0239762176601195,0.8352488573944383,0,0.31233201751547723,1.173781215469621,0.5334475,1.0097003912014801,193691648,70025216,5537792,430612480,108019712,,314880000,36892672,4276224,254263296,90038272,3985408,3964928,296026112,6107136,35426304,0,1627599.513057859,0,718992.221380877,70588.74216410676,0,0,0,1199372.2036121716,11,6,6,4,8,,16,6,3,3,11,1,3,6,13,7,7.933,4.533,24,1.667,1.733,1.933,17.4,0.013142857142857142,0.0030994475138121542,0.028500000000000008,0.03897058823529412,0.0026216216216216216,0.006583333333333334,0.0034822485207100587,0.023257142857142858,0.004779005524861878,0.08095818815331011,0.05249999999999994,0.004610810810810811,0.009783333333333333,0.007601973684210524
1705790039,7.184491372530869,1.529205043985575,0.21529583536119026,0.21351447979978552,4.941793018147701,5.439947566770453,0.38020407723549243,0.09389653724614944,2.0239762176601195,0.8352488573944383,0,0.31233201751547723,1.173781215469621,0.829989092542293,1.0097003912014801,193691648,70025216,5537792,430612480,108019712,,314880000,36892672,4276224,254263296,90038272,3985408,3964928,296026112,6131712,35426304,0,1627599.513057859,0,612719.1794589385,70588.74216410676,0,0,0,1199372.2036121716,11,6,6,4,8,,16,6,3,3,11,1,3,6,13,7,7.933,4.533,24,1.667,1.733,1.933,17.4,0.013142857142857142,0.0030994475138121542,0.028500000000000008,0.03897058823529412,0.0026216216216216216,0.006583333333333334,0.0034822485207100587,0.023257142857142858,0.004779005524861878,0.08095818815331011,0.05249999999999994,0.004610810810810811,0.009783333333333333,0.007601973684210524
1705790040,7.184491372530869,1.529205043985575,0.19584386533944742,0.21351447979978552,4.941793018147701,5.439947566770453,0.3727682680525916,0.09389653724614944,2.0239762176601195,0.8352488573944383,0,0.31233201751547723,1.173781215469621,0.829989092542293,1.0097003912014801,193691648,70025216,5537792,430612480,108019712,,314880000,36892672,4276224,254263296,90038272,3985408,3964928,296026112,6131712,35426304,0,1627599.513057859,0,600735.9757692572,70588.74216410676,0,0,0,1199372.2036121716,11,6,6,4,8,,16,6,3,3,11,1,3,6,13,7,7.933,4.533,24,1.667,1.733,1.933,17.4,0.013142857142857142,0.0030994475138121542,0.028500000000000008,0.03897058823529412,0.0026216216216216216,0.006583333333333334,0.0034822485207100587,0.023257142857142858,0.004779005524861878,0.08095818815331011,0.05249999999999994,0.004610810810810811,0.009783333333333333,0.007601973684210524
1705790041,7.184491372530869,1.529205043985575,0.19584386533944742,0.21351447979978552,4.941793018147701,5.439947566770453,0.4525653374430101,0.09389653724614944,2.0239762176601195,0.8352488573944383,0,0.31233201751547723,1.173781215469621,0.829989092542293,1.0097003912014801,193691648,70025216,5537792,430612480,108019712,,314880000,36966400,4276224,254263296,90038272,3985408,3964928,296026112,6131712,35426304,0,1627599.513057859,0,920567.6491363256,70588.74216410676,0,0,0,1199372.2036121716,11,6,6,4,8,,16,6,3,3,11,1,3,6,13,7,7.933,4.533,22.933,1.667,1.733,1.933,17.4,0.013142857142857142,0.0030994475138121542,0.028272870662460578,0.03897058823529412,0.0026216216216216216,0.006583333333333334,0.0034822485207100587,0.023257142857142858,0.004779005524861878,0.08077617328519855,0.05249999999999994,0.004610810810810811,0.009783333333333333,0.007601973684210524
1705790042,7.184491372530869,1.5070087352545918,0.19584386533944742,0.21351447979978552,4.9417930181477,5.439947566770453,0.4525653374430101,0.09389653724614944,2.0239762176601195,0.8352488573944383,0,0.31233201751547723,1.173781215469621,0.829989092542293,1.0097003912014801,193691648,70041600,5537792,430612480,108019712,,314880000,36966400,4276224,254263296,90038272,3985408,3964928,296026112,6131712,35426304,0,1536688.0692847543,0,920567.6491363256,70588.74216410676,0,0,0,1199372.2036121716,11,6,6,4,8,,16,6,3,3,11,1,3,6,13,7,8.067,4.533,22.933,1.8,1.867,2.067,17.867,0.013137019230769232,0.0030994475138121542,0.028272870662460578,0.03885542168674699,0.002605633802816902,0.006458333333333333,0.003449165402124431,0.02326201923076923,0.004779005524861878,0.08077617328519855,0.04993975903614458,0.004611267605633802,0.009558333333333334,0.007386524822695036
1705790043,7.184491372530869,1.5070087352545918,0.19584386533944742,0.21538583713384454,4.9417930181477,6.222905520719471,0.4525653374430101,0.09389653724614944,2.0239762176601195,0.8352488573944383,0.004801417700406546,0.31233201751547723,1.173781215469621,0.829989092542293,1.0097003912014801,193691648,70041600,5537792,430612480,108019712,,315252736,36966400,4276224,254263296,90038272,4075520,3964928,296026112,6131712,35426304,0,1536688.0692847543,0,920567.6491363256,70588.74216410676,0,0,0,1199372.2036121716,11,6,6,4,8,,15,6,3,3,11,1,3,6,13,7,8.067,3.667,22.933,1.8,1.867,2.2,17.867,0.013137019230769232,0.0031142857142857144,0.028272870662460578,0.03885542168674699,0.002605633802816902,0.006318181818181818,0.003449165402124431,0.02326201923076923,0.004805714285714286,0.08077617328519855,0.04993975903614458,0.004611267605633802,0.009627272727272729,0.007386524822695036
1705790044,7.184491372530869,1.5070087352545918,0.19584386533944742,0.21538583713384454,4.9417930181477,6.222905520719471,0.4525653374430101,0.09389653724614944,2.0239762176601195,0.8352488573944383,0.004801417700406546,0.31233201751547723,1.173781215469621,0.829989092542293,1.0097003912014801,193691648,70041600,5537792,430612480,108019712,,315252736,36966400,4276224,254263296,90038272,4075520,3964928,296026112,6131712,35426304,0,1536688.0692847543,0,920567.6491363256,70588.74216410676,0,0,0,1199372.2036121716,11,6,6,4,8,,15,6,3,3,11,1,3,6,13,7,8.067,3.667,22.933,1.8,1.867,2.2,17.867,0.013137019230769232,0.0031142857142857144,0.028272870662460578,0.03885542168674699,0.002605633802816902,0.006318181818181818,0.003449165402124431,0.02326201923076923,0.004805714285714286,0.08077617328519855,0.04993975903614458,0.004611267605633802,0.009627272727272729,0.007386524822695036
1705790045,7.184491372530869,1.5070087352545918,0.19584386533944742,0.21538583713384454,4.9417930181477,6.222905520719471,0.4525653374430101,0.09389653724614944,2.0239762176601195,0.8528736921825462,0.004801417700406546,0.31233201751547723,1.173781215469621,0.829989092542293,1.0097003912014801,193691648,70041600,5537792,430612480,108019712,,315252736,36966400,4276224,254263296,90038272,4075520,3964928,296026112,6131712,35426304,0,1536688.0692847543,0,920567.6491363256,70588.74216410676,0,0,0,1199372.2036121716,11,6,6,4,8,,15,6,3,3,11,1,3,6,13,7,7.933,3.467,22.8,2.2,1.867,2.2,18.667,0.01313106796116505,0.003131736526946108,0.028870967741935483,0.039351851851851846,0.002605633802816902,0.006318181818181818,0.003473282442748091,0.02326699029126214,0.004837125748502993,0.0813138686131387,0.06227272727272728,0.004611267605633802,0.009627272727272729,0.0075170068027210855
1705790046,7.184491372530869,1.5070087352545918,0.19584386533944742,0.21538583713384454,4.9417930181477,6.222905520719471,0.4525653374430101,0.09389653724614944,2.0239762176601195,0.8528736921825462,0.004801417700406546,0.2252693866527269,1.173781215469621,0.829989092542293,1.0097003912014801,193691648,70041600,5537792,430612480,108019712,,315252736,36966400,4276224,254263296,90038272,4075520,3964928,296026112,6131712,35426304,0,1536688.0692847543,0,920567.6491363256,70588.74216410676,0,0,0,1199372.2036121716,11,6,6,4,8,,15,6,3,3,11,1,3,6,13,7,7.933,3.467,22.8,2.2,1.867,2.2,18.667,0.01313106796116505,0.003131736526946108,0.028870967741935483,0.039351851851851846,0.002605633802816902,0.006318181818181818,0.003473282442748091,0.02326699029126214,0.004837125748502993,0.0813138686131387,0.06227272727272728,0.004611267605633802,0.009627272727272729,0.0075170068027210855
1705790047,7.184491372530869,1.5070087352545918,0.19584386533944742,0.21538583713384454,4.9417930181477,6.222905520719471,0.4525653374430101,0.09389653724614944,2.737734750647951,0.8528736921825462,0.004801417700406546,0.23051333159086937,1.173781215469621,0.829989092542293,1.0097003912014801,193691648,70041600,5537792,430612480,108019712,,315252736,36966400,4276224,254652416,90038272,4075520,3964928,296026112,6131712,35426304,0,1536688.0692847543,0,920567.6491363256,32149.63786780931,0,0,0,1199372.2036121716,11,6,6,4,8,,15,6,3,3,11,1,3,6,13,7,8.133,3.467,22.8,2.2,1.867,2.2,18.667,0.013021844660194175,0.003131736526946108,0.028870967741935483,0.039351851851851846,0.002605633802816902,0.006318181818181818,0.003473282442748091,0.02324514563106796,0.004837125748502993,0.0813138686131387,0.06227272727272728,0.004611267605633802,0.009627272727272729,0.0075170068027210855
1705790048,7.184491372530869,1.5070087352545918,0.19584386533944742,0.21538583713384454,4.9417930181477,6.222905520719471,0.4525653374430101,0.09389653724614944,2.793711416271472,0.8528736921825462,0.004801417700406546,0.2357572765290119,1.1906158357771666,0.829989092542293,1.0097003912014801,193691648,70041600,5537792,430612480,108019712,,315252736,36966400,4276224,254652416,90038272,4075520,3964928,296026112,6131712,35426304,0,1536688.0692847543,0,920567.6491363256,32806.98041292538,0,0,0,1199372.2036121716,11,6,6,4,8,,15,6,3,3,11,1,3,6,13,7,8.133,3.467,22.8,2.2,1.867,2.2,18.667,0.013021844660194175,0.003131736526946108,0.028870967741935483,0.039351851851851846,0.002605633802816902,0.006318181818181818,0.003473282442748091,0.02324514563106796,0.004837125748502993,0.0813138686131387,0.06227272727272728,0.004611267605633802,0.009627272727272729,0.0075170068027210855
