time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_diskio,emailservice_diskio,recommendationservice_diskio,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,currencyservice_error,frontend_error,frontend-external_error,productcatalogservice_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1705351181,0.6602493730184987,2.2738283307003715,0.3834523359087571,18.827544298921417,0.23756195756801365,5.660503678690834,0.7851190266886987,2.911302938953362,2.492437248723244,0.26868809089231444,0.1675790421400802,110395392,43634688,11726848,41103360,43921408,16404480,35262464,10018816,44904448,3014656,8785920,48455.0229498888,0,0,0,4,4,9,4,3,59,3,4,5,4,3,12.8,23.8,0.933,70.267,1,11.8,12.533,0.8,131.467,18.267,8.333,0,0,0,0,0.002964686998394863,0.0031411764705882353,0.32954545454545453,0.059327731995795024,0.003048780487804878,0.17259725400457665,0.0035454545454545456,0.0019257400903161064,0.007340785907859077,0.002814569536423841,0.004592937399678972,0.004854117647058824,0.7250000000000001,0.09666106770279274,0.00468780487804878,0.5939024390243905,0.007666666666666669,0.004391570496738585,0.009560298102981028,0.004573509933774835
1705351182,0.62670824670826,2.2738283307003715,0.37580729462022794,18.827544298921417,0.23256281072469315,6.742607976284848,0.6739490512632357,2.8536430997948314,2.492437248723244,0.2686880908923144,0.16355775636415626,110399488,43634688,11726848,41103360,43921408,16404480,35987456,10018816,44904448,3014656,8785920,85155.92515592516,0,0,0,4,4,9,4,3,59,3,4,5,4,3,12.8,23.533,0.8,69.733,0.867,11.8,12.533,0.667,131.067,18.267,8.067,0,0,0,0,0.002964686998394863,0.003140625,0.3068181818181818,0.059380235999656555,0.0030465116279069764,0.17259725400457665,0.003588235294117647,0.0019262788365095288,0.007340785907859077,0.0028169934640522873,0.004592937399678972,0.004853125000000001,0.5749999999999998,0.09663316877984332,0.004683720930232557,0.5939024390243905,0.0078,0.004391675025075227,0.009560298102981028,0.004573856209150327
1705351183,0.62670824670826,2.2738283307003715,0.39797812171910574,16.23564069320121,0.2275636638813726,6.69458006164638,0.6739490512632357,2.795983260636301,2.492437248723244,0.2686880908923144,0.23916259337821585,110399488,43634688,11751424,41103360,43921408,16867328,35987456,10018816,44904448,3014656,8785920,85155.92515592516,0,0,0,4,4,9,4,3,59,3,4,5,4,3,12.8,23.533,0.8,69.733,0.867,11.8,12.533,0.667,131.067,18.267,8.067,0,0,0,0,0.002964686998394863,0.003140625,0.3068181818181818,0.059380235999656555,0.0030465116279069764,0.17259725400457665,0.003588235294117647,0.0019262788365095288,0.007340785907859077,0.0028169934640522873,0.004592937399678972,0.004853125000000001,0.5749999999999998,0.09663316877984332,0.004683720930232557,0.5939024390243905,0.0078,0.004391675025075227,0.009560298102981028,0.004573856209150327
1705351184,0.4820706087836443,2.2738283307003715,0.3649873538861142,18.817870732622136,0.22256451703805205,6.69458006164638,0.5641534988713361,2.7383234214777707,2.492437248723244,0.2686880908923144,0.23916259337821585,110399488,43634688,11751424,41103360,43921408,16867328,35987456,10018816,44904448,3014656,8785920,66718.57388452484,0,0,0,4,4,9,4,3,59,3,4,5,4,3,12.8,23.533,0.8,69.733,0.867,11.8,12.533,0.667,131.067,18.267,8.067,0,0,0,0,0.002964686998394863,0.003140625,0.3068181818181818,0.059380235999656555,0.0030465116279069764,0.17259725400457665,0.003588235294117647,0.0019262788365095288,0.007340785907859077,0.0028169934640522873,0.004592937399678972,0.004853125000000001,0.5749999999999998,0.09663316877984332,0.004683720930232557,0.5939024390243905,0.0078,0.004391675025075227,0.009560298102981028,0.004573856209150327
1705351185,0.5635872411330887,2.4041856076850587,0.3649873538861142,18.817870732622136,0.21756537019473154,6.69458006164638,0.5641534988713361,3.351967486452706,2.492437248723244,0.2686880908923144,0.23916259337821585,110399488,43634688,11751424,41103360,43921408,16867328,35987456,10833920,44904448,3014656,8785920,78000.4760771245,0,0,0,4,4,9,4,3,59,3,4,5,4,3,12.8,23.533,0.8,69.733,0.867,11.8,12.533,0.667,131.067,18.267,8.067,0,0,0,0,0.002964686998394863,0.003140625,0.3068181818181818,0.059380235999656555,0.0030465116279069764,0.17259725400457665,0.003588235294117647,0.0019262788365095288,0.007340785907859077,0.0028169934640522873,0.004592937399678972,0.004853125000000001,0.5749999999999998,0.09663316877984332,0.004683720930232557,0.5939024390243905,0.0078,0.004391675025075227,0.009560298102981028,0.004573856209150327
1705351186,0.5635872411330887,2.4041856076850587,0.3649873538861142,18.817870732622136,0.21256622335141098,6.69458006164638,0.5641534988713361,3.351967486452706,2.492437248723244,0.2686880908923144,0.23916259337821585,110399488,43634688,11751424,41103360,43921408,16867328,35987456,10833920,44904448,3014656,8785920,78000.4760771245,0,0,0,4,4,9,4,3,59,3,4,5,4,3,12.8,23.533,0.8,69.733,0.867,11.8,12.533,0.667,131.067,18.267,8.067,0,0,0,0,0.002964686998394863,0.003140625,0.3068181818181818,0.059380235999656555,0.0030465116279069764,0.17259725400457665,0.003588235294117647,0.0019262788365095288,0.007340785907859077,0.0028169934640522873,0.004592937399678972,0.004853125000000001,0.5749999999999998,0.09663316877984332,0.004683720930232557,0.5939024390243905,0.0078,0.004391675025075227,0.009560298102981028,0.004573856209150327
1705351187,0.5635872411330887,2.4041856076850587,0.3649873538861142,18.817870732622136,0.20756707650809045,6.69458006164638,0.5641534988713361,3.351967486452706,2.492437248723244,0.2686880908923144,0.23916259337821585,110399488,43634688,11751424,41103360,43921408,16867328,35987456,10833920,44904448,3014656,8785920,78000.4760771245,0,0,0,4,4,9,4,3,59,3,4,5,4,3,12.8,23.533,0.8,69.733,0.867,11.8,12.533,0.667,131.067,18.267,8.067,0,0,0,0,0.002964686998394863,0.003140625,0.3068181818181818,0.059380235999656555,0.0030465116279069764,0.17259725400457665,0.003588235294117647,0.0019262788365095288,0.007340785907859077,0.0028169934640522873,0.004592937399678972,0.004853125000000001,0.5749999999999998,0.09663316877984332,0.004683720930232557,0.5939024390243905,0.0078,0.004391675025075227,0.009560298102981028,0.004573856209150327
1705351188,0.5635872411330887,2.4041856076850587,0.3649873538861142,18.817870732622136,0.20413079556348412,6.69458006164638,0.5641534988713361,3.351967486452706,2.492437248723244,0.2686880908923144,0.24356323612611544,110399488,43634688,11751424,41103360,43921408,16867328,35987456,10833920,44904448,3014656,8785920,78000.4760771245,0,0,0,4,4,9,4,3,59,3,4,5,4,3,12.8,23.533,0.8,69.733,0.867,11.8,12.533,0.667,131.667,18.867,8.067,0,0,0,0,0.002964686998394863,0.003140625,0.3068181818181818,0.059380235999656555,0.0030465116279069764,0.17259725400457665,0.003588235294117647,0.0019243908565687016,0.0073573369565217385,0.0028169934640522873,0.004592937399678972,0.004853125000000001,0.5749999999999998,0.09663316877984332,0.004683720930232557,0.5939024390243905,0.0078,0.0043913087164029144,0.009563858695652174,0.004573856209150327
1705351189,0.5635872411330887,2.4041856076850587,0.3649873538861142,16.305894077269663,0.27838377120048463,6.69458006164638,0.5641534988713361,3.351967486452706,2.5843136919231515,0.2686880908923144,0.24356323612611544,110399488,43634688,11751424,41103360,43921408,16867328,35987456,10833920,44892160,3014656,8785920,78000.4760771245,0,0,0,4,4,9,4,3,59,3,4,5,4,3,12.8,23.533,0.8,69.733,0.533,11.8,12.533,0.667,131.667,18.867,8.067,0,0,0,0,0.002964686998394863,0.003140625,0.3068181818181818,0.059380235999656555,0.003054054054054054,0.17259725400457665,0.003588235294117647,0.0019243908565687016,0.0073573369565217385,0.0028169934640522873,0.004592937399678972,0.004853125000000001,0.5749999999999998,0.09663316877984332,0.004697297297297297,0.5939024390243905,0.0078,0.0043913087164029144,0.009563858695652174,0.004573856209150327
1705351190,0.5635872411330887,2.4041856076850587,0.3649873538861142,15.992262898392628,0.27838377120048463,6.69458006164638,0.5641534988713361,3.351967486452706,2.5843136919231515,0.27151267239711446,0.24356323612611544,110399488,43634688,11751424,41103360,43921408,16867328,35987456,10833920,44892160,3014656,8785920,78000.4760771245,0,0,0,4,4,9,4,3,59,3,4,5,4,3,12.8,23.533,0.8,69.733,0.533,11.8,12.533,0.667,131.667,18.867,8.067,0,0,0,0,0.002964686998394863,0.003140625,0.3068181818181818,0.059380235999656555,0.003054054054054054,0.17259725400457665,0.003588235294117647,0.0019243908565687016,0.0073573369565217385,0.0028169934640522873,0.004592937399678972,0.004853125000000001,0.5749999999999998,0.09663316877984332,0.004697297297297297,0.5939024390243905,0.0078,0.0043913087164029144,0.009563858695652174,0.004573856209150327
1705351191,0.5635872411330887,2.4041856076850587,0.3649873538861142,15.678631719515593,0.27838377120048463,6.69458006164638,0.5641534988713361,3.351967486452706,2.6414556173710833,0.27151267239711446,0.24356323612611544,110399488,43634688,11751424,41103360,43921408,16867328,35987456,10833920,44892160,3014656,8785920,78000.4760771245,0,0,0,4,4,9,4,3,59,3,4,5,4,3,12.8,23.533,0.8,69.733,0.533,11.8,12.533,0.667,131.667,18.867,7.467,0,0,0,0,0.002964686998394863,0.003140625,0.3068181818181818,0.059380235999656555,0.003054054054054054,0.17259725400457665,0.003588235294117647,0.0019243908565687016,0.0073573369565217385,0.0028552631578947366,0.004592937399678972,0.004853125000000001,0.5749999999999998,0.09663316877984332,0.004697297297297297,0.5939024390243905,0.0078,0.0043913087164029144,0.009563858695652174,0.004581578947368422
1705351192,0.5635872411330887,2.260396483857148,0.3649873538861142,15.365000540638556,0.27838377120048463,6.69458006164638,0.5641534988713361,3.351967486452706,2.6414556173710833,0.27151267239711446,0.24356323612611544,110399488,43474944,11751424,41103360,43921408,16867328,35987456,10833920,44892160,3014656,8785920,78000.4760771245,0,0,0,4,4,9,4,3,59,3,4,5,4,3,14.933,24.267,0.6,66.142,0.533,11.8,12.533,0.667,139.667,20.067,7.4,0,0,0,0,0.00298051948051948,0.0031115384615384616,0.3,0.05688977513081941,0.003054054054054054,0.17025959367945825,0.003588235294117647,0.0019479882237487733,0.007379194630872483,0.0028598726114649684,0.004606493506493507,0.004800769230769232,0.58,0.09493944547904445,0.004697297297297297,0.5737500000000002,0.0078,0.004393523061825319,0.009604697986577178,0.004582165605095541
1705351193,0.5635872411330887,2.260396483857148,0.3649873538861142,15.051369361761521,0.27838377120048463,6.69458006164638,0.5641534988713361,3.3519674864527067,2.6414556173710833,0.27151267239711446,0.24356323612611544,110399488,43474944,11751424,41103360,43921408,16867328,35987456,10833920,44892160,3014656,8785920,78000.4760771245,0,0,0,4,4,9,4,3,59,3,4,5,4,3,14.933,24.267,0.6,66.142,0.533,11.8,12.533,0.667,139.667,20.067,7.4,0,0,0,0,0.00298051948051948,0.0031115384615384616,0.3,0.05688977513081941,0.003054054054054054,0.17025959367945825,0.003625,0.0019479882237487733,0.007379194630872483,0.0028598726114649684,0.004606493506493507,0.004800769230769232,0.58,0.09493944547904445,0.004697297297297297,0.5737500000000002,0.0079,0.004393523061825319,0.009604697986577178,0.004582165605095541
1705351194,0.5635872411330887,2.260396483857148,0.3649873538861142,14.737738182884488,0.27838377120048463,6.69458006164638,0.5641534988713361,3.3519674864527067,2.6414556173710833,0.27151267239711446,0.24356323612611544,110399488,43474944,11751424,41103360,43921408,16867328,35987456,10833920,44892160,3014656,8785920,78000.4760771245,0,0,0,4,4,9,4,3,59,3,4,5,4,3,14.933,24.267,0.6,66.142,0.533,13.2,12.533,0.667,156.533,20.067,7.4,0,0,0,0,0.00298051948051948,0.0031115384615384616,0.3,0.05688977513081941,0.003054054054054054,0.16729910714285712,0.003625,0.0019053196681307956,0.007379194630872483,0.0028598726114649684,0.004606493506493507,0.004800769230769232,0.58,0.09493944547904445,0.004697297297297297,0.5438596491228069,0.0079,0.004384968277208395,0.009604697986577178,0.004582165605095541
1705351195,0.5635872411330887,2.260396483857148,0.3649873538861142,18.61288888888883,0.27838377120048463,6.69458006164638,0.5641534988713361,3.472977912915746,2.6414556173710833,0.27151267239711446,0.2585029239766081,110399488,43474944,11751424,41689088,43921408,16867328,35987456,9986048,44892160,3014656,8794112,78000.4760771245,0,0,0,4,4,9,4,3,59,3,4,5,4,3,14.933,25.867,0.6,66.142,0.533,13.2,12.533,0.667,156.533,20.067,7.4,0,0,0,0,0.00298051948051948,0.003146056475170399,0.3,0.05688977513081941,0.003054054054054054,0.16729910714285712,0.003625,0.0019053196681307956,0.007379194630872483,0.0028598726114649684,0.004606493506493507,0.004862901655306718,0.58,0.09493944547904445,0.004697297297297297,0.5438596491228069,0.0079,0.004384968277208395,0.009604697986577178,0.004582165605095541
1705351196,0.5635872411330887,2.260396483857148,0.3649873538861142,18.61288888888883,0.27838377120048463,6.69458006164638,0.5641534988713361,3.472977912915746,2.6414556173710833,0.27151267239711446,0.2585029239766081,110399488,43474944,11751424,41689088,43921408,16867328,35987456,9986048,44892160,3014656,8794112,78000.4760771245,0,0,0,4,4,9,4,3,59,3,4,5,4,3,14.933,25.867,0.6,66.142,0.533,13.2,12.533,0.667,156.533,20.067,7.4,0,0,0,0,0.00298051948051948,0.003146056475170399,0.3,0.05688977513081941,0.003054054054054054,0.16729910714285712,0.003625,0.0019053196681307956,0.007379194630872483,0.0028598726114649684,0.004606493506493507,0.004862901655306718,0.58,0.09493944547904445,0.004697297297297297,0.5438596491228069,0.0079,0.004384968277208395,0.009604697986577178,0.004582165605095541
1705351197,0.5635872411330887,2.260396483857148,0.3649873538861142,18.61288888888883,0.27838377120048463,6.69458006164638,0.6585880790455894,3.44745862884163,2.6414556173710833,0.27151267239711446,0.2585029239766081,110399488,43474944,11751424,41689088,43921408,16867328,35536896,9986048,44892160,3014656,8794112,78000.4760771245,0,0,0,4,4,9,4,3,59,3,4,5,4,3,14.933,26.667,1,68.476,0.933,13.2,12.533,1.067,158.467,20.067,8.2,0,0,0,0,0.00298051948051948,0.003146198830409357,0.2867647058823529,0.05682920849545995,0.0030555555555555557,0.16729910714285712,0.0037333333333333333,0.0019055867284703586,0.007379194630872483,0.002853503184713376,0.004606493506493507,0.004863157894736842,0.6583333333333334,0.09487887884368501,0.004700000000000001,0.5438596491228069,0.008136363636363638,0.0043850207367650655,0.009604697986577178,0.004570700636942675
1705351198,0.5744424017482531,2.260396483857148,0.42814318975553073,18.468213003771098,0.27838377120048463,6.599642845440496,0.6585880790455894,3.44745862884163,2.6414556173710833,0.22220257718139355,0.2585029239766081,110407680,43474944,11776000,41689088,43921408,16867328,35536896,9986048,44892160,3014656,8794112,56831.662562003534,0,0,0,4,4,9,4,3,59,3,4,5,4,3,14.933,26.667,1,68.476,0.933,13.2,12.533,1.067,158.467,20.067,8.2,0,0,0,0,0.00298051948051948,0.003146198830409357,0.2867647058823529,0.05682920849545995,0.0030555555555555557,0.16729910714285712,0.0037333333333333333,0.0019055867284703586,0.007379194630872483,0.002853503184713376,0.004606493506493507,0.004863157894736842,0.6583333333333334,0.09487887884368501,0.004700000000000001,0.5438596491228069,0.008136363636363638,0.0043850207367650655,0.009604697986577178,0.004570700636942675
1705351199,0.5744424017482531,2.260396483857148,0.39694980606367025,18.468213003771098,0.27838377120048463,6.599642845440496,0.6585880790455894,3.44745862884163,2.6414556173710833,0.217677365974775,0.2585029239766081,110407680,43474944,11776000,41689088,43921408,16867328,35536896,9986048,44892160,3014656,8794112,56831.662562003534,0,0,0,4,4,9,4,3,59,3,4,5,4,3,14.933,26.667,1,68.476,0.933,13.2,12.533,1.067,158.467,20.067,8.2,0,0,0,0,0.00298051948051948,0.003146198830409357,0.2867647058823529,0.05682920849545995,0.0030555555555555557,0.16729910714285712,0.0037333333333333333,0.0019055867284703586,0.007379194630872483,0.002853503184713376,0.004606493506493507,0.004863157894736842,0.6583333333333334,0.09487887884368501,0.004700000000000001,0.5438596491228069,0.008136363636363638,0.0043850207367650655,0.009604697986577178,0.004570700636942675
1705351200,0.5565126582278646,2.260396483857148,0.39694980606367025,18.468213003771098,0.29087072038740114,6.793655710071624,0.6585880790455894,3.44745862884163,2.6414556173710833,0.2131521547681564,0.2585029239766081,110407680,43474944,11776000,41689088,43917312,17158144,35536896,9986048,44892160,3014656,8794112,69130.80168776373,0,0,0,4,4,9,4,3,59,3,4,5,4,3,14.933,26.667,1,68.476,0.933,13.2,12.533,1.067,158.467,20.067,8.2,0,0,0,0,0.00298051948051948,0.003146198830409357,0.2867647058823529,0.05682920849545995,0.0030555555555555557,0.16729910714285712,0.0037333333333333333,0.0019055867284703586,0.007379194630872483,0.002853503184713376,0.004606493506493507,0.004863157894736842,0.6583333333333334,0.09487887884368501,0.004700000000000001,0.5438596491228069,0.008136363636363638,0.0043850207367650655,0.009604697986577178,0.004570700636942675
1705351201,0.5565126582278646,2.260396483857148,0.39694980606367025,18.468213003771098,0.2909292649098209,6.793655710071624,0.6585880790455894,3.44745862884163,2.615960411261635,0.20862694356153783,0.2585029239766081,110407680,43474944,11776000,41689088,43917312,17158144,35536896,9986048,44892160,3014656,8794112,69130.80168776373,0,0,0,4,4,9,4,3,59,3,4,5,4,3,14.933,26.667,1,68.476,0.933,13.2,12.533,1.067,158.467,20.067,8.2,0,0,0,0,0.00298051948051948,0.003146198830409357,0.2867647058823529,0.05682920849545995,0.0030555555555555557,0.16729910714285712,0.0037333333333333333,0.0019055867284703586,0.007379194630872483,0.002853503184713376,0.004606493506493507,0.004863157894736842,0.6583333333333334,0.09487887884368501,0.004700000000000001,0.5438596491228069,0.008136363636363638,0.0043850207367650655,0.009604697986577178,0.004570700636942675
1705351202,0.5565126582278646,2.260396483857148,0.39694980606367025,18.468213003771098,0.2909292649098209,6.793655710071624,0.6585880790455894,3.44745862884163,2.6172099536293,0.14718000000000822,0.2585029239766081,110407680,43474944,11776000,41689088,43917312,17158144,35536896,9986048,44892160,3014656,8794112,69130.80168776373,0,0,0,4,4,9,4,3,59,3,4,5,4,3,14.933,26.667,1,68.476,0.933,13.2,12.533,1.067,158.467,20.067,8.2,0,0,0,0,0.00298051948051948,0.003146198830409357,0.2867647058823529,0.05682920849545995,0.0030555555555555557,0.16729910714285712,0.0037333333333333333,0.0019055867284703586,0.007379194630872483,0.002853503184713376,0.004606493506493507,0.004863157894736842,0.6583333333333334,0.09487887884368501,0.004700000000000001,0.5438596491228069,0.008136363636363638,0.0043850207367650655,0.009604697986577178,0.004570700636942675
1705351203,0.5565126582278646,2.0966760939337017,0.39694980606367025,18.468213003771098,0.2909292649098209,6.793655710071624,0.6585880790455894,3.4474586288416305,2.6172099536293,0.14718000000000822,0.2585029239766081,110407680,43474944,11776000,41689088,43917312,17158144,35536896,9986048,44892160,3014656,8794112,69130.80168776373,0,0,0,4,4,9,4,3,59,3,4,5,4,3,14.933,26.667,1,68.476,0.933,13.2,12.533,1.067,157.8,19.4,8.2,0,0,0,0,0.00298051948051948,0.003146198830409357,0.2867647058823529,0.05682920849545995,0.0030555555555555557,0.16729910714285712,0.0037333333333333333,0.001909842041312272,0.007355898123324398,0.002853503184713376,0.004606493506493507,0.004863157894736842,0.6583333333333334,0.09487887884368501,0.004700000000000001,0.5438596491228069,0.008136363636363638,0.0043858566221142165,0.009621313672922252,0.004570700636942675
1705351204,0.5565126582278646,2.0966760939337017,0.39694980606367025,18.468213003771098,0.2909292649098209,6.793655710071624,0.6585880790455894,3.4474586288416305,2.6172099536293,0.27077539590575994,0.258798979828425,110407680,43474944,11776000,41689088,43917312,17158144,35536896,9986048,44892160,3014656,8794112,69130.80168776373,0,0,0,4,4,9,4,3,59,3,4,5,4,3,14.933,26.667,1,68.476,1.333,13.2,12.533,1.067,157.8,19.4,8.2,0,0,0,0,0.00298051948051948,0.003146198830409357,0.2867647058823529,0.05682920849545995,0.003048780487804878,0.16729910714285712,0.0037333333333333333,0.001909842041312272,0.007355898123324398,0.002853503184713376,0.004606493506493507,0.004863157894736842,0.6583333333333334,0.09487887884368501,0.00468780487804878,0.5438596491228069,0.008136363636363638,0.0043858566221142165,0.009621313672922252,0.004570700636942675
1705351205,0.5565126582278646,2.0966760939337017,0.39694980606367025,18.468213003771098,0.2909292649098209,6.793655710071624,0.6585880790455894,3.4474586288416305,2.6172099536293,0.27077539590575994,0.258798979828425,110407680,43474944,11776000,41689088,43917312,17158144,35536896,9986048,44892160,3014656,8794112,69130.80168776373,0,0,0,4,4,9,4,3,59,3,4,5,4,3,14.933,26.667,1,68.476,1.333,13.2,12.533,1.067,157.8,19.4,8.2,0,0,0,0,0.00298051948051948,0.003146198830409357,0.2867647058823529,0.05682920849545995,0.003048780487804878,0.16729910714285712,0.0037333333333333333,0.001909842041312272,0.007355898123324398,0.002853503184713376,0.004606493506493507,0.004863157894736842,0.6583333333333334,0.09487887884368501,0.00468780487804878,0.5438596491228069,0.008136363636363638,0.0043858566221142165,0.009621313672922252,0.004570700636942675
1705351206,0.5565126582278646,2.0966760939337017,0.39694980606367025,18.468213003771098,0.2909292649098209,6.793655710071624,0.6585880790455894,3.4474586288416305,2.6172099536293,0.27077539590575994,0.258798979828425,110407680,43474944,11776000,41689088,43917312,17158144,35536896,9986048,44892160,3014656,8794112,69130.80168776373,0,0,0,4,4,9,4,3,59,3,4,5,4,3,14.933,26.667,1,68.476,1.333,13.2,12.533,1.067,157.8,19.4,8.4,0,0,0,0,0.00298051948051948,0.003146198830409357,0.2867647058823529,0.05682920849545995,0.003048780487804878,0.16729910714285712,0.0037333333333333333,0.001909842041312272,0.007355898123324398,0.0028119122257053296,0.004606493506493507,0.004863157894736842,0.6583333333333334,0.09487887884368501,0.00468780487804878,0.5438596491228069,0.008136363636363638,0.0043858566221142165,0.009621313672922252,0.004562382445141067
1705351207,0.5565126582278646,2.0966760939337017,0.39694980606367025,18.468213003771098,0.2909292649098209,6.793655710071624,0.6591820633726568,3.4474586288416305,2.6172099536293,0.27077539590575994,0.258798979828425,110407680,43474944,11776000,41689088,43917312,17158144,35475456,9986048,44892160,3014656,8794112,69130.80168776373,0,0,0,4,4,9,4,3,59,3,4,5,4,3,13.067,25.2,1.267,73.933,1.333,13.2,12.267,1.067,145.533,17.467,7.867,0,0,0,0,0.0029801980198019802,0.003158979391560353,0.25000000000000006,0.05836646696751511,0.003048780487804878,0.17023026315789475,0.0037333333333333333,0.0018999999999999998,0.007355121293800539,0.002811320754716981,0.004606600660066008,0.0048861629048086355,0.6500000000000005,0.09399146355827198,0.00468780487804878,0.5495762711864403,0.008136363636363638,0.00438313725490196,0.009616576819407007,0.004562264150943397
1705351208,0.5565126582278646,2.0966760939337017,0.39694980606367025,18.36478743389924,0.2909292649098209,6.793655710071624,0.6591820633726568,3.4474586288416305,2.6172099536293,0.27077539590575994,0.258798979828425,110407680,43474944,11776000,40783872,43917312,17158144,35475456,9986048,44892160,3014656,8794112,69130.80168776373,0,0,0,4,4,9,4,3,59,3,4,5,4,3,13.067,25.2,1.267,73.933,1.333,13.2,12.267,1.2,145.533,17.467,7.867,0,0,0,0,0.0029801980198019802,0.003158979391560353,0.25000000000000006,0.05836646696751511,0.003048780487804878,0.17023026315789475,0.0038000000000000004,0.0018999999999999998,0.007355121293800539,0.002811320754716981,0.004606600660066008,0.0048861629048086355,0.6500000000000005,0.09399146355827198,0.00468780487804878,0.5495762711864403,0.008250000000000002,0.00438313725490196,0.009616576819407007,0.004562264150943397
1705351209,0.5565126582278646,1.7506284407803356,0.39694980606367025,18.36478743389924,0.2909292649098209,6.793655710071624,0.6591820633726568,3.4474586288416305,2.6172099536293,0.27077539590575994,0.258798979828425,110407680,43474944,11776000,40783872,43917312,17158144,35475456,9986048,44892160,3014656,8794112,69130.80168776373,0,0,0,4,4,9,4,3,59,3,4,5,4,3,13.067,25.2,1.267,73.933,1.333,12.067,12.267,1.2,125.333,17.467,7.867,0,0,0,0,0.0029801980198019802,0.003158979391560353,0.25000000000000006,0.05836646696751511,0.003048780487804878,0.1720842332613391,0.0038000000000000004,0.0019047500621735894,0.007355121293800539,0.002811320754716981,0.004606600660066008,0.0048861629048086355,0.6500000000000005,0.09399146355827198,0.00468780487804878,0.5411016949152546,0.008250000000000002,0.004384133300174087,0.009616576819407007,0.004562264150943397
1705351210,0.5694939232203918,2.148915594399945,0.39694980606367025,18.36478743389924,0.2909292649098209,6.793655710071624,0.6591820633726568,3.4474586288416305,2.6172099536293,0.27077539590575994,0.258798979828425,110407680,43536384,11776000,40783872,43917312,17158144,35475456,9986048,44892160,3014656,8794112,92186.99762073178,0,0,0,4,4,9,4,3,59,3,4,5,4,3,13.067,23.267,1.267,73.933,1.333,12.067,12.267,1.2,125.333,17.467,7.867,0,0,0,0,0.0029801980198019802,0.003162162162162162,0.25000000000000006,0.05836646696751511,0.003048780487804878,0.1720842332613391,0.0038000000000000004,0.0019047500621735894,0.007355121293800539,0.002811320754716981,0.004606600660066008,0.004891891891891892,0.6500000000000005,0.09399146355827198,0.00468780487804878,0.5411016949152546,0.008250000000000002,0.004384133300174087,0.009616576819407007,0.004562264150943397
1705351211,0.5694939232203918,2.148915594399945,0.39694980606367025,18.152887622489626,0.28517420018192813,6.793655710071624,0.6591820633726568,3.4854788095002256,2.6172099536293,0.27077539590575994,0.258798979828425,110407680,43536384,11776000,40783872,43917312,17158144,35475456,9986048,44892160,3014656,8794112,92186.99762073178,0,0,0,4,4,9,4,3,59,3,4,5,4,3,13.067,23.267,1.267,73.933,1.333,12.067,12.267,1.2,125.333,17.467,7.867,0,0,0,0,0.0029801980198019802,0.003162162162162162,0.25000000000000006,0.05836646696751511,0.003048780487804878,0.1720842332613391,0.0038000000000000004,0.0019047500621735894,0.007355121293800539,0.002811320754716981,0.004606600660066008,0.004891891891891892,0.6500000000000005,0.09399146355827198,0.00468780487804878,0.5411016949152546,0.008250000000000002,0.004384133300174087,0.009616576819407007,0.004562264150943397
1705351212,0.5694939232203918,2.148915594399945,0.39694980606367025,18.152887622489626,0.28517420018192813,6.886264941161864,0.6591820633726568,2.9199743954871873,2.6172099536293,0.27077539590575994,0.2462314732908495,110407680,43536384,11776000,40783872,43917312,17158144,35475456,9986048,44892160,3014656,8790016,92186.99762073178,0,0,0,4,4,9,4,3,59,3,4,5,4,3,13.067,22.733,1,72.133,1.067,12.067,12.267,0.933,123.8,17.467,7.333,0,0,0,0,0.0029801980198019802,0.003162324649298597,0.23695652173913043,0.05835705159227544,0.003,0.1720842332613391,0.004,0.0019031133250311334,0.007355121293800539,0.0028107255520504735,0.004606600660066008,0.0048921843687374745,0.6500000000000005,0.09399486081890765,0.0046,0.5411016949152546,0.0085,0.004383810709838107,0.009616576819407007,0.004562145110410094
