time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_diskio,cartservice_diskio,checkoutservice_diskio,emailservice_diskio,recommendationservice_diskio,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,frontend_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1705767496,0.7077688829897475,2.7171986520710893,0.4570848926531119,32.51001108624258,0.2747860231183264,5.621955507389853,0.5832879311183577,3.7576376478597484,2.931490883230266,0.23313434206598954,0.14942571737563137,105517056,43356160,10985472,44863488,43544576,15052800,36098048,10522624,44728320,3108864,8536064,84947.52996806172,0,0,0,0,0,4,5,9,4,3,24,3,4,4,4,2,15.6,27.8,0.933,83.6,0.933,26.867,0.933,141.867,19.8,7.667,0,0.0029481268011527376,0.00348955223880597,0.12749999999999997,0.003998843038951022,0.003,0.0484122401847575,0.0030975609756097562,0.0015242669362992923,0.007462406015037594,0.002346303501945525,0.004603458213256484,0.00762826086956522,0.2255,0.049454887218045085,0.0046,0.19711956521739138,0.004775609756097561,0.004313751263902934,0.009748120300751879,0.004469260700389105
1705767497,0.7077688829897475,2.7171986520710893,0.4570848926531119,32.51001108624258,0.2747860231183264,5.752549083523929,0.5832879311183577,3.7576376478597484,2.931490883230266,0.23313434206598954,0.1535709048305701,105517056,43356160,10985472,44863488,43544576,15052800,36098048,10522624,44728320,3108864,8536064,84947.52996806172,0,0,0,0,0,4,5,9,4,3,24,3,4,4,4,2,15.6,24.6,0.933,83.6,0.933,26.867,0.933,141.867,19.8,7.667,0,0.0029481268011527376,0.003482051282051282,0.12749999999999997,0.003998843038951022,0.003,0.0484122401847575,0.0030975609756097562,0.0015242669362992923,0.007462406015037594,0.002346303501945525,0.004603458213256484,0.007602739726027399,0.2255,0.049454887218045085,0.0046,0.19711956521739138,0.004775609756097561,0.004313751263902934,0.009748120300751879,0.004469260700389105
1705767498,0.7077688829897475,2.7171986520710893,0.4570848926531119,32.51001108624258,0.2747860231183264,5.883142659658003,0.5832879311183577,3.7576376478597484,2.931490883230266,0.23313434206598954,0.15771609228550884,105517056,43356160,10985472,44863488,43544576,15052800,36098048,10522624,44728320,3108864,8536064,84947.52996806172,0,0,0,0,0,4,5,9,4,3,24,3,4,4,4,2,14.8,22,0.8,78.867,0.933,24.267,0.933,129.267,17.867,6.667,0,0.002944199706314244,0.003475392670157068,0.12307692307692307,0.004020230067433559,0.003,0.049098557692307684,0.0030975609756097562,0.0014749216300940437,0.007458333333333333,0.002333333333333333,0.004598237885462555,0.007578199052132706,0.22461538461538458,0.050688311688311755,0.0046,0.19752808988764037,0.004775609756097561,0.004305015673981192,0.009748076923076922,0.0044666666666666665
1705767499,0.7077688829897475,2.7171986520710893,0.3994399770246822,32.51001108624258,0.2747860231183264,6.01373623579208,0.5832879311183577,3.7576376478597484,2.931490883230266,0.1482767374813575,0.16186127974044756,105517056,43356160,10985472,44863488,43544576,15052800,36098048,10522624,44728320,2973696,8536064,84947.52996806172,0,0,0,0,0,4,5,9,4,3,24,3,4,4,4,2,14.8,22,0.8,78.867,0.933,24.267,0.933,129.267,17.867,6.667,0,0.002944199706314244,0.003475392670157068,0.12307692307692307,0.004020230067433559,0.003,0.049098557692307684,0.0030975609756097562,0.0014749216300940437,0.007458333333333333,0.002333333333333333,0.004598237885462555,0.007578199052132706,0.22461538461538458,0.050688311688311755,0.0046,0.19752808988764037,0.004775609756097561,0.004305015673981192,0.009748076923076922,0.0044666666666666665
1705767500,0.7077688829897475,2.7171986520710893,0.3994399770246822,32.51001108624258,0.2747860231183264,6.144329811926156,0.5832879311183577,3.7000091717875647,2.9210235825388824,0.15200502365854446,0.1379850000000005,105517056,43356160,10985472,44863488,43544576,15052800,36098048,10522624,44728320,2973696,8536064,84947.52996806172,0,0,0,0,0,4,5,9,4,3,24,3,4,4,4,2,14.8,22,0.8,78.867,0.933,24.267,0.933,129.267,17.867,6.667,0,0.002944199706314244,0.003475392670157068,0.12307692307692307,0.004020230067433559,0.003,0.049098557692307684,0.0030975609756097562,0.0014749216300940437,0.007458333333333333,0.002333333333333333,0.004598237885462555,0.007578199052132706,0.22461538461538458,0.050688311688311755,0.0046,0.19752808988764037,0.004775609756097561,0.004305015673981192,0.009748076923076922,0.0044666666666666665
1705767501,0.7077688829897475,2.5585777885146386,0.3994399770246822,32.51001108624258,0.2747860231183264,6.274923388060231,0.5832879311183577,3.7000091717875647,2.9210235825388824,0.1557333098357314,0.1379850000000005,105517056,43352064,10985472,44863488,43544576,15052800,36098048,10522624,44728320,2973696,8536064,84947.52996806172,0,0,0,0,0,4,5,9,4,3,24,3,4,4,4,2,14.8,21.2,0.4,77.333,0.533,24.267,0.533,128.133,17.867,5.867,0,0.002944199706314244,0.003472457627118644,0.12142857142857143,0.004013184178985217,0.003,0.049098557692307684,0.0030588235294117644,0.0014640883977900558,0.007458333333333333,0.002288135593220339,0.004598237885462555,0.007567632850241544,0.22428571428571428,0.04998991935483867,0.0046,0.19752808988764037,0.004705882352941176,0.004302920284135755,0.009748076923076922,0.004457627118644067
1705767502,0.7077688829897475,2.5585777885146386,0.3994399770246822,32.51001108624258,0.2747860231183264,6.378697020562932,0.5832879311183577,3.7000091717875647,2.9210235825388824,0.15946159601291834,0.1379850000000005,105517056,43352064,10985472,44863488,43544576,15499264,36098048,10522624,44728320,2973696,8536064,84947.52996806172,0,0,0,0,0,4,5,9,4,3,24,3,4,4,4,2,14.8,21.2,0.4,75.333,0.533,24.267,0.533,127.6,17.333,5.867,0,0.002944199706314244,0.003472457627118644,0.12142857142857143,0.004017775940471269,0.003,0.049098557692307684,0.0030588235294117644,0.001455555555555556,0.00748046875,0.002288135593220339,0.004598237885462555,0.007567632850241544,0.22428571428571428,0.051333333333333286,0.0046,0.19752808988764037,0.004705882352941176,0.004301269841269842,0.009751302083333333,0.004457627118644067
1705767503,0.7077688829897475,1.890015562035603,0.3994399770246822,32.51001108624258,0.18134250000000132,6.509994559169059,0.5832879311183577,3.7000091717875647,2.9210235825388824,0.16318988219010525,0.1379850000000005,105517056,43352064,10985472,44863488,43544576,15499264,36098048,10522624,44728320,2973696,8536064,84947.52996806172,0,0,0,0,0,4,5,9,4,3,24,3,4,4,4,2,14.8,21.2,0.4,75.333,0.533,24.267,0.533,127.6,17.333,5.867,0,0.002944199706314244,0.003472457627118644,0.12142857142857143,0.004017775940471269,0.003,0.049098557692307684,0.0030588235294117644,0.001455555555555556,0.00748046875,0.002288135593220339,0.004598237885462555,0.007567632850241544,0.22428571428571428,0.051333333333333286,0.0046,0.19752808988764037,0.004705882352941176,0.004301269841269842,0.009751302083333333,0.004457627118644067
1705767504,0.740437349152349,1.9281057395270245,0.3994399770246822,32.51001108624258,0.18134250000000132,6.641292097775188,0.5832879311183577,3.7000091717875647,2.9210235825388824,0.1669181683672922,0.16744891171467,105517056,43352064,10985472,44863488,43544576,15499264,36098048,10522624,44728320,2973696,8540160,59553.927127860654,0,0,0,0,0,4,5,9,4,3,24,3,4,4,4,2,14.8,21.2,0.4,75.333,0.533,24,0.533,127.6,17.333,5.867,0,0.002944199706314244,0.003472457627118644,0.12142857142857143,0.004017775940471269,0.003,0.04984056122448979,0.0030588235294117644,0.001455555555555556,0.00748046875,0.002288135593220339,0.004598237885462555,0.007567632850241544,0.22428571428571428,0.051333333333333286,0.0046,0.19819767441860472,0.004705882352941176,0.004301269841269842,0.009751302083333333,0.004457627118644067
1705767505,0.740437349152349,1.9661959170184466,0.3994399770246822,32.05283275126112,0.18134250000000132,6.7725896363813165,0.5832879311183579,3.6253523075402527,2.9210235825388824,0.17064645454447916,0.17118004506368018,105517056,43352064,10985472,44863488,43544576,15499264,36098048,10055680,44728320,2973696,8540160,59553.927127860654,0,0,0,0,0,4,5,9,4,3,24,3,4,4,4,2,14.8,21.2,0.4,75.333,0.533,24,0.533,127.6,17.333,5.867,0,0.002944199706314244,0.003472457627118644,0.12142857142857143,0.004017775940471269,0.003,0.04984056122448979,0.0030588235294117644,0.001455555555555556,0.00748046875,0.002288135593220339,0.004598237885462555,0.007567632850241544,0.22428571428571428,0.051333333333333286,0.0046,0.19819767441860472,0.004705882352941176,0.004301269841269842,0.009751302083333333,0.004457627118644067
1705767506,0.740437349152349,2.2854106494853066,0.3994399770246822,32.05283275126112,0.18134250000000132,7.877852316367708,0.5832879311183579,3.6253523075402527,2.9210235825388824,0.17437474072166606,0.17491117841269033,105517056,43352064,10985472,44863488,43544576,15499264,36098048,10055680,44728320,2973696,8540160,59553.927127860654,0,0,0,0,0,4,5,9,4,3,24,3,4,4,4,2,14.8,21.2,0.4,75.333,0.533,24,0.533,127.6,17.333,5.867,0,0.002944199706314244,0.003472457627118644,0.12142857142857143,0.004017775940471269,0.003,0.04984056122448979,0.0030588235294117644,0.001455555555555556,0.00748046875,0.002288135593220339,0.004598237885462555,0.007567632850241544,0.22428571428571428,0.051333333333333286,0.0046,0.19819767441860472,0.004705882352941176,0.004301269841269842,0.009751302083333333,0.004457627118644067
1705767507,0.740437349152349,2.2854106494853066,0.3787199480182073,32.05283275126112,0.2617061146184211,7.877852316367708,0.5832879311183579,3.6253523075402527,2.9210235825388824,0.17810302689885302,0.17864231176170053,105517056,43352064,11079680,44863488,43552768,15499264,36098048,10055680,44728320,2973696,8540160,59553.927127860654,0,0,0,0,0,4,5,9,4,3,24,3,4,4,4,2,14.8,21.2,0.4,75.333,0.533,24,0.533,127.6,17.333,5.867,0,0.002944199706314244,0.003472457627118644,0.12142857142857143,0.004017775940471269,0.003,0.04984056122448979,0.0030588235294117644,0.001455555555555556,0.00748046875,0.002288135593220339,0.004598237885462555,0.007567632850241544,0.22428571428571428,0.051333333333333286,0.0046,0.19819767441860472,0.004705882352941176,0.004301269841269842,0.009751302083333333,0.004457627118644067
1705767508,0.7118114775279816,2.2854106494853066,0.3787199480182073,32.50805103957525,0.2617061146184211,7.877852316367708,0.5832879311183579,3.6253523075402527,2.9210235825388824,0.18183131307603995,0.1823734451107107,105664512,43352064,11079680,44949504,43552768,15499264,36098048,10055680,44728320,2973696,8540160,40710.04035223726,0,0,0,0,0,4,5,9,4,3,24,3,4,4,4,2,14.533,21.2,0.4,75.333,0.533,24,0.533,127.6,17.333,5.867,0,0.0029707602339181286,0.003472457627118644,0.12142857142857143,0.004017775940471269,0.003,0.04984056122448979,0.0030588235294117644,0.001455555555555556,0.00748046875,0.002291666666666667,0.004608187134502923,0.007567632850241544,0.22428571428571428,0.051333333333333286,0.0046,0.19819767441860472,0.004705882352941176,0.004301269841269842,0.009751302083333333,0.004458333333333334
1705767509,0.7118114775279816,2.2854106494853066,0.3787199480182073,32.50805103957525,0.2617061146184211,7.877852316367708,0.5832879311183579,3.6253523075402527,2.422173609299211,0.1855595992532269,0.1861045784597209,105664512,43352064,11079680,44949504,43552768,15499264,36098048,10055680,44728320,2973696,8540160,40710.04035223726,0,0,0,0,0,4,5,9,4,3,24,3,4,4,4,2,14.533,21.2,0.4,75.333,0.667,24,0.533,127.6,17.333,5.867,0,0.0029707602339181286,0.003472457627118644,0.12142857142857143,0.004017775940471269,0.003,0.04984056122448979,0.0030588235294117644,0.001455555555555556,0.00748046875,0.002291666666666667,0.004608187134502923,0.007567632850241544,0.22428571428571428,0.051333333333333286,0.0046,0.19819767441860472,0.004705882352941176,0.004301269841269842,0.009751302083333333,0.004458333333333334
1705767510,0.7118114775279816,2.2854106494853066,0.3787199480182073,32.50805103957525,0.2617061146184211,7.877852316367708,0.5832879311183579,3.6253523075402527,2.8649566365007697,0.2236971706312164,0.18983571180873107,105664512,43352064,11079680,44949504,43552768,15499264,36098048,10055680,44711936,2973696,8540160,40710.04035223726,0,0,0,0,0,4,5,9,4,3,24,3,4,4,4,2,14.533,21.2,0.4,75.333,0.667,24,0.533,127.6,17.333,5.867,0,0.0029707602339181286,0.003472457627118644,0.12142857142857143,0.004017775940471269,0.003,0.04984056122448979,0.0030588235294117644,0.001455555555555556,0.00748046875,0.002291666666666667,0.004608187134502923,0.007567632850241544,0.22428571428571428,0.051333333333333286,0.0046,0.19819767441860472,0.004705882352941176,0.004301269841269842,0.009751302083333333,0.004458333333333334
1705767511,0.7118114775279816,2.2854106494853066,0.3787199480182073,32.50805103957525,0.2617061146184211,7.877852316367708,0.5832879311183579,3.6253523075402527,2.8649566365007697,0.2236971706312164,0.19356684515774128,105664512,43352064,11079680,44949504,43552768,15499264,36098048,10055680,44711936,2973696,8540160,40710.04035223726,0,0,0,0,0,4,5,9,4,3,24,3,4,4,4,2,14.533,21.2,0.4,75.333,0.667,24,0.533,134.667,17.333,5.867,0,0.0029707602339181286,0.003472457627118644,0.12142857142857143,0.004017775940471269,0.003,0.04984056122448979,0.0030588235294117644,0.001532676348547718,0.00748046875,0.002291666666666667,0.004608187134502923,0.007567632850241544,0.22428571428571428,0.051333333333333286,0.0046,0.19819767441860472,0.004705882352941176,0.00431649377593361,0.009751302083333333,0.004458333333333334
1705767512,0.7118114775279816,2.2854106494853066,0.3787199480182073,32.50805103957525,0.2617061146184211,7.877852316367708,0.611838307697533,3.6253523075402527,2.8649566365007697,0.2236971706312164,0.22386800094061116,105664512,43352064,11079680,44949504,43552768,15499264,35737600,10055680,44711936,2973696,8540160,40710.04035223726,0,0,0,0,0,4,5,9,4,3,24,3,4,4,4,2,14.533,22.6,0.4,75.333,0.667,24,0.533,134.667,17.333,5.867,0,0.0029707602339181286,0.003465872156013001,0.12142857142857143,0.004017775940471269,0.003,0.04984056122448979,0.0030588235294117644,0.001532676348547718,0.00748046875,0.002291666666666667,0.004608187134502923,0.007517412935323386,0.22428571428571428,0.051333333333333286,0.0046,0.19819767441860472,0.004705882352941176,0.00431649377593361,0.009751302083333333,0.004458333333333334
1705767513,0.7118114775279816,2.2854106494853066,0.3787199480182073,32.50805103957525,0.2617061146184211,7.877852316367708,0.5903831137140121,3.6253523075402527,2.8649566365007697,0.22506733822402208,0.22386800094061116,105664512,43352064,11079680,44949504,43552768,15499264,35737600,10055680,44711936,3108864,8540160,40710.04035223726,0,0,0,0,0,4,5,9,4,3,24,3,4,4,4,2,14.667,24,0.533,78.067,0.667,25.533,0.533,142.933,18.6,6.733,0,0.00297583081570997,0.003419672131147541,0.13214285714285715,0.004018995356690587,0.003,0.05042087542087542,0.0030588235294117644,0.00146969696969697,0.007483153638814017,0.0022827004219409287,0.004619335347432024,0.007245856353591161,0.22642857142857145,0.05193548387096787,0.0046,0.19994117647058823,0.004705882352941176,0.004305194805194807,0.009766172506738545,0.004456540084388186
1705767514,0.7118114775279816,2.2854106494853066,0.3787199480182073,32.50805103957525,0.2617061146184211,7.877852316367708,0.5903831137140121,3.6253523075402527,2.8649566365007697,0.22506733822402208,0.22386800094061116,105664512,43352064,11079680,44949504,43552768,15499264,35737600,10055680,44711936,3108864,8540160,40710.04035223726,0,0,0,0,0,4,5,9,4,3,24,3,4,4,4,2,14.667,24,0.533,78.067,0.667,25.533,0.533,142.933,18.6,6.733,0,0.00297583081570997,0.003419672131147541,0.13214285714285715,0.004018995356690587,0.003,0.05042087542087542,0.0030588235294117644,0.00146969696969697,0.007483153638814017,0.0022827004219409287,0.004619335347432024,0.007245856353591161,0.22642857142857145,0.05193548387096787,0.0046,0.19994117647058823,0.004705882352941176,0.004305194805194807,0.009766172506738545,0.004456540084388186
1705767515,0.7118114775279816,2.2854106494853066,0.38146194423508734,32.50805103957525,0.2617061146184211,7.877852316367708,0.5903831137140121,3.493805959994562,2.8649566365007697,0.22506733822402208,0.22386800094061116,105664512,43352064,11079680,44949504,43552768,15499264,35737600,10055680,44711936,3108864,8540160,40710.04035223726,0,0,0,0,0,4,5,9,4,3,24,3,4,4,4,2,14.667,24,0.533,78.067,0.667,25.533,0.533,142.933,18.6,6.733,0,0.00297583081570997,0.003419672131147541,0.13214285714285715,0.004018995356690587,0.003,0.05042087542087542,0.0030588235294117644,0.00146969696969697,0.007483153638814017,0.0022827004219409287,0.004619335347432024,0.007245856353591161,0.22642857142857145,0.05193548387096787,0.0046,0.19994117647058823,0.004705882352941176,0.004305194805194807,0.009766172506738545,0.004456540084388186
1705767516,0.7118114775279816,1.9575494467278935,0.38146194423508734,32.50805103957525,0.2617061146184211,7.877852316367708,0.5903831137140121,3.5429235656729334,2.8649566365007697,0.22506733822402208,0.22386800094061116,105664512,43352064,11079680,44949504,43552768,15499264,35737600,9990144,44711936,3108864,8540160,40710.04035223726,0,0,0,0,0,4,5,9,4,3,24,3,4,4,4,2,14.667,24.667,0.867,79.733,1,25.533,0.867,144.267,18.6,7.4,0,0.00297583081570997,0.0034091403699673555,0.1375,0.004008827238335435,0.003,0.05042087542087542,0.003121212121212121,0.0014709380913760478,0.007483153638814017,0.002288135593220339,0.004619335347432024,0.0071713483146067444,0.2275,0.05176549865229108,0.0046,0.19994117647058823,0.004818181818181819,0.00430543390105434,0.009766172506738545,0.004471186440677967
1705767517,0.7118114775279816,1.9194592692364718,0.38146194423508734,32.50805103957525,0.2617061146184211,6.73214999449063,0.5903831137140121,3.5429235656729334,2.778780422572903,0.22506733822402208,0.22386800094061116,105664512,43352064,11079680,44949504,43552768,15499264,35737600,9990144,44711936,3108864,8540160,40710.04035223726,0,0,0,0,0,4,5,9,4,3,24,3,4,4,4,2,14.667,24.667,0.867,78.861,1,25.533,0.867,144.333,18.667,7.4,0,0.00297583081570997,0.0034091403699673555,0.1375,0.00402454366918539,0.003,0.05042087542087542,0.003121212121212121,0.0014631693394944272,0.0074895688456189154,0.002288135593220339,0.004619335347432024,0.0071713483146067444,0.2275,0.05252703873198294,0.0046,0.19994117647058823,0.004818181818181819,0.0043048110899700995,0.009792767732962447,0.004471186440677967
1705767518,0.7298384372888892,1.8813690917450503,0.38146194423508734,32.50805103957525,0.2617061146184211,6.600852455884501,0.5903831137140121,3.5429235656729334,2.778780422572903,0.22506733822402208,0.19458544456202106,105664512,43352064,11079680,44949504,43552768,15499264,35737600,9990144,44711936,3108864,8540160,57644.67462283269,0,0,0,0,0,4,5,9,4,3,24,3,4,4,4,2,14.667,24.667,0.867,78.861,1,25.533,0.867,144.333,18.667,7.4,0,0.00297583081570997,0.0034091403699673555,0.1375,0.00402454366918539,0.003,0.05042087542087542,0.003121212121212121,0.0014631693394944272,0.0074895688456189154,0.002288135593220339,0.004619335347432024,0.0071713483146067444,0.2275,0.05252703873198294,0.0046,0.19994117647058823,0.004818181818181819,0.0043048110899700995,0.009792767732962447,0.004471186440677967
1705767519,0.7298384372888892,1.8432789142536283,0.38146194423508734,32.50805103957525,0.2617061146184211,6.469554917278372,0.5903831137140121,3.5429235656729334,2.778780422572903,0.22506733822402208,0.19085431121301089,105664512,43352064,11079680,44949504,43552768,15499264,35737600,9990144,44711936,3108864,8540160,57644.67462283269,0,0,0,0,0,4,5,9,4,3,24,3,4,4,4,2,14.667,24.667,0.867,78.861,1,26,0.867,144.333,18.667,7.4,0,0.00297583081570997,0.0034091403699673555,0.1375,0.00402454366918539,0.003,0.050682593856655286,0.003121212121212121,0.0014631693394944272,0.0074895688456189154,0.002288135593220339,0.004619335347432024,0.0071713483146067444,0.2275,0.05252703873198294,0.0046,0.20105882352941173,0.004818181818181819,0.0043048110899700995,0.009792767732962447,0.004471186440677967
1705767520,0.7298384372888892,2.2712327843428146,0.3484422068209698,32.50805103957525,0.2617061146184211,7.7519245822414415,0.5903831137140121,3.5429235656729334,2.778780422572903,0.22506733822402208,0.1871231778640007,105664512,43384832,11124736,44949504,43552768,15200256,35737600,9990144,44711936,3108864,8540160,57644.67462283269,0,0,0,0,0,4,5,9,4,3,24,3,4,4,4,2,14.667,24.667,0.867,78.861,1,26,0.867,144.333,18.667,7.4,0,0.00297583081570997,0.0034091403699673555,0.1375,0.00402454366918539,0.003,0.050682593856655286,0.003121212121212121,0.0014631693394944272,0.0074895688456189154,0.002288135593220339,0.004619335347432024,0.0071713483146067444,0.2275,0.05252703873198294,0.0046,0.20105882352941173,0.004818181818181819,0.0043048110899700995,0.009792767732962447,0.004471186440677967
1705767521,0.7298384372888892,2.070805047964561,0.3484422068209698,32.50805103957525,0.2617061146184211,6.607624292341168,0.5903831137140121,3.5429235656729334,2.778780422572903,0.22506733822402208,0.18339204451499053,105664512,43384832,11124736,44949504,43552768,15200256,35737600,9990144,44711936,3108864,8540160,57644.67462283269,0,0,0,0,0,4,5,9,4,3,24,3,4,4,4,2,14.667,24.667,0.867,78.861,1,26,0.867,144.333,18.667,7.4,0,0.00297583081570997,0.0034091403699673555,0.1375,0.00402454366918539,0.003,0.050682593856655286,0.003121212121212121,0.0014631693394944272,0.0074895688456189154,0.002288135593220339,0.004619335347432024,0.0071713483146067444,0.2275,0.05252703873198294,0.0046,0.20105882352941173,0.004818181818181819,0.0043048110899700995,0.009792767732962447,0.004471186440677967
1705767522,0.7298384372888892,2.070805047964561,0.3484422068209698,32.10502535313316,0.26255916839402016,7.735302470888926,0.5903831137140121,3.5429235656729334,2.778780422572903,0.22506733822402208,0.17966091116598035,105664512,43384832,11124736,44949504,43552768,15200256,35737600,9990144,44711936,3108864,8540160,57644.67462283269,0,0,0,0,0,4,5,9,4,3,24,3,4,4,4,2,14.667,24.667,0.867,78.861,1,26,0.867,144.333,18.667,7.4,0,0.00297583081570997,0.0034091403699673555,0.1375,0.00402454366918539,0.003,0.050682593856655286,0.003121212121212121,0.0014631693394944272,0.0074895688456189154,0.002288135593220339,0.004619335347432024,0.0071713483146067444,0.2275,0.05252703873198294,0.0046,0.20105882352941173,0.004818181818181819,0.0043048110899700995,0.009792767732962447,0.004471186440677967
1705767523,0.7298384372888892,2.070805047964561,0.3484422068209698,32.10502535313316,0.2672884924026104,7.735302470888926,0.5554919202437457,3.5429235656729334,2.778780422572903,0.22506733822402208,0.17592977781697014,105664512,43384832,11124736,44949504,43544576,15200256,36294656,9990144,44711936,3108864,8540160,57644.67462283269,0,0,0,0,0,4,5,9,4,3,24,3,4,4,4,2,15.067,24.667,0.867,78.861,1,26,0.867,144.333,18.667,7.867,0,0.002987786259541985,0.0034091403699673555,0.1375,0.00402454366918539,0.003,0.050682593856655286,0.003121212121212121,0.0014631693394944272,0.0074895688456189154,0.0023417721518987343,0.004621984732824428,0.0071713483146067444,0.2275,0.05252703873198294,0.0046,0.20105882352941173,0.004818181818181819,0.0043048110899700995,0.009792767732962447,0.004481856540084388
1705767524,0.7298384372888892,2.070805047964561,0.3484422068209698,32.10502535313316,0.2672884924026104,7.735302470888924,0.5554919202437457,3.5429235656729334,2.778780422572903,0.22506733822402208,0.1721986444679599,105664512,43384832,11124736,44949504,43544576,15200256,36294656,9990144,44711936,3108864,8540160,57644.67462283269,0,0,0,0,0,4,5,9,4,3,24,3,4,4,4,2,15.067,24.667,0.867,78.861,0.667,26,0.867,144.333,18.667,7.867,0,0.002987786259541985,0.0034091403699673555,0.1375,0.00402454366918539,0.003,0.050682593856655286,0.003121212121212121,0.0014631693394944272,0.0074895688456189154,0.0023417721518987343,0.004621984732824428,0.0071713483146067444,0.2275,0.05252703873198294,0.0046,0.20105882352941173,0.004818181818181819,0.0043048110899700995,0.009792767732962447,0.004481856540084388
1705767525,0.7298384372888892,2.070805047964561,0.3484422068209698,32.210455023933086,0.26728849240261043,7.735302470888924,0.5554919202437457,3.5429235656729334,2.778780422572903,0.22506733822402208,0.16846751111894975,105664512,43384832,11124736,45015040,43544576,15200256,36294656,9990144,44711936,3108864,8540160,57644.67462283269,0,0,0,0,0,4,5,9,4,3,24,3,4,4,4,2,15.067,24.667,0.867,78.861,0.667,26,0.867,144.333,18.667,7.867,0,0.002987786259541985,0.0034091403699673555,0.1375,0.00402454366918539,0.003,0.050682593856655286,0.003121212121212121,0.0014631693394944272,0.0074895688456189154,0.0023417721518987343,0.004621984732824428,0.0071713483146067444,0.2275,0.05252703873198294,0.0046,0.20105882352941173,0.004818181818181819,0.0043048110899700995,0.009792767732962447,0.004481856540084388
1705767526,0.7298384372888892,2.070805047964561,0.3484422068209698,32.210455023933086,0.26728849240261043,7.735302470888924,0.5554919202437457,3.5429235656729334,2.778780422572903,0.22506733822402208,0.2285811500510365,105664512,43384832,11124736,45015040,43544576,15200256,36294656,9990144,44711936,3108864,8536064,57644.67462283269,0,0,0,0,0,4,5,9,4,3,24,3,4,4,4,2,15.067,24.667,0.867,78.861,0.667,26,0.667,143.067,18.667,7.867,0,0.002987786259541985,0.0034091403699673555,0.1375,0.00402454366918539,0.003,0.050682593856655286,0.003121212121212121,0.001519913885898816,0.0074895688456189154,0.0023417721518987343,0.004621984732824428,0.0071713483146067444,0.2275,0.05252703873198294,0.0046,0.20105882352941173,0.004818181818181819,0.004316038751345532,0.009792767732962447,0.004481856540084388
1705767527,0.7298384372888892,2.070805047964561,0.3484422068209698,32.210455023933086,0.26728849240261043,7.735302470888924,0.5554919202437457,3.5429235656729334,2.778780422572903,0.22223025602260987,0.2285811500510365,105664512,43384832,11124736,45015040,43544576,15200256,36294656,9990144,44711936,3108864,8536064,57644.67462283269,0,0,0,0,0,4,5,9,4,3,24,3,4,4,4,2,15.067,24.867,0.867,78.861,0.667,26,0.667,143.067,18.667,7.867,0,0.002987786259541985,0.003395604395604395,0.1375,0.00402454366918539,0.003,0.050682593856655286,0.003121212121212121,0.001519913885898816,0.0074895688456189154,0.0023417721518987343,0.004621984732824428,0.007076023391812864,0.2275,0.05252703873198294,0.0046,0.20105882352941173,0.004818181818181819,0.004316038751345532,0.009792767732962447,0.004481856540084388
1705767528,0.5942587835885231,2.070805047964561,0.3484422068209698,32.210455023933086,0.26728849240261043,7.735302470888924,0.5554919202437457,2.877166171003058,2.778780422572903,0.22223025602260987,0.2285811500510365,105664512,43384832,11124736,45015040,43544576,15200256,36294656,9990144,44711936,3108864,8536064,46936.21556706447,0,0,0,0,0,4,5,9,4,3,24,3,4,4,4,2,15.267,24.8,0.667,79.795,0.667,25.733,0.667,138,18.067,7.733,0,0.0029876733436055465,0.003379578246392897,0.1392857142857143,0.003967474319731385,0.003,0.049767904509283825,0.003121212121212121,0.0014615384615384616,0.0074542897327707445,0.002330472103004292,0.004622187981510015,0.006957055214723925,0.22785714285714284,0.04962958339145971,0.0046,0.19815352697095448,0.004818181818181819,0.00430304895104895,0.009732770745428972,0.004479828326180257
