time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_diskio,cartservice_diskio,checkoutservice_diskio,emailservice_diskio,recommendationservice_diskio,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1705764963,4.266510809883321,2.6812994337835154,0.33794660557733797,24.482362109166612,0.2755767506317764,5.5076384887194925,0.6845224597497371,3.378806656744689,2.8834468650025027,0.22942852020795554,0.22751667677380236,98934784,42565632,10428416,42442752,43372544,13967360,26537984,9801728,43401216,2965504,8060928,79066.5751544269,0,,0,0,0,4,5,9,4,3,19,3,4,4,4,2,12.8,23.2,0.867,77.4,0.8,24.533,0.867,128.2,17.6,7.267,0.003154093097913323,0.0035879629629629634,0.1088235294117647,0.004297148114075437,0.003,0.049132390745501284,0.003363636363636364,0.001332748538011696,0.007625,0.0024229249011857705,0.004877367576243981,0.008202702702702704,0.24294117647058824,0.06050458715596326,0.0046,0.21572340425531908,0.007625000000000001,0.0042880701754385965,0.009930555555555554,0.004497233201581027
1705764964,4.266510809883321,2.6812994337835154,0.33794660557733797,25.004374094436688,0.2755767506317764,5.633788318395039,0.6845224597497371,3.378806656744689,2.8834468650025027,0.22942852020795554,0.22751667677380236,98934784,42565632,10428416,42442752,43372544,13967360,26537984,9801728,43401216,2965504,8060928,79066.5751544269,0,,0,0,0,4,5,9,4,3,19,3,4,4,4,2,12.8,23.2,0.867,77.4,0.8,24.533,0.867,128.2,17.6,7.267,0.003154093097913323,0.0035879629629629634,0.1088235294117647,0.004297148114075437,0.003,0.049132390745501284,0.003363636363636364,0.001332748538011696,0.007625,0.0024229249011857705,0.004877367576243981,0.008202702702702704,0.24294117647058824,0.06050458715596326,0.0046,0.21572340425531908,0.007625000000000001,0.0042880701754385965,0.009930555555555554,0.004497233201581027
1705764965,4.266510809883321,2.6812994337835154,0.33794660557733797,25.526386079706764,0.2755767506317764,5.759938148070583,0.6845224597497371,3.378806656744689,2.8834468650025027,0.22942852020795554,0.22751667677380236,98934784,42565632,10428416,42442752,43372544,13967360,26537984,9801728,43401216,2965504,8060928,79066.5751544269,0,,0,0,0,4,5,9,4,3,19,3,4,4,4,2,12.8,23.2,0.867,77.4,0.8,24.533,0.867,128.2,17.6,7.267,0.003154093097913323,0.0035879629629629634,0.1088235294117647,0.004297148114075437,0.003,0.049132390745501284,0.003363636363636364,0.001332748538011696,0.007625,0.0024229249011857705,0.004877367576243981,0.008202702702702704,0.24294117647058824,0.06050458715596326,0.0046,0.21572340425531908,0.007625000000000001,0.0042880701754385965,0.009930555555555554,0.004497233201581027
1705764966,4.266510809883321,2.6812994337835154,0.33794660557733797,26.04839806497684,0.2755767506317764,5.938547635760326,0.6845224597497371,2.9160884706775496,2.8834468650025027,0.22942852020795554,0.22751667677380236,98934784,42565632,10428416,42442752,43372544,14241792,26537984,9801728,43401216,2965504,8060928,79066.5751544269,0,,0,0,0,4,5,9,4,3,19,3,4,4,4,2,12.8,22.667,0.6,76.6,0.533,24.533,0.6,127.667,17.6,6.733,0.003154093097913323,0.0035937136204889407,0.095,0.004303142329020333,0.003,0.049132390745501284,0.0034666666666666674,0.00132883939038687,0.007625,0.0024136546184738952,0.004877367576243981,0.008219730941704036,0.2749999999999999,0.06043778801843319,0.0046,0.21572340425531908,0.009125000000000006,0.0042873388042203985,0.009930555555555554,0.004495582329317269
1705764967,4.266510809883321,2.6384270350170755,0.33794660557733797,26.570410050246917,0.2755767506317764,6.064584620654693,0.6845224597497371,2.859775026398472,2.3673950320063137,0.22942852020795554,0.22751667677380236,98934784,41312256,10428416,42442752,43372544,14241792,26537984,9801728,43401216,2965504,8060928,79066.5751544269,0,,0,0,0,4,5,9,4,3,19,3,4,4,4,2,12.8,22.667,0.6,71.992,0.533,24.533,0.6,127.333,17.267,6.733,0.003154093097913323,0.0035937136204889407,0.095,0.004271894527965184,0.003,0.049132390745501284,0.0034666666666666674,0.0013189858490566036,0.007571225071225071,0.0024136546184738952,0.004877367576243981,0.008219730941704036,0.2749999999999999,0.058953787933837744,0.0046,0.21572340425531908,0.009125000000000006,0.004285495283018869,0.00987891737891738,0.004495582329317269
1705764968,4.266510809883321,2.192749311119262,0.33794660557733797,27.092422035516993,0.27220888931554194,7.562219093662005,0.6845224597497371,3.323563261906565,2.414664937302701,0.22942852020795554,0.22751667677380236,98934784,41312256,10428416,42442752,43368448,14241792,26537984,10240000,43401216,2965504,8060928,79066.5751544269,0,,0,0,0,4,5,9,4,3,19,3,4,4,4,2,12.8,22.667,0.6,71.992,0.533,24.533,0.6,127.333,17.267,6.733,0.003154093097913323,0.0035937136204889407,0.095,0.004271894527965184,0.003,0.049132390745501284,0.0034666666666666674,0.0013189858490566036,0.007571225071225071,0.0024136546184738952,0.004877367576243981,0.008219730941704036,0.2749999999999999,0.058953787933837744,0.0046,0.21572340425531908,0.009125000000000006,0.004285495283018869,0.00987891737891738,0.004495582329317269
1705764969,4.266510809883321,2.2374381918561985,0.33794660557733797,31.32071911620462,0.27220888931554194,7.562219093662005,0.6845224597497371,3.323563261906565,2.395756975184146,0.22942852020795554,0.22751667677380236,98934784,41312256,10428416,42442752,43368448,14241792,26537984,10240000,43401216,2965504,8060928,79066.5751544269,0,,0,0,0,4,5,9,4,3,19,3,4,4,4,2,12.8,22.667,0.6,71.992,0.533,24.667,0.6,127.333,17.267,6.733,0.003154093097913323,0.0035937136204889407,0.095,0.004271894527965184,0.003,0.04821428571428571,0.0034666666666666674,0.0013189858490566036,0.007571225071225071,0.0024136546184738952,0.004877367576243981,0.008219730941704036,0.2749999999999999,0.058953787933837744,0.0046,0.21536866359446996,0.009125000000000006,0.004285495283018869,0.00987891737891738,0.004495582329317269
1705764970,4.266510809883321,2.2821270725931355,0.33794660557733797,31.32071911620462,0.27220888931554194,7.562219093662005,0.6845224597497371,3.323563261906565,2.3484870698877587,0.22942852020795554,0.19908220958038797,98934784,41312256,10428416,42442752,43368448,14241792,26537984,10240000,43401216,2965504,8060928,79066.5751544269,0,,0,0,0,4,5,9,4,3,19,3,4,4,4,2,12.8,22.667,0.6,71.992,0.533,24.667,0.6,127.333,17.267,6.733,0.003154093097913323,0.0035937136204889407,0.095,0.004271894527965184,0.003,0.04821428571428571,0.0034666666666666674,0.0013189858490566036,0.007571225071225071,0.0024136546184738952,0.004877367576243981,0.008219730941704036,0.2749999999999999,0.058953787933837744,0.0046,0.21536866359446996,0.009125000000000006,0.004285495283018869,0.00987891737891738,0.004495582329317269
1705764971,4.266510809883321,2.681332844216189,0.33794660557733797,31.32071911620462,0.27220888931554194,7.562219093662005,0.6845224597497371,3.323563261906565,2.3012171645913715,0.23188537041364796,0.24052338697548498,98934784,41312256,10428416,42442752,43368448,14241792,26537984,10240000,43401216,2965504,8060928,79066.5751544269,0,,0,0,0,4,5,9,4,3,19,3,4,4,4,2,12.8,22.667,0.6,71.992,0.533,24.667,0.6,127.333,17.267,6.733,0.003154093097913323,0.0035937136204889407,0.095,0.004271894527965184,0.003,0.04821428571428571,0.0034666666666666674,0.0013189858490566036,0.007571225071225071,0.0024136546184738952,0.004877367576243981,0.008219730941704036,0.2749999999999999,0.058953787933837744,0.0046,0.21536866359446996,0.009125000000000006,0.004285495283018869,0.00987891737891738,0.004495582329317269
1705764972,2.292811701869497,2.681332844216189,0.33794660557733797,31.32071911620462,0.27220888931554194,7.562219093662005,0.6845224597497371,3.323563261906565,2.253947259294984,0.23188537041364796,0.24052338697548498,98934784,41312256,10428416,42442752,43368448,14241792,26537984,10240000,43401216,2965504,8060928,59364.57307208341,0,,0,0,0,4,5,9,4,3,19,3,4,4,4,2,12.8,22.667,0.6,71.992,0.533,24.667,0.6,127.333,17.267,6.733,0.003154093097913323,0.0035937136204889407,0.095,0.004271894527965184,0.003,0.04821428571428571,0.0034666666666666674,0.0013189858490566036,0.007571225071225071,0.0024136546184738952,0.004877367576243981,0.008219730941704036,0.2749999999999999,0.058953787933837744,0.0046,0.21536866359446996,0.009125000000000006,0.004285495283018869,0.00987891737891738,0.004495582329317269
1705764973,2.340207591377556,2.681332844216189,0.3231496386615061,31.32071911620462,0.27220888931554194,7.562219093662005,0.6845224597497371,3.323563261906565,2.8665517670999634,0.23188537041364796,0.24052338697548498,98934784,41312256,10428416,42442752,43368448,14241792,26537984,10240000,43536384,2965504,8060928,60591.72868356403,0,,0,0,0,4,5,9,4,3,19,3,4,4,4,2,14.067,22.667,0.6,71.992,0.533,24.667,0.6,127.333,17.267,7.867,0.0031017488076311604,0.0035937136204889407,0.095,0.004271894527965184,0.003,0.04821428571428571,0.0034666666666666674,0.0013189858490566036,0.007571225071225071,0.0024772727272727277,0.004783147853736089,0.008219730941704036,0.2749999999999999,0.058953787933837744,0.0046,0.21536866359446996,0.009125000000000006,0.004285495283018869,0.00987891737891738,0.004507575757575758
1705764974,1.977475000000002,2.681332844216189,0.27572877564475784,31.32071911620462,0.27220888931554194,7.562219093662005,0.7285114220168667,3.323563261906565,2.8665517670999634,0.23188537041364796,0.24052338697548498,98934784,41312256,10428416,42442752,43368448,14241792,26537984,10240000,43536384,2965504,8060928,51200,0,,0,0,0,4,5,9,4,3,19,3,4,4,4,2,14.067,22.667,0.6,71.992,1.267,24.667,0.6,127.333,17.267,7.867,0.0031017488076311604,0.0035937136204889407,0.095,0.004271894527965184,0.003,0.04821428571428571,0.0034666666666666674,0.0013189858490566036,0.007571225071225071,0.0024772727272727277,0.004783147853736089,0.008219730941704036,0.2749999999999999,0.058953787933837744,0.0046,0.21536866359446996,0.009125000000000006,0.004285495283018869,0.00987891737891738,0.004507575757575758
1705764975,2.8433665635384435,2.681332844216189,0.27034294833373274,31.32071911620462,0.27220888931554194,7.562219093662005,0.7285114220168667,3.334523837331529,2.8665517670999634,0.23135394411629176,0.24052338697548498,99536896,41312256,10428416,42442752,43368448,14241792,26537984,10240000,43536384,2965504,8060928,46934.80004583477,0,,0,0,0,4,5,9,4,3,19,3,4,4,4,2,14.067,22.667,0.6,71.992,1.267,24.667,0.6,127.333,17.267,7.867,0.0031017488076311604,0.0035937136204889407,0.095,0.004271894527965184,0.003,0.04821428571428571,0.0034666666666666674,0.0013189858490566036,0.007571225071225071,0.0024772727272727277,0.004783147853736089,0.008219730941704036,0.2749999999999999,0.058953787933837744,0.0046,0.21536866359446996,0.009125000000000006,0.004285495283018869,0.00987891737891738,0.004507575757575758
1705764976,2.8433665635384435,2.681332844216189,0.26495712102270763,27.017252309638106,0.2793603815872646,7.562219093662005,0.7285114220168667,3.334523837331529,2.8665517670999634,0.23135394411629176,0.24052338697548498,99536896,41312256,10428416,42442752,43368448,14241792,26537984,10240000,43536384,2965504,8060928,46934.80004583477,0,,0,0,0,4,5,9,4,3,19,3,4,4,4,2,14.067,22.667,0.6,71.992,1.267,24.667,1.267,137.733,17.267,7.867,0.0031017488076311604,0.0035937136204889407,0.095,0.004271894527965184,0.003,0.04821428571428571,0.003444444444444444,0.001354622338874307,0.007571225071225071,0.0024772727272727277,0.004783147853736089,0.008219730941704036,0.2749999999999999,0.058953787933837744,0.0046,0.21536866359446996,0.009499999999999996,0.004293321668124818,0.00987891737891738,0.004507575757575758
1705764977,2.8433665635384435,2.681332844216189,0.2595712937116826,26.49524032436803,0.2793603815872646,7.562219093662005,0.7285114220168667,3.334523837331529,2.8665517670999634,0.23135394411629176,0.24052338697548498,99536896,41312256,10428416,42442752,43368448,14241792,26537984,10240000,43536384,2965504,8060928,46934.80004583477,0,,0,0,0,4,5,9,4,3,19,3,4,4,4,2,14.067,25.333,0.6,71.992,1.267,24.667,1.267,137.733,17.267,7.867,0.0031017488076311604,0.00368957345971564,0.095,0.004271894527965184,0.003,0.04821428571428571,0.003444444444444444,0.001354622338874307,0.007571225071225071,0.0024772727272727277,0.004783147853736089,0.008682572614107887,0.2749999999999999,0.058953787933837744,0.0046,0.21536866359446996,0.009499999999999996,0.004293321668124818,0.00987891737891738,0.004507575757575758
1705764978,2.8433665635384435,2.681332844216189,0.44693953258315805,25.973228339097954,0.2793603815872646,7.562219093662005,0.7285114220168667,3.334523837331529,2.8665517670999634,0.23135394411629176,0.26033654333502265,99536896,41312256,9936896,42442752,43368448,14241792,26537984,10240000,43536384,2965504,8085504,46934.80004583477,0,,0,0,0,4,5,9,4,3,19,3,4,4,4,2,15.733,27.867,1.333,81.459,1.267,27.933,1.267,151.133,19.4,8.133,0.003108108108108108,0.003794153471376371,0.09615384615384616,0.00438978428854639,0.003,0.04919871794871794,0.003444444444444444,0.0014124469589816124,0.007609154929577464,0.0024907749077490776,0.004794594594594594,0.009110894941634242,0.27000000000000013,0.060140568854422594,0.0046,0.227840909090909,0.009499999999999996,0.004317793493635078,0.009944366197183098,0.0045099630996309975
1705764979,2.8433665635384435,2.681332844216189,0.44693953258315805,25.45121635382787,0.2793603815872646,7.562219093662005,0.7285114220168667,3.334523837331529,2.8665517670999634,0.23135394411629176,0.26033654333502265,99536896,41312256,9936896,42442752,43368448,14241792,26537984,10240000,43536384,2965504,8085504,46934.80004583477,0,,0,0,0,4,5,9,4,3,19,3,4,4,4,2,15.733,27.867,1.333,81.459,1.267,27.933,1.267,151.133,19.4,8.133,0.003108108108108108,0.003794153471376371,0.09615384615384616,0.00438978428854639,0.003,0.04919871794871794,0.003444444444444444,0.0014124469589816124,0.007609154929577464,0.0024907749077490776,0.004794594594594594,0.009110894941634242,0.27000000000000013,0.060140568854422594,0.0046,0.227840909090909,0.009499999999999996,0.004317793493635078,0.009944366197183098,0.0045099630996309975
1705764980,2.8433665635384435,2.681332844216189,0.44693953258315805,24.9292043685578,0.2793603815872646,7.562219093662005,0.7285114220168667,3.334523837331529,2.8665517670999634,0.23135394411629176,0.26033654333502265,99536896,41312256,9936896,42442752,43368448,14241792,26537984,10240000,43536384,2965504,8085504,46934.80004583477,0,,0,0,0,4,5,9,4,3,19,3,4,4,4,2,15.733,27.867,1.333,81.459,1.267,27.933,1.267,151.133,19.4,8.133,0.003108108108108108,0.003794153471376371,0.09615384615384616,0.00438978428854639,0.003,0.04919871794871794,0.003444444444444444,0.0014124469589816124,0.007609154929577464,0.0024907749077490776,0.004794594594594594,0.009110894941634242,0.27000000000000013,0.060140568854422594,0.0046,0.227840909090909,0.009499999999999996,0.004317793493635078,0.009944366197183098,0.0045099630996309975
1705764981,2.8433665635384435,2.681332844216189,0.44693953258315805,32.1842213433274,0.2793603815872646,7.638345401324909,0.7285114220168667,3.334523837331529,2.8665517670999634,0.23135394411629176,0.26033654333502265,99536896,41312256,9936896,43065344,43368448,13996032,26537984,10240000,43536384,2965504,8085504,46934.80004583477,0,,0,0,0,4,5,9,4,3,21,3,4,4,4,2,15.733,28.8,1.8,82.926,1.733,27.933,1.733,152.133,19.4,9.067,0.003108108108108108,0.0037870813397129187,0.0953125,0.004394793040868896,0.003,0.04919871794871794,0.0035853658536585367,0.0014214969048958915,0.007609154929577464,0.0025224913494809693,0.004794594594594594,0.009102316602316604,0.27083333333333365,0.060449371151346236,0.0046,0.227840909090909,0.009187499999999998,0.00432031513787282,0.009944366197183098,0.004515570934256056
1705764982,2.8433665635384435,2.299376980557592,0.44693953258315805,32.1842213433274,0.2960611620795104,7.638345401324909,0.7285114220168667,3.3645981617194773,2.8665517670999634,0.23135394411629176,0.26033654333502265,99536896,41312256,9936896,43065344,43372544,13996032,26537984,9887744,43536384,2965504,8085504,46934.80004583477,0,,0,0,0,4,5,9,4,3,21,3,4,4,4,2,15.733,28.8,1.8,90.209,1.733,27.933,1.733,152.8,20.067,9.067,0.003108108108108108,0.0037870813397129187,0.0953125,0.004505223171889838,0.003,0.04919871794871794,0.0035853658536585367,0.0014312080536912743,0.0076553867403314916,0.0025224913494809693,0.004794594594594594,0.009102316602316604,0.27083333333333365,0.06254219409282698,0.0046,0.227840909090909,0.009187499999999998,0.004322035794183446,0.010182432432432395,0.004515570934256056
1705764983,2.843366563538444,2.254688099820656,0.44693953258315805,32.60989631092615,0.2960611620795104,7.638345401324909,0.7285114220168667,3.3645981617194773,2.8665517670999634,0.23135394411629182,0.26033654333502265,99536896,41312256,9936896,43065344,43372544,13996032,26537984,9887744,43536384,2965504,8085504,46934.800045834774,0,,0,0,0,4,5,9,4,3,21,3,4,4,4,2,15.733,28.8,1.8,90.209,1.733,27.933,1.733,152.8,20.067,9.067,0.003108108108108108,0.0037870813397129187,0.0953125,0.004505223171889838,0.003,0.04919871794871794,0.0035853658536585367,0.0014312080536912743,0.0076553867403314916,0.0025224913494809693,0.004794594594594594,0.009102316602316604,0.27083333333333365,0.06254219409282698,0.0046,0.227840909090909,0.009187499999999998,0.004322035794183446,0.010182432432432395,0.004515570934256056
1705764984,2.843366563538444,2.209999219083719,0.44693953258315805,32.60989631092615,0.2960611620795104,7.638345401324909,0.7285114220168667,3.3645981617194773,2.8665517670999634,0.23135394411629182,0.26033654333502265,99536896,41312256,9936896,43065344,43372544,13996032,26537984,9887744,43536384,2965504,8085504,46934.800045834774,0,,0,0,0,4,5,9,4,3,21,3,4,4,4,2,15.733,28.8,1.8,90.209,1.733,28.133,1.733,152.8,20.067,9.067,0.003108108108108108,0.0037870813397129187,0.0953125,0.004505223171889838,0.003,0.053697183098591554,0.0035853658536585367,0.0014312080536912743,0.0076553867403314916,0.0025224913494809693,0.004794594594594594,0.009102316602316604,0.27083333333333365,0.06254219409282698,0.0046,0.23978448275862063,0.009187499999999998,0.004322035794183446,0.010182432432432395,0.004515570934256056
1705764985,2.843366563538444,2.707061243921516,0.44693953258315805,32.60989631092615,0.2960611620795104,7.638345401324909,0.7285114220168667,3.266730392503952,2.8779213831165182,0.23135394411629182,0.26033654333502265,99536896,42643456,9936896,43065344,43372544,13996032,26537984,9887744,43536384,2965504,8085504,46934.800045834774,0,,0,0,0,4,5,9,4,3,21,3,4,4,4,2,15.733,28.8,1.8,90.209,1.733,28.133,1.733,152.8,20.067,9.067,0.003108108108108108,0.0037870813397129187,0.0953125,0.004505223171889838,0.003,0.053697183098591554,0.0035853658536585367,0.0014312080536912743,0.0076553867403314916,0.0025224913494809693,0.004794594594594594,0.009102316602316604,0.27083333333333365,0.06254219409282698,0.0046,0.23978448275862063,0.009187499999999998,0.004322035794183446,0.010182432432432395,0.004515570934256056
1705764986,2.843366563538444,2.225277389669713,0.44693953258315805,32.60989631092615,0.2960611620795104,7.638345401324909,0.7285114220168667,3.266730392503952,2.8779213831165182,0.23135394411629182,0.26033654333502265,99536896,42643456,9936896,43065344,43372544,13996032,26537984,9887744,43536384,2965504,8085504,46934.800045834774,0,,0,0,0,4,5,9,4,3,21,3,4,4,4,2,15.733,28.8,1.8,90.209,1.733,28.133,1.733,152.8,20.067,9.067,0.003108108108108108,0.0037870813397129187,0.0953125,0.004505223171889838,0.003,0.053697183098591554,0.0035853658536585367,0.0014312080536912743,0.0076553867403314916,0.0025224913494809693,0.004794594594594594,0.009102316602316604,0.27083333333333365,0.06254219409282698,0.0046,0.23978448275862063,0.009187499999999998,0.004322035794183446,0.010182432432432395,0.004515570934256056
1705764987,2.843366563538444,2.605558678847506,0.44693953258315805,32.60989631092615,0.2960611620795104,7.638345401324909,0.7285114220168667,3.266730392503952,2.8779213831165182,0.1838895038698154,0.26033654333502265,99536896,42643456,9936896,43065344,43372544,13996032,26537984,9887744,43536384,2965504,8085504,46934.800045834774,0,,0,0,0,4,5,9,4,3,21,3,4,4,4,2,15.733,28.8,1.8,90.209,1.733,28.133,1.733,152.8,20.067,9.067,0.003108108108108108,0.0037870813397129187,0.0953125,0.004505223171889838,0.003,0.053697183098591554,0.0035853658536585367,0.0014312080536912743,0.0076553867403314916,0.0025224913494809693,0.004794594594594594,0.009102316602316604,0.27083333333333365,0.06254219409282698,0.0046,0.23978448275862063,0.009187499999999998,0.004322035794183446,0.010182432432432395,0.004515570934256056
1705764988,2.843366563538444,2.605558678847506,0.44693953258315805,32.60989631092615,0.2960611620795104,7.638345401324909,0.7285114220168667,3.266730392503952,2.8779213831165182,0.2191704703314149,0.26033654333502265,99536896,42643456,9936896,43065344,43372544,13996032,26537984,9887744,43536384,2965504,8085504,46934.800045834774,0,,0,0,0,4,5,9,4,3,21,3,4,4,4,2,15.067,28.8,1.8,90.209,1.733,28.133,1.733,152.8,20.067,9.067,0.003111464968152866,0.0037870813397129187,0.0953125,0.004505223171889838,0.003,0.053697183098591554,0.0035853658536585367,0.0014312080536912743,0.0076553867403314916,0.0025017301038062286,0.004800636942675159,0.009102316602316604,0.27083333333333365,0.06254219409282698,0.0046,0.23978448275862063,0.009187499999999998,0.004322035794183446,0.010182432432432395,0.004511418685121107
1705764989,2.843366563538444,2.605558678847506,0.4271555996035676,32.60989631092615,0.2960611620795104,7.674850827430115,0.7285114220168667,3.266730392503952,2.8779213831165182,0.2191704703314149,0.25259445552568444,99536896,42643456,9936896,43065344,43372544,13996032,26537984,9887744,43536384,2965504,8085504,46934.800045834774,0,,0,0,0,4,5,9,4,3,21,3,4,4,4,2,15.067,28.8,1.8,90.209,1.467,28.133,1.733,152.8,20.067,9.067,0.003111464968152866,0.0037870813397129187,0.0953125,0.004505223171889838,0.003,0.053697183098591554,0.0035853658536585367,0.0014312080536912743,0.0076553867403314916,0.0025017301038062286,0.004800636942675159,0.009102316602316604,0.27083333333333365,0.06254219409282698,0.0046,0.23978448275862063,0.009187499999999998,0.004322035794183446,0.010182432432432395,0.004511418685121107
1705764990,2.843366563538444,2.605558678847506,0.4271555996035676,32.60989631092615,0.2960611620795104,7.674850827430115,0.7285114220168667,3.266730392503952,2.8779213831165182,0.2191704703314149,0.25259445552568444,99536896,42643456,9936896,43065344,43372544,13996032,26537984,9887744,43536384,2965504,8085504,46934.800045834774,0,,0,0,0,4,5,9,4,3,21,3,4,4,4,2,15.067,28.8,1.8,90.209,1.467,28.133,1.733,152.8,20.067,9.067,0.003111464968152866,0.0037870813397129187,0.0953125,0.004505223171889838,0.003,0.053697183098591554,0.0035853658536585367,0.0014312080536912743,0.0076553867403314916,0.0025017301038062286,0.004800636942675159,0.009102316602316604,0.27083333333333365,0.06254219409282698,0.0046,0.23978448275862063,0.009187499999999998,0.004322035794183446,0.010182432432432395,0.004511418685121107
1705764991,2.452657486648216,2.605558678847506,0.4271555996035676,32.60989631092615,0.2960611620795104,7.674850827430115,1.0296577563467124,3.266730392503952,2.81937784381094,0.2191704703314149,0.25259445552568444,99536896,42643456,9936896,43065344,43372544,13996032,26361856,9887744,43470848,2965504,8085504,52712.18068335371,0,,0,0,0,4,5,9,4,3,21,3,4,4,4,2,15.067,28.8,1.8,90.209,1.467,28.133,1.467,150.267,20.067,9.067,0.003111464968152866,0.0037870813397129187,0.0953125,0.004505223171889838,0.003,0.053697183098591554,0.0036,0.0015451505016722408,0.0076553867403314916,0.0025017301038062286,0.004800636942675159,0.009102316602316604,0.27083333333333365,0.06254219409282698,0.0046,0.23978448275862063,0.008777777777777782,0.004343812709030101,0.010182432432432395,0.004511418685121107
1705764992,2.043206758064685,2.605558678847506,0.4271555996035676,32.60989631092615,0.2960611620795104,7.674850827430115,1.3558802940146992,3.266730392503952,2.81937784381094,0.22518003843635817,0.25259445552568444,99536896,42643456,9936896,43065344,43372544,13996032,26361856,9887744,43470848,2965504,8085504,43912.32138644017,0,,0,0,0,4,5,9,4,3,21,3,4,4,4,2,15.067,27.867,1.8,90.209,1.467,28.133,1.467,150.267,20.067,9.067,0.003111464968152866,0.0037505995203836935,0.0953125,0.004505223171889838,0.003,0.053697183098591554,0.0036,0.0015451505016722408,0.0076553867403314916,0.0025017301038062286,0.004800636942675159,0.009063524590163935,0.27083333333333365,0.06254219409282698,0.0046,0.23978448275862063,0.008777777777777782,0.004343812709030101,0.010182432432432395,0.004511418685121107
1705764993,2.1450546585096775,2.605558678847506,0.4271555996035676,32.60989631092615,0.24110603187502821,7.674850827430115,1.3558802940146992,3.266730392503952,2.81937784381094,0.22518003843635817,0.25259445552568444,99459072,42643456,9936896,43065344,43372544,13996032,26361856,9887744,43470848,2965504,8085504,73942.43305586201,0,,0,0,0,4,5,9,4,3,21,3,4,4,4,2,14.333,26.2,1.4,85.342,1.467,26.333,1.467,142.467,18.867,8.8,0.003096153846153846,0.0037373493975903613,0.08863636363636362,0.004297661870503597,0.003,0.052559726962457344,0.0036,0.0015082076199045304,0.007628472222222221,0.0025017301038062286,0.004773076923076923,0.009076271186440674,0.24763157894736845,0.05807692307692311,0.0046,0.2333636363636364,0.008777777777777782,0.004326213185622888,0.009959027777777777,0.004511418685121107
1705764994,2.1450546585096775,2.605558678847506,0.41536881568189504,32.60989631092615,0.24609271298929974,7.674850827430115,1.3558802940146992,3.266730392503952,2.81937784381094,0.22518003843635817,0.25259445552568444,99459072,42643456,9973760,43065344,43372544,13996032,26361856,9887744,43470848,2965504,8085504,73942.43305586201,0,,0,0,0,4,5,9,4,3,21,3,4,4,4,2,14.333,26.2,1.4,85.342,1.467,26.333,1.467,142.467,18.867,8.8,0.003096153846153846,0.0037373493975903613,0.08863636363636362,0.004297661870503597,0.003,0.052559726962457344,0.0036,0.001508191069065879,0.007628472222222221,0.0025017301038062286,0.004773076923076923,0.009076271186440674,0.24763157894736845,0.05807692307692311,0.0046,0.2333636363636364,0.008777777777777782,0.004326209991923024,0.009959027777777777,0.004511418685121107
1705764995,2.1450546585096775,2.605558678847506,0.41536881568189504,32.60989631092615,0.2510793941035713,7.674850827430115,1.3558802940146992,3.266730392503952,2.81937784381094,0.22518003843635817,0.25259445552568444,99459072,42643456,9973760,43065344,43372544,13996032,26361856,9887744,43470848,2965504,8085504,73942.43305586201,0,,0,0,0,4,5,9,4,3,21,3,4,4,4,2,14.333,26.2,1.4,85.342,1.467,26.333,1.467,142.467,18.867,8.8,0.003096153846153846,0.0037373493975903613,0.08863636363636362,0.004297661870503597,0.003,0.052559726962457344,0.0036,0.001508174518070327,0.007628472222222221,0.0025017301038062286,0.004773076923076923,0.009076271186440674,0.24763157894736845,0.05807692307692311,0.0046,0.2333636363636364,0.008777777777777782,0.004326206798192883,0.009959027777777777,0.004511418685121107
