time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_diskio,cartservice_diskio,checkoutservice_diskio,emailservice_diskio,paymentservice_diskio,recommendationservice_diskio,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,frontend_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1705514060,0.7880293212906654,1.834321133201161,0.4710731317839479,29.590745939125668,0.33503230911249293,9.016026274897571,0.9784196102314356,3.3637646325722006,2.626051166169055,0.2876169137378566,0.2875334465669267,108584960,44310528,11337728,46006272,43364352,15552512,32964608,10391552,46374912,2969600,8663040,53616.0743504156,0,0,0,0,0,0,4,4,9,4,3,25,3,4,4,4,2,14.8,24.4,0.933,81,1.067,11.667,12.667,1.067,138.6,17.333,7.4,0,0.002997010463378176,0.003061151079136691,0.07999999999999999,0.0035388219544846052,0.0030416666666666665,0.04542748917748918,0.0034285714285714284,0.0017500633071663714,0.007003676470588235,0.002935103244837758,0.004599402092675635,0.004710071942446043,0.214,0.032646341463414615,0.0046749999999999995,0.17585526315789468,0.0071666666666666675,0.0043556849835401385,0.009453676470588234,0.004587020648967551
1705514061,0.7880293212906654,1.834321133201161,0.4710731317839479,29.590745939125668,0.33503230911249293,9.016026274897571,0.9784196102314356,3.3637646325722006,2.626051166169055,0.2876169137378566,0.2875334465669267,108584960,44310528,11337728,46006272,43364352,15552512,32964608,10391552,46374912,2969600,8663040,53616.0743504156,0,0,0,0,0,0,4,4,9,4,3,25,3,4,4,4,2,14.8,24.4,0.933,81,1.067,11.667,12.667,1.067,138.6,17.333,7.4,0,0.002997010463378176,0.003061151079136691,0.07999999999999999,0.0035388219544846052,0.0030416666666666665,0.04542748917748918,0.0034285714285714284,0.0017500633071663714,0.007003676470588235,0.002935103244837758,0.004599402092675635,0.004710071942446043,0.214,0.032646341463414615,0.0046749999999999995,0.17585526315789468,0.0071666666666666675,0.0043556849835401385,0.009453676470588234,0.004587020648967551
1705514062,0.7880293212906654,1.506236242774551,0.4710731317839479,29.590745939125668,0.33503230911249293,9.016026274897571,0.9784196102314356,3.3637646325722006,2.626051166169055,0.2876169137378566,0.2875334465669267,108584960,44310528,11337728,46006272,43364352,15552512,32964608,10391552,46374912,2969600,8663040,53616.0743504156,0,0,0,0,0,0,4,4,9,4,3,25,3,4,4,4,2,14.8,24.4,0.933,77.667,1.067,11.667,12.667,0.667,138.6,17.333,7.4,0,0.002997010463378176,0.003061151079136691,0.07999999999999999,0.003525632262474368,0.0030416666666666665,0.04542748917748918,0.003473684210526316,0.0017500633071663714,0.007003676470588235,0.002935103244837758,0.004599402092675635,0.004710071942446043,0.214,0.03231249999999999,0.0046749999999999995,0.17585526315789468,0.007388888888888888,0.0043556849835401385,0.009453676470588234,0.004587020648967551
1705514063,0.7880293212906654,1.536480735822512,0.4710731317839479,29.590745939125668,0.33503230911249293,8.538908327501678,0.9784196102314356,3.3637646325722006,2.626051166169055,0.2876169137378566,0.2875334465669267,108584960,44310528,11337728,46006272,43364352,15409152,32964608,10391552,46374912,2969600,8663040,53616.0743504156,0,0,0,0,0,0,4,4,9,4,3,25,3,4,4,4,2,14.8,24.4,0.933,77.667,1.067,11.667,12.667,0.667,138.6,17.333,7.4,0,0.002997010463378176,0.003061151079136691,0.07999999999999999,0.003525632262474368,0.0030416666666666665,0.04542748917748918,0.003473684210526316,0.0017500633071663714,0.007003676470588235,0.002935103244837758,0.004599402092675635,0.004710071942446043,0.214,0.03231249999999999,0.0046749999999999995,0.17585526315789468,0.007388888888888888,0.0043556849835401385,0.009453676470588234,0.004587020648967551
1705514064,0.7880293212906654,1.5667252288704727,0.4710731317839479,29.590745939125668,0.33503230911249293,8.538908327501678,0.9784196102314356,3.3637646325722006,2.626051166169055,0.24730820221336747,0.2875334465669267,108584960,44310528,11337728,46006272,43364352,15409152,32964608,10391552,46374912,2969600,8663040,53616.0743504156,0,0,0,0,0,0,4,4,9,4,3,25,3,4,4,4,2,14.8,24.4,0.933,77.667,1.067,11.667,12.667,0.667,138.6,17.333,7.4,0,0.002997010463378176,0.003061151079136691,0.07999999999999999,0.003525632262474368,0.0030416666666666665,0.04542748917748918,0.003473684210526316,0.0017500633071663714,0.007003676470588235,0.002935103244837758,0.004599402092675635,0.004710071942446043,0.214,0.03231249999999999,0.0046749999999999995,0.17585526315789468,0.007388888888888888,0.0043556849835401385,0.009453676470588234,0.004587020648967551
1705514065,0.7880293212906654,1.8146695828776567,0.4710731317839479,29.590745939125668,0.33503230911249293,8.538908327501678,0.9784196102314356,3.3637646325722006,2.626051166169055,0.2425145869844032,0.2875334465669267,108584960,44310528,11337728,46006272,43364352,15409152,32964608,10391552,46374912,2969600,8663040,53616.0743504156,0,0,0,0,0,0,4,4,9,4,3,25,3,4,4,4,2,14.8,24.4,0.933,77.667,1.067,11.667,12.667,0.667,138.6,17.333,7.4,0,0.002997010463378176,0.003061151079136691,0.07999999999999999,0.003525632262474368,0.0030416666666666665,0.04542748917748918,0.003473684210526316,0.0017500633071663714,0.007003676470588235,0.002935103244837758,0.004599402092675635,0.004710071942446043,0.214,0.03231249999999999,0.0046749999999999995,0.17585526315789468,0.007388888888888888,0.0043556849835401385,0.009453676470588234,0.004587020648967551
1705514066,0.7880293212906654,1.8146695828776567,0.4710731317839479,29.590745939125668,0.335032309112493,8.538908327501678,0.9784196102314356,3.3637646325722006,2.626051166169055,0.2377209717554389,0.2875334465669267,108584960,44310528,11337728,46006272,43364352,15409152,32964608,10391552,46374912,2969600,8663040,53616.0743504156,0,0,0,0,0,0,4,4,9,4,3,25,3,4,4,4,2,14.8,24.4,0.933,77.667,1.067,11.667,12.667,0.667,138.6,17.333,7.4,0,0.002997010463378176,0.003061151079136691,0.07999999999999999,0.003525632262474368,0.0030416666666666665,0.04542748917748918,0.003473684210526316,0.0017500633071663714,0.007003676470588235,0.002935103244837758,0.004599402092675635,0.004710071942446043,0.214,0.03231249999999999,0.0046749999999999995,0.17585526315789468,0.007388888888888888,0.0043556849835401385,0.009453676470588234,0.004587020648967551
1705514067,0.823503835413069,1.8146695828776567,0.4710731317839479,30.19149778150849,0.335032309112493,8.538908327501678,0.9784196102314356,3.3637646325722006,2.626051166169055,0.2329273565264746,0.2875334465669267,108584960,44310528,11337728,45260800,43364352,15409152,32964608,10391552,46374912,2969600,8663040,57916.504648449925,0,0,0,0,0,0,4,4,9,4,3,25,3,4,4,4,2,14.8,24.4,0.933,77.667,1.067,11.667,12.667,0.667,138.6,17.333,7.4,0,0.002997010463378176,0.003061151079136691,0.07999999999999999,0.003525632262474368,0.0030416666666666665,0.04542748917748918,0.003473684210526316,0.0017500633071663714,0.007003676470588235,0.002935103244837758,0.004599402092675635,0.004710071942446043,0.214,0.03231249999999999,0.0046749999999999995,0.17585526315789468,0.007388888888888888,0.0043556849835401385,0.009453676470588234,0.004587020648967551
1705514068,0.823503835413069,1.8146695828776567,0.4710731317839479,30.19149778150849,0.335032309112493,8.538908327501678,0.8021410104547387,3.3406640442234012,2.626051166169055,0.22813374129751035,0.2875334465669267,108584960,44310528,11337728,45260800,43364352,15409152,32964608,10354688,46374912,2969600,8663040,57916.504648449925,0,0,0,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.067,24.4,0.933,77.667,0.733,11.667,12.667,0.667,138.6,17.333,7.4,0,0.002997041420118343,0.003061151079136691,0.07999999999999999,0.003525632262474368,0.0030416666666666665,0.04542748917748918,0.003473684210526316,0.0017500633071663714,0.007003676470588235,0.002935103244837758,0.004599408284023669,0.004710071942446043,0.214,0.03231249999999999,0.0046749999999999995,0.17585526315789468,0.007388888888888888,0.0043556849835401385,0.009453676470588234,0.004587020648967551
1705514069,0.823503835413069,1.8146695828776567,0.4710731317839479,30.19149778150849,0.335032309112493,8.538908327501678,0.7858340169508815,3.3406640442234012,2.626051166169055,0.22334012606854609,0.2875334465669267,108584960,44310528,11337728,45260800,43364352,15409152,32964608,10354688,46374912,2969600,8663040,57916.504648449925,0,0,0,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.733,24.467,0.8,80.133,0.733,11.667,13,0.667,132.733,16.933,5.733,0,0.002997084548104956,0.0030589812332439677,0.08055555555555555,0.003535123966942148,0.0030416666666666665,0.045597826086956526,0.003473684210526316,0.0017854654056744653,0.006993440233236152,0.0029133097054119305,0.004599416909620992,0.004706166219839142,0.215,0.032447643979057555,0.0046749999999999995,0.1738666666666668,0.007388888888888888,0.004361871577899454,0.009433673469387756,0.0045826619410823865
1705514070,0.819746635343714,1.8146695828776567,0.4710731317839479,30.19149778150849,0.335032309112493,8.538908327501678,0.7695270234470242,3.4910977839211808,2.626051166169055,0.2893900387876293,0.2875334465669267,108490752,44310528,11337728,45260800,43364352,15409152,32964608,10354688,46374912,2977792,8663040,71943.26739412037,0,0,0,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.733,25.133,0.8,80.133,0.733,11.667,13,0.667,132.733,16.933,5.733,0,0.002997084548104956,0.003060230292294065,0.08055555555555555,0.003535123966942148,0.0030416666666666665,0.045597826086956526,0.003473684210526316,0.0017854654056744653,0.006993440233236152,0.0029133097054119305,0.004599416909620992,0.004708414526129317,0.215,0.032447643979057555,0.0046749999999999995,0.1738666666666668,0.007388888888888888,0.004361871577899454,0.009433673469387756,0.0045826619410823865
1705514071,0.819746635343714,1.8395966523305778,0.3114035660460262,30.19149778150849,0.335032309112493,8.538908327501678,0.7532200299431668,3.4910977839211808,2.626051166169055,0.29595311000411223,0.28131714315708367,108490752,44318720,11329536,45260800,43364352,15409152,32964608,10354688,46374912,2977792,8671232,71943.26739412037,0,0,0,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.733,25.133,0.8,80.133,0.733,11.667,13,0.667,132.733,16.933,5.733,0,0.002997084548104956,0.003060230292294065,0.08055555555555555,0.003535123966942148,0.0030416666666666665,0.045597826086956526,0.003473684210526316,0.0017854654056744653,0.006993440233236152,0.0029133097054119305,0.004599416909620992,0.004708414526129317,0.215,0.032447643979057555,0.0046749999999999995,0.1738666666666668,0.007388888888888888,0.004361871577899454,0.009433673469387756,0.0045826619410823865
1705514072,0.819746635343714,1.8395966523305778,0.3193810624382877,30.19149778150849,0.30787017279121115,8.538908327501678,0.7369130364393098,3.4910977839211808,2.626051166169055,0.29595311000411223,0.28131714315708367,108490752,44318720,11329536,45260800,43364352,15409152,32964608,10354688,46374912,2977792,8671232,71943.26739412037,0,0,0,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.733,25.133,0.8,80.133,0.733,11.667,13,0.667,132.733,16.933,5.733,0,0.002997084548104956,0.003060230292294065,0.08055555555555555,0.003535123966942148,0.0030416666666666665,0.045597826086956526,0.003473684210526316,0.0017854654056744653,0.006993440233236152,0.0029133097054119305,0.004599416909620992,0.004708414526129317,0.215,0.032447643979057555,0.0046749999999999995,0.1738666666666668,0.007388888888888888,0.004361871577899454,0.009433673469387756,0.0045826619410823865
1705514073,0.819746635343714,1.8395966523305778,0.32735855883054926,30.19149778150849,0.3525963870441301,8.538908327501678,0.7206060429354524,3.4910977839211808,2.5672890510426716,0.29595311000411223,0.28131714315708367,108490752,44318720,11329536,45260800,43364352,15409152,32964608,10354688,46342144,2977792,8671232,71943.26739412037,0,0,0,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.733,25.133,0.8,80.133,0.733,13.267,13,0.667,132.733,16.933,5.733,0,0.002997084548104956,0.003060230292294065,0.08055555555555555,0.003535123966942148,0.0030416666666666665,0.045778867102396516,0.003473684210526316,0.0017854654056744653,0.006993440233236152,0.0029133097054119305,0.004599416909620992,0.004708414526129317,0.215,0.032447643979057555,0.0046749999999999995,0.1737608695652174,0.007388888888888888,0.004361871577899454,0.009433673469387756,0.0045826619410823865
1705514074,0.819746635343714,1.8395966523305778,0.33533605522281074,30.19149778150849,0.3525963870441301,8.538908327501678,0.7042990494315953,3.4910977839211808,2.5672890510426716,0.29595311000411223,0.30206871244438266,108490752,44318720,11329536,45260800,43364352,15409152,32964608,10354688,46342144,2977792,8671232,71943.26739412037,0,0,0,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.733,25.4,0.933,80.667,0.867,13.267,13,0.8,134.2,18,6,0,0.002997084548104956,0.003061619718309859,0.08055555555555556,0.0035367697594501715,0.0030384615384615385,0.045778867102396516,0.003487804878048781,0.0017893822872736295,0.007005730659025789,0.00291540487328355,0.004599416909620992,0.004710915492957747,0.21543478260869567,0.03262953367875649,0.004669230769230768,0.1737608695652174,0.007450000000000002,0.004362639543537584,0.009424068767908309,0.00458308097465671
1705514075,0.819746635343714,1.8395966523305778,0.3433135516150722,30.19149778150849,0.3525963870441301,5.358945859428796,0.6879920559277379,3.491097783921181,2.5672890510426716,0.29595311000411223,0.30206871244438266,108490752,44318720,11329536,45260800,43364352,15409152,32964608,10354688,46342144,2977792,8671232,71943.26739412037,0,0,0,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.733,25.4,0.933,80.667,0.867,13.267,13,0.8,134.2,18,6,0,0.002997084548104956,0.003061619718309859,0.08055555555555556,0.0035367697594501715,0.0030384615384615385,0.045778867102396516,0.003487804878048781,0.0017893822872736295,0.007005730659025789,0.00291540487328355,0.004599416909620992,0.004710915492957747,0.21543478260869567,0.03262953367875649,0.004669230769230768,0.1737608695652174,0.007450000000000002,0.004362639543537584,0.009424068767908309,0.00458308097465671
1705514076,0.819746635343714,1.8395966523305778,0.3512910480073338,30.19149778150849,0.3525963870441301,5.489310047458447,0.6716850624238807,3.491097783921181,2.5672890510426716,0.29595311000411223,0.30206871244438266,108490752,44318720,11329536,45260800,43364352,15409152,32964608,10354688,46342144,2977792,8671232,71943.26739412037,0,0,0,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.733,25.4,0.933,80.667,0.867,13.267,13,0.8,134.2,18,6,0,0.002997084548104956,0.003061619718309859,0.08055555555555556,0.0035367697594501715,0.0030384615384615385,0.045778867102396516,0.003487804878048781,0.0017893822872736295,0.007005730659025789,0.00291540487328355,0.004599416909620992,0.004710915492957747,0.21543478260869567,0.03262953367875649,0.004669230769230768,0.1737608695652174,0.007450000000000002,0.004362639543537584,0.009424068767908309,0.00458308097465671
1705514077,0.819746635343714,1.8395966523305778,0.3592685443995952,25.318575932984555,0.3525963870441301,5.6196742354880955,0.7107241801635104,3.491097783921181,2.566971969340563,0.29595311000411223,0.30206871244438266,108490752,44318720,11329536,45260800,43364352,15409152,32964608,10354688,46342144,2977792,8671232,71943.26739412037,0,0,0,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.733,25.4,0.933,83.067,0.867,13.267,13,1.333,134.2,18,6,0,0.002997084548104956,0.003061619718309859,0.08055555555555556,0.003527833668678739,0.0030384615384615385,0.045778867102396516,0.003444444444444444,0.0017893822872736295,0.007005730659025789,0.00291540487328355,0.004599416909620992,0.004710915492957747,0.21543478260869567,0.03294354838709678,0.004669230769230768,0.1737608695652174,0.007249999999999999,0.004362639543537584,0.009424068767908309,0.00458308097465671
1705514078,0.819746635343714,1.8395966523305778,0.3672460407918568,30.289000996512215,0.3525963870441301,5.750038423517743,0.6932290004627544,3.491097783921181,2.566971969340563,0.29595311000411223,0.30206871244438266,108490752,44318720,11329536,45260800,43364352,15409152,32964608,10354688,46342144,2977792,8671232,71943.26739412037,0,0,0,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.733,25.4,0.933,83.067,0.867,13.267,13,1.333,134.2,18,6,0,0.002997084548104956,0.003061619718309859,0.08055555555555556,0.003527833668678739,0.0030384615384615385,0.045778867102396516,0.003444444444444444,0.0017893822872736295,0.007005730659025789,0.00291540487328355,0.004599416909620992,0.004710915492957747,0.21543478260869567,0.03294354838709678,0.004669230769230768,0.1737608695652174,0.007249999999999999,0.004362639543537584,0.009424068767908309,0.00458308097465671
1705514079,0.819746635343714,1.8250721618433525,0.37522353718411827,30.289000996512215,0.3525963870441301,5.880402611547392,0.6757338207619984,3.491097783921181,2.566971969340563,0.29595311000411223,0.30206871244438266,108490752,44318720,11329536,45260800,43364352,15409152,32964608,10354688,46342144,2977792,8671232,71943.26739412037,0,0,0,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.733,25.4,0.933,83.067,0.867,13.267,13,1.333,134.2,18,6,0,0.002997084548104956,0.003061619718309859,0.08055555555555556,0.003527833668678739,0.0030384615384615385,0.045778867102396516,0.003444444444444444,0.0017893822872736295,0.007005730659025789,0.00291540487328355,0.004599416909620992,0.004710915492957747,0.21543478260869567,0.03294354838709678,0.004669230769230768,0.1737608695652174,0.007249999999999999,0.004362639543537584,0.009424068767908309,0.00458308097465671
1705514080,0.819746635343714,1.8250721618433525,0.38320103357637986,30.289000996512215,0.3525963870441301,6.010766799577042,0.6582386410612424,3.491097783921181,2.566971969340563,0.29595311000411223,0.30206871244438266,108490752,44318720,11329536,45260800,43364352,15409152,32964608,10354688,46342144,2977792,8671232,71943.26739412037,0,0,0,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.733,25.4,0.933,83.067,0.867,13.267,13,1.333,134.2,18,6,0,0.002997084548104956,0.003061619718309859,0.08055555555555556,0.003527833668678739,0.0030384615384615385,0.045778867102396516,0.003444444444444444,0.0017893822872736295,0.007005730659025789,0.00291540487328355,0.004599416909620992,0.004710915492957747,0.21543478260869567,0.03294354838709678,0.004669230769230768,0.1737608695652174,0.007249999999999999,0.004362639543537584,0.009424068767908309,0.00458308097465671
1705514081,0.819746635343714,1.8250721618433525,0.3911785299686414,30.289000996512215,0.3525963870441301,6.14113098760669,0.8860003723855446,3.491097783921181,2.566971969340563,0.29595311000411223,0.30206871244438266,108490752,44318720,11329536,45260800,43364352,15409152,32600064,10354688,46342144,2977792,8671232,71943.26739412037,0,0,0,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.733,25.4,0.933,83.067,0.867,13.267,13,1.333,134.2,18,6,0,0.002997084548104956,0.003061619718309859,0.08055555555555556,0.003527833668678739,0.0030384615384615385,0.045778867102396516,0.003444444444444444,0.0017893822872736295,0.007005730659025789,0.00291540487328355,0.004599416909620992,0.004710915492957747,0.21543478260869567,0.03294354838709678,0.004669230769230768,0.1737608695652174,0.007249999999999999,0.004362639543537584,0.009424068767908309,0.00458308097465671
1705514082,0.819746635343714,1.8250721618433525,0.39915602636090286,30.289000996512215,0.3525963870441301,6.271495175636339,0.8860003723855446,3.491097783921181,2.566971969340563,0.2948157964484485,0.30206871244438266,108490752,44318720,11329536,45260800,43364352,15409152,32600064,10354688,46342144,2973696,8671232,71943.26739412037,0,0,0,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.733,25.4,0.933,83.067,0.867,13.267,13,1.333,134.2,18,6,0,0.002997084548104956,0.003061619718309859,0.08055555555555556,0.003527833668678739,0.0030384615384615385,0.045778867102396516,0.003444444444444444,0.0017893822872736295,0.007005730659025789,0.00291540487328355,0.004599416909620992,0.004710915492957747,0.21543478260869567,0.03294354838709678,0.004669230769230768,0.1737608695652174,0.007249999999999999,0.004362639543537584,0.009424068767908309,0.00458308097465671
1705514083,0.819746635343714,1.8250721618433525,0.47864978353569076,30.289000996512215,0.3525963870441301,6.3323752514461855,0.8860003723855446,3.3709569507332664,2.566971969340563,0.2948157964484485,0.30206871244438266,108490752,44318720,11329536,45260800,43364352,15409152,32600064,10354688,46342144,2973696,8671232,71943.26739412037,0,0,0,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.867,25.4,0.933,83.067,1.133,13.267,13,1.333,134.2,18,6,0,0.002997105643994211,0.003061619718309859,0.08055555555555556,0.003527833668678739,0.0030392156862745095,0.045778867102396516,0.003444444444444444,0.0017893822872736295,0.007005730659025789,0.00291540487328355,0.004599421128798843,0.004710915492957747,0.21543478260869567,0.03294354838709678,0.004670588235294118,0.1737608695652174,0.007249999999999999,0.004362639543537584,0.009424068767908309,0.00458308097465671
1705514084,0.5484124846447955,1.8250721618433525,0.47864978353569076,30.93128459433317,0.3525963870441301,6.202011063416537,0.8860003723855446,2.851857671628267,2.566971969340563,0.2948157964484485,0.30206871244438266,108490752,44318720,11329536,45518848,43364352,15409152,32600064,10354688,46342144,2973696,8671232,63992.978715185236,0,0,0,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.4,25.667,1.2,82.333,1.133,13.267,13.267,1.333,144.667,18.8,8.067,0,0.002997105643994211,0.0030584070796460176,0.08333333333333334,0.0035036496350364962,0.0030392156862745095,0.04564516129032258,0.003444444444444444,0.0017865792129162464,0.00700214899713467,0.0029446153846153845,0.004599421128798843,0.004705132743362831,0.21454545454545462,0.032160326086956494,0.004670588235294118,0.1726872246696036,0.007249999999999999,0.004362966700302725,0.00940616045845272,0.004588923076923077
1705514085,0.5619722829991818,1.5773845212567397,0.4774446760388484,30.93128459433317,0.3525963870441301,6.071646875386887,0.8860003723855446,2.7956750557827124,2.566971969340563,0.2948157964484485,0.30206871244438266,108490752,44318720,11354112,45518848,43364352,15409152,32600064,10354688,46342144,2973696,8671232,65575.2400818944,0,0,0,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.4,25.333,1.2,82.333,1.133,13.267,13.267,1.333,144.667,18.8,8.067,0,0.002997105643994211,0.0030535236396074935,0.08333333333333334,0.0035036496350364962,0.0030392156862745095,0.04564516129032258,0.003444444444444444,0.0017865792129162464,0.00700214899713467,0.0029446153846153845,0.004599421128798843,0.004696342551293488,0.21454545454545462,0.032160326086956494,0.004670588235294118,0.1726872246696036,0.007249999999999999,0.004362966700302725,0.00940616045845272,0.004588923076923077
1705514086,0.575532081353568,1.5469666518926835,0.4774446760388484,30.93128459433317,0.3525963870441301,5.941282687357238,0.8860003723855446,2.739492439937158,2.566971969340563,0.29550871797191147,0.30206871244438266,108490752,44318720,11354112,45518848,43364352,15409152,32600064,10354688,46342144,2973696,8671232,67157.50144860355,0,0,0,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.4,25.333,1.2,82.333,1.133,13.267,13.267,1.333,144.667,18.8,8.067,0,0.002997105643994211,0.0030535236396074935,0.08333333333333334,0.0035036496350364962,0.0030392156862745095,0.04564516129032258,0.003444444444444444,0.0017865792129162464,0.00700214899713467,0.0029446153846153845,0.004599421128798843,0.004696342551293488,0.21454545454545462,0.032160326086956494,0.004670588235294118,0.1726872246696036,0.007249999999999999,0.004362966700302725,0.00940616045845272,0.004588923076923077
1705514087,0.5866809459786776,1.5165487825286277,0.4774446760388484,30.93128459433317,0.3525963870441301,5.81091849932759,0.8860003723855446,3.396121516301435,2.605154516640233,0.29550871797191147,0.17234297481807942,108490752,44318720,11354112,45518848,43364352,15409152,32600064,10551296,46170112,2973696,8667136,34462.75968992248,0,0,0,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.4,25.333,1.2,82.333,1.133,13.267,13.267,1.333,144.667,18.8,8.067,0,0.002997105643994211,0.0030535236396074935,0.08333333333333334,0.0035036496350364962,0.0030392156862745095,0.04564516129032258,0.003444444444444444,0.0017865792129162464,0.00700214899713467,0.0029446153846153845,0.004599421128798843,0.004696342551293488,0.21454545454545462,0.032160326086956494,0.004670588235294118,0.1726872246696036,0.007249999999999999,0.004362966700302725,0.00940616045845272,0.004588923076923077
1705514088,0.6001942696220883,1.486130913164572,0.4774446760388484,30.93128459433317,0.3459533840717622,5.680554311297939,0.8860003723855446,3.396121516301434,2.605154516640233,0.29550871797191147,0.17684634823489243,108490752,44318720,11354112,45518848,43364352,15409152,32600064,10551296,46170112,2973696,8667136,35256.558139534885,0,0,0,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.4,25.333,1.2,82.333,1.133,12.667,13.267,1.333,144.667,18.8,8.067,0,0.002997105643994211,0.0030535236396074935,0.08333333333333334,0.0035036496350364962,0.0030392156862745095,0.045120041753653445,0.003444444444444444,0.0017865792129162464,0.00700214899713467,0.0029446153846153845,0.004599421128798843,0.004696342551293488,0.21454545454545462,0.032160326086956494,0.004670588235294118,0.17097727272727276,0.007249999999999999,0.004362966700302725,0.00940616045845272,0.004588923076923077
1705514089,0.6137075932654991,1.455713043800516,0.4774446760388484,30.93128459433317,0.3319790908489373,8.249112503834786,0.8860003723855446,3.396121516301434,2.605154516640233,0.29550871797191147,0.18134972165170543,108490752,44318720,11354112,45518848,43364352,15323136,32600064,10551296,46170112,2973696,8667136,36050.35658914729,0,0,0,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.4,25.2,1.133,82.133,1.067,12.667,13.267,1.267,144.667,18.933,7.933,0,0.002997105643994211,0.0030504959422903515,0.08392857142857142,0.003500333555703803,0.003045454545454545,0.045120041753653445,0.0034,0.0017771283354510797,0.007007959479015919,0.002942122186495177,0.004599421128798843,0.004690892696122633,0.2125,0.0315135135135136,0.004681818181818182,0.17097727272727276,0.007,0.004360304955527317,0.009401591895803184,0.004588424437299035
1705514090,0.6272209169089099,1.4252951744364601,0.4774446760388484,30.93128459433317,0.3319790908489373,8.249112503834786,0.8860003723855446,3.396121516301434,2.605154516640233,0.29550871797191147,0.18585309506851838,108490752,44318720,11354112,45518848,43364352,15323136,32600064,10551296,46170112,2973696,8667136,36844.155038759694,0,0,0,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.4,25.2,1.133,82.133,1.067,12.667,13.267,1.267,144.667,18.933,7.933,0,0.002997105643994211,0.0030504959422903515,0.08392857142857142,0.003500333555703803,0.003045454545454545,0.045120041753653445,0.0034,0.0017771283354510797,0.007007959479015919,0.002942122186495177,0.004599421128798843,0.004690892696122633,0.2125,0.0315135135135136,0.004681818181818182,0.17097727272727276,0.007,0.004360304955527317,0.009401591895803184,0.004588424437299035
1705514091,0.6407342405523206,1.3888925386209763,0.4774446760388484,30.93128459433317,0.3319790908489373,8.249112503834786,0.8860003723855446,3.396121516301434,2.605154516640233,0.29550871797191147,0.19035646848533141,108490752,44318720,11354112,45518848,43364352,15323136,32600064,10551296,46170112,2973696,8667136,37637.9534883721,0,0,0,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.4,25.2,1.133,82.133,1.067,12.667,13.267,1.267,144.667,18.933,7.933,0,0.002997105643994211,0.0030504959422903515,0.08392857142857142,0.003500333555703803,0.003045454545454545,0.045120041753653445,0.0034,0.0017771283354510797,0.007007959479015919,0.002942122186495177,0.004599421128798843,0.004690892696122633,0.2125,0.0315135135135136,0.004681818181818182,0.17097727272727276,0.007,0.004360304955527317,0.009401591895803184,0.004588424437299035
