time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts-db_diskio,catalogue-db_diskio,orders-db_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,carts_error,catalogue_error,front-end_error,orders_error,payment_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705614320,0.1464154002027123,0.4516217170686602,0.05798883953991598,0.06624441200268541,2.3622405531531534,0.1532998234979105,0.34233483294889067,0.035222378827030276,0.13373407226393408,0.6827267378331172,0.00016953012322563842,0.16184469050112066,0.10924997877649256,0.07423095125410699,0.6040313788060223,216801280,135614464,5218304,432451584,71819264,331268096,69402624,3489792,267849728,98447360,4575232,3047424,307052544,8159232,110358528,373048.8280886972,0,177724.99942908034,17873.974515622274,0,0,152490.36032442492,11,10,7,4,2,7,5,4,3,11,1,3,4,20,10,0,1.933,6.333,0,0,0,0,0,0,0,0,0,NaN,0.0031052631578947372,0.03660714285714286,NaN,NaN,NaN,NaN,NaN,0.004789473684210527,0.080625,NaN,NaN,NaN,NaN
1705614321,0.1464154002027123,0.4516217170686602,0.05798883953991598,0.06600110434916348,2.4211442386568387,0.1532998234979105,0.34233483294889067,0.035222378827030276,0.13373407226393408,0.6827267378331172,0.00016953012322563842,0.1365145609798516,0.11153161714512587,0.07423095125410699,0.6040313788060223,216801280,135614464,5218304,432451584,71819264,331268096,69402624,3489792,267849728,98447360,4575232,3047424,307052544,8159232,110358528,373048.8280886972,0,177724.99942908034,17873.974515622274,0,0,152490.36032442492,11,10,7,4,2,7,5,4,3,11,1,3,4,20,10,0,1.933,6.333,0,0,0,0,0,0,0,0,0,NaN,0.0031052631578947372,0.03660714285714286,NaN,NaN,NaN,NaN,NaN,0.004789473684210527,0.080625,NaN,NaN,NaN,NaN
1705614322,0.07763721176489616,0.4516217170686602,0.05798883953991598,0.14251410866439004,2.480047924160524,0.15390902456819158,0.34233483294889067,0.035222378827030276,0.13373407226393408,0.6943955593402698,0.00016953012322563842,0.1652543598345836,0.11381325551375919,0.07423095125410699,0.6040313788060224,216801280,135614464,5218304,432451584,71819264,331268096,69402624,3489792,267849728,98447360,4575232,3047424,307052544,8159232,110358528,373048.8280886972,0,177724.99942908034,17873.974515622274,0,0,152490.36032442495,11,10,7,4,2,7,5,4,3,11,1,3,4,20,10,0,1.933,6.333,0,0,0,0,0,0,0,0,0,NaN,0.0031052631578947372,0.03660714285714286,NaN,NaN,NaN,NaN,NaN,0.004789473684210527,0.080625,NaN,NaN,NaN,NaN
1705614323,0.07968961310690652,0.34328048488737634,0.05798883953991598,0.14251410866439004,2.777140195246584,0.15390902456819158,0.34233483294889067,0.035222378827030276,0.13373407226393408,0.6943955593402698,0.00016953012322563842,0.1652543598345836,0.1160948938823925,0.07423095125410699,0.6040313788060224,216801280,135614464,5218304,432451584,64385024,331268096,69402624,3489792,267849728,98447360,4575232,3047424,307052544,8159232,110358528,353508.9669959415,0,177724.99942908034,17873.974515622274,0,0,152490.36032442495,11,10,7,4,6,7,5,4,3,11,1,3,4,20,10,0,1.933,6.333,0,0,0,0,0,0,0,0,0,NaN,0.0031052631578947372,0.03660714285714286,NaN,NaN,NaN,NaN,NaN,0.004789473684210527,0.080625,NaN,NaN,NaN,NaN
1705614324,0.08174201444891686,0.35089493797392,0.07358746857027537,0.14251410866439004,2.841633718716578,0.15390902456819158,0.34233483294889067,0.035222378827030276,0.13373407226393408,0.6943955593402698,0.00016953012322563842,0.1652543598345836,0.1347941476692912,0.07957095709570275,0.6011939002550626,216801280,135614464,5218304,432451584,64385024,331268096,69402624,3489792,267849728,98447360,4575232,3047424,307052544,8159232,110362624,361350.30247338995,0,177724.99942908034,17873.974515622274,0,0,133369.51212894122,11,10,7,4,6,7,5,4,3,11,1,3,4,20,10,0,1.933,6.333,0,0,0,0,0,0,0,0,0,NaN,0.0031052631578947372,0.03660714285714286,NaN,NaN,NaN,NaN,NaN,0.004789473684210527,0.080625,NaN,NaN,NaN,NaN
1705614325,0.0837944157909272,0.35850939106046364,0.07358746857027537,0.14251410866439004,2.906127242186572,0.15390902456819158,0.34233483294889067,0.035222378827030276,0.13373407226393408,0.6943955593402698,0.00016953012322563842,0.1652543598345836,0.1347941476692912,0.07957095709570275,0.6011939002550626,216801280,135614464,5218304,432451584,64385024,331268096,69402624,3489792,267849728,98447360,4575232,3047424,307052544,8159232,110362624,369191.6379508385,0,177724.99942908034,17873.974515622274,0,0,133369.51212894122,11,10,7,4,6,7,5,4,3,11,1,3,4,20,10,0,1.933,6.333,0,0,0,0,0,0,0,0,0,NaN,0.0031052631578947372,0.03660714285714286,NaN,NaN,NaN,NaN,NaN,0.004789473684210527,0.080625,NaN,NaN,NaN,NaN
1705614326,0.08584681713293753,0.36612384414700727,0.07358746857027537,0.14251410866439004,2.9706207656565664,0.15390902456819158,0.34233483294889067,0.035222378827030276,0.13373407226393408,0.6943955593402698,0.00016953012322563842,0.1652543598345836,0.1347941476692912,0.07957095709570275,0.6011939002550626,216801280,135614464,5218304,432451584,64385024,331268096,69402624,3489792,267849728,98447360,4575232,3047424,307052544,8159232,110362624,377032.97342828696,0,177724.99942908034,17873.974515622274,0,0,133369.51212894122,11,10,7,4,6,7,5,4,3,11,1,3,4,20,10,0,1.933,6.333,0,0,0,0,0,0,0,0,0,NaN,0.0031052631578947372,0.03660714285714286,NaN,NaN,NaN,NaN,NaN,0.004789473684210527,0.080625,NaN,NaN,NaN,NaN
1705614327,0.08789921847494786,0.373738297233551,0.07358746857027537,0.14251410866439004,3.0351142891265606,0.15390902456819158,0.34012362612240654,0.035222378827030276,0.13373407226393408,0.5766347524206519,0.00016953012322563842,0.1652543598345836,0.1347941476692912,0.07957095709570275,0.6011939002550626,216801280,135614464,5218304,432451584,64385024,331268096,69406720,3489792,267849728,98447360,4575232,3047424,307052544,8159232,110362624,384874.3089057355,0,172286.5346281158,17873.974515622274,0,0,133369.51212894122,11,10,7,4,6,7,5,4,3,11,1,3,4,20,10,0,1.933,6.333,0,0,0,0,0,0,0,0,0,NaN,0.0031052631578947372,0.03660714285714286,NaN,NaN,NaN,NaN,NaN,0.004789473684210527,0.080625,NaN,NaN,NaN,NaN
1705614328,0.08995161981695822,0.3813527503200947,0.07358746857027537,0.14251410866439004,3.0996078125965543,0.15390902456819158,0.34012362612240654,0.035222378827030276,0.13373407226393408,0.565061493098314,0.00016953012322563842,0.1652543598345836,0.1347941476692912,0.07957095709570275,0.598194586524389,216801280,135614464,5218304,432451584,64385024,331268096,69406720,3489792,267849728,98447360,4575232,3047424,307052544,8159232,110362624,392715.64438318403,0,172286.5346281158,17873.974515622274,0,0,101921.53501617408,11,10,7,4,6,7,5,4,3,11,1,3,4,20,10,0.733,1.933,6.333,0,0,0,0,0,0,0,0,0,0.04166666666666667,0.0031052631578947372,0.03660714285714286,NaN,NaN,NaN,NaN,0.08,0.004789473684210527,0.080625,NaN,NaN,NaN,NaN
1705614329,0.09200402115896855,0.45686718519261976,0.07358746857027537,0.14251410866439004,3.164101336066548,0.13203000167568668,0.34012362612240654,0.036511695984246154,0.13373407226393408,0.6819654745772747,0.00016953012322563842,0.1652543598345836,0.1347941476692912,0.07957095709570275,0.598194586524389,216801280,135614464,5218304,432451584,64385024,331268096,69406720,3489792,267849728,98451456,4575232,3047424,307052544,8159232,110362624,470480.1286469102,0,172286.5346281158,17873.974515622274,0,0,101921.53501617408,11,10,7,4,6,7,5,4,3,11,1,3,4,20,10,1.6,4.267,18.733,0,0,0,0.867,0,0,0,0,0,0.04166666666666667,0.003068965517241379,0.03443181818181818,NaN,NaN,NaN,0.0033999999999999994,0.08,0.004724137931034482,0.07302631578947368,NaN,NaN,NaN,0.006999999999999999
1705614330,0.2295505425118147,0.45686718519261976,0.07358746857027537,0.14251410866439004,3.2285948595365426,0.12946485126621682,0.34012362612240654,0.036511695984246154,0.13373407226393408,0.6819654745772747,0.00016953012322563842,0.1652543598345836,0.1347941476692912,0.07957095709570275,0.598194586524389,216809472,135614464,5218304,432451584,64385024,331268096,69406720,3489792,267849728,98451456,4575232,3047424,307052544,8159232,110362624,470480.1286469102,0,172286.5346281158,17873.974515622274,0,0,101921.53501617408,12,10,7,4,6,7,5,4,3,11,1,3,4,20,10,1.6,4.267,18.733,0,0,0,1.933,0,0,0,0,0,0.04166666666666667,0.003068965517241379,0.03443181818181818,NaN,NaN,NaN,0.0032666666666666664,0.08,0.004724137931034482,0.07302631578947368,NaN,NaN,NaN,0.005749999999999999
1705614331,0.23455077215614278,0.45686718519261976,0.07358746857027537,0.14251410866439004,3.2930883830065363,0.15293469654716926,0.34012362612240654,0.036511695984246154,0.13373407226393408,0.6819654745772747,0.00016953012322563842,0.1652543598345836,0.1347941476692912,0.07957095709570275,0.598194586524389,216809472,135614464,5218304,432451584,64385024,331264000,69406720,3489792,267849728,98451456,4575232,3047424,307052544,8159232,110362624,470480.1286469102,0,172286.5346281158,17873.974515622274,0,0,101921.53501617408,12,10,7,4,6,7,5,4,3,11,1,3,4,20,10,1.6,4.267,18.733,0,0,0,1.933,0,0,0,0,0,0.04166666666666667,0.003068965517241379,0.03443181818181818,NaN,NaN,NaN,0.0032666666666666664,0.08,0.004724137931034482,0.07302631578947368,NaN,NaN,NaN,0.005749999999999999
1705614332,0.2395510018004709,0.45686718519261976,0.11205154168404413,0.14251410866439004,3.3575819064765304,0.15293469654716926,0.3408578619105073,0.036511695984246154,0.13373407226393408,0.6819654745772747,0.00016953012322563842,0.1652543598345836,0.1347941476692912,0.07957095709570275,0.598194586524389,216809472,135614464,5201920,432451584,64385024,331264000,69406720,3489792,267849728,98451456,4575232,3047424,307052544,8159232,110362624,470480.1286469102,0,179275.63190721086,17873.974515622274,0,0,101921.53501617408,12,10,7,4,6,7,5,4,3,11,1,3,4,20,10,1.6,5.067,18.733,0,0,0,1.933,0,0,0,0,0,0.04166666666666667,0.0030631578947368423,0.03443181818181818,NaN,NaN,NaN,0.0032666666666666664,0.08,0.004713684210526317,0.07302631578947368,NaN,NaN,NaN,0.005749999999999999
1705614333,0.244551231444799,0.3854721694399148,0.11205154168404413,0.14251410866439004,3.422075429946524,0.12638977820978065,0.3408578619105073,0.036511695984246154,0.13631564237137428,0.6819654745772747,0.00012344314245707965,0.1652543598345836,0.1347941476692912,0.07957095709570275,0.598194586524389,216809472,135614464,5201920,432451584,64385024,331264000,69406720,3489792,267849728,98451456,4575232,3047424,307052544,8159232,110362624,396957.8068764836,0,179275.63190721086,25440.203720381352,0,0,101921.53501617408,12,10,7,4,6,7,5,4,3,11,1,3,4,20,10,1.6,5.067,26.267,0,0,0,1.933,0,0,0,0,0,0.04166666666666667,0.0030631578947368423,0.03432642487046632,NaN,NaN,NaN,0.0032666666666666664,0.08,0.004713684210526317,0.0767058823529412,NaN,NaN,NaN,0.005749999999999999
1705614334,0.30001377865968637,2.673394951713668,0.11205154168404413,0.14251410866439004,3.486568953416519,0.12892775953904437,0.3408578619105073,0.036511695984246154,0.13631564237137428,0.6819654745772747,0.00012344314245707965,0.13578468755724882,0.1347941476692912,0.07957095709570275,0.598194586524389,216809472,135647232,5201920,432451584,64385024,331264000,69406720,3489792,267849728,98451456,4575232,3047424,307052544,8159232,110362624,602677.498238488,0,179275.63190721086,25440.203720381352,0,0,101921.53501617408,12,10,7,4,6,7,5,4,3,11,1,3,4,20,10,1.6,5.067,26.267,0,0,0,1.933,0,0,0,0,0,0.04166666666666667,0.0030631578947368423,0.03432642487046632,NaN,NaN,NaN,0.0032666666666666664,0.08,0.004713684210526317,0.0767058823529412,NaN,NaN,NaN,0.005749999999999999
1705614335,0.30001377865968637,2.673394951713668,0.11205154168404413,0.14251410866439004,3.551062476886513,0.1314657408683081,0.3408578619105073,0.036511695984246154,0.13641269776127796,0.6819654745772747,0.00012344314245707965,0.1860421210843778,0.1347941476692912,0.07957095709570275,0.598194586524389,216809472,135647232,5201920,432451584,64385024,331264000,69406720,3489792,267845632,98451456,4575232,2920448,307052544,8159232,110362624,602677.498238488,0,179275.63190721086,16809.96450044118,0,0,101921.53501617408,12,10,7,4,6,7,5,4,3,11,1,3,4,20,10,1.6,5.067,26.267,0,0,0,1.933,0,0,0,0,0,0.04166666666666667,0.0030631578947368423,0.03432642487046632,NaN,NaN,NaN,0.0032666666666666664,0.08,0.004713684210526317,0.0767058823529412,NaN,NaN,NaN,0.005749999999999999
1705614336,0.30001377865968637,2.673394951713668,0.11205154168404413,0.14251410866439004,3.8826060792474415,0.15227887975582344,0.3408578619105073,0.03562661799489723,0.13641269776127796,0.6819654745772747,0.00012344314245707965,0.1860421210843778,0.1347941476692912,0.07957095709570275,0.598194586524389,216809472,135647232,5201920,432451584,71507968,331264000,69406720,3493888,267845632,98451456,4575232,2920448,307052544,8159232,110362624,602677.498238488,0,179275.63190721086,16809.96450044118,0,0,101921.53501617408,12,10,7,4,8,7,5,4,3,11,1,3,4,20,10,1.6,5.067,26.267,0,0,0,1.933,0,0,0,0,0,0.04166666666666667,0.0030631578947368423,0.03432642487046632,NaN,NaN,NaN,0.0032666666666666664,0.08,0.004713684210526317,0.0767058823529412,NaN,NaN,NaN,0.005749999999999999
1705614337,0.30001377865968637,2.673394951713668,0.11205154168404413,0.17367704667684786,3.951901711632775,0.15227887975582344,0.3408578619105073,0.03562661799489723,0.13641269776127796,0.6819654745772747,0.00012344314245707965,0.1860421210843778,0.1347941476692912,0.07957095709570275,0.598194586524389,216809472,135647232,5201920,432451584,71507968,331264000,69406720,3493888,267845632,98451456,4575232,2920448,307052544,8159232,110362624,602677.498238488,0,179275.63190721086,16809.96450044118,0,0,101921.53501617408,12,10,7,4,8,7,5,4,3,11,1,3,4,20,10,1.6,5.067,26.267,0,0,0,1.933,0,0,0,0,0,0.04166666666666667,0.0030631578947368423,0.03432642487046632,NaN,NaN,NaN,0.0032666666666666664,0.08,0.004713684210526317,0.0767058823529412,NaN,NaN,NaN,0.005749999999999999
1705614338,0.30001377865968637,2.673394951713668,0.11205154168404413,0.1473606321791385,4.021197344018108,0.15227887975582344,0.3408578619105073,0.03562661799489723,0.13641269776127796,0.6818220422953643,0.00012344314245707965,0.1860421210843778,0.1347941476692912,0.07957095709570275,0.598194586524389,216809472,135647232,5201920,432451584,71507968,331264000,69406720,3493888,267845632,98451456,4575232,2920448,307052544,8159232,110362624,602677.498238488,0,179275.63190721086,16809.96450044118,0,0,101921.53501617408,12,10,7,4,8,7,5,4,3,11,1,3,4,20,10,1.6,5.067,26.267,0,0,0,1.933,0,0,0,0,0,0.04166666666666667,0.0030631578947368423,0.03432642487046632,NaN,NaN,NaN,0.0032666666666666664,0.08,0.004713684210526317,0.0767058823529412,NaN,NaN,NaN,0.005749999999999999
1705614339,0.30001377865968637,2.673394951713668,0.11205154168404413,0.14446601473452436,4.090492976403442,0.15227887975582344,0.3396060643210466,0.03562661799489723,0.13641269776127796,0.6818220422953643,0.00015879787637467898,0.1860421210843778,0.1347941476692912,0.18867418524110313,0.598194586524389,216809472,135647232,5201920,432451584,71507968,331264000,69402624,3493888,267845632,98451456,4575232,2920448,307052544,8257536,110362624,602677.498238488,0,167381.79886396145,16809.96450044118,0,0,101921.53501617408,12,10,7,4,8,7,5,4,3,11,1,3,4,20,10,1.6,5.067,26.267,0,0,0,1.933,0,0,0,0,0,0.04166666666666667,0.0030631578947368423,0.03432642487046632,NaN,NaN,NaN,0.0032666666666666664,0.08,0.004713684210526317,0.0767058823529412,NaN,NaN,NaN,0.005749999999999999
1705614340,0.30001377865968637,2.673394951713668,0.11205154168404413,0.14157139728991025,4.157737943120003,0.15227887975582344,0.3396060643210466,0.03562661799489723,0.13641269776127796,0.6818220422953643,0.00015879787637467898,0.1860421210843778,0.1349628120853182,0.18867418524110313,0.598194586524389,216809472,135647232,5201920,432451584,71507968,331264000,69402624,3493888,267845632,98451456,4575232,2920448,307052544,8257536,110362624,602677.498238488,0,167381.79886396145,16809.96450044118,0,0,101921.53501617408,12,10,7,4,8,7,5,4,3,11,1,3,4,20,10,1.6,5.067,26.267,0,0,0,1.933,0,0,0,0,0,0.04166666666666667,0.0030631578947368423,0.03432642487046632,NaN,NaN,NaN,0.0032666666666666664,0.08,0.004713684210526317,0.0767058823529412,NaN,NaN,NaN,0.005749999999999999
1705614341,0.30001377865968637,2.673394951713668,0.11205154168404413,0.1386767798452961,2.8838078548108315,0.15227887975582344,0.3396060643210466,0.03562661799489723,0.13641269776127796,0.6771925758948069,0.00015879787637467898,0.1913926630434788,0.1349628120853182,0.18867418524110313,0.598194586524389,216809472,135647232,5201920,432451584,71507968,331264000,69402624,3493888,267845632,98451456,4575232,2920448,307052544,8257536,110362624,602677.498238488,0,167381.79886396145,16809.96450044118,0,0,101921.53501617408,12,10,7,4,8,7,5,4,3,11,1,3,4,20,10,1.6,5.067,26.267,0,0,0,1.933,0,0,0,0,0,0.04166666666666667,0.0030631578947368423,0.03432642487046632,NaN,NaN,NaN,0.0032666666666666664,0.08,0.004713684210526317,0.0767058823529412,NaN,NaN,NaN,0.005749999999999999
1705614342,0.30001377865968637,2.673394951713668,0.15285047432615964,0.13578216240068197,2.8838078548108315,0.15227887975582344,0.3396060643210466,0.03593603278035455,0.13641269776127796,0.6771925758948069,0.00015879787637467898,0.1913926630434788,0.11122004171425894,0.18867418524110313,0.6933440637975012,216809472,135647232,5201920,432451584,71507968,331264000,69402624,3493888,267845632,98451456,4575232,2920448,307052544,8257536,110428160,602677.498238488,0,167381.79886396145,16809.96450044118,0,0,599345.1978124485,12,10,7,4,8,7,5,4,3,11,1,3,4,20,10,1.6,5.067,26.267,0,0,0,1.933,0,0,0,0,0,0.04166666666666667,0.0030631578947368423,0.03432642487046632,NaN,NaN,NaN,0.0032666666666666664,0.08,0.004713684210526317,0.0767058823529412,NaN,NaN,NaN,0.005749999999999999
1705614343,0.30001377865968637,2.673394951713668,0.15285047432615964,0.13288754495606786,2.8838078548108315,0.15227887975582344,0.3396060643210466,0.03593603278035455,0.13641269776127796,0.6771925758948069,0.00015879787637467898,0.1913926630434788,0.16150329329718563,0.25851355384907415,0.6933440637975012,216809472,135647232,5201920,432451584,71507968,331264000,69402624,3493888,267845632,98451456,4575232,2920448,307048448,8257536,110428160,602677.498238488,0,167381.79886396145,16809.96450044118,0,0,599345.1978124485,12,10,7,4,8,7,5,4,3,11,1,3,5,20,10,5.8,5.067,26.267,0,0,0.2,1.933,0,0,0,0,0,0.046474358974358976,0.0030631578947368423,0.03432642487046632,NaN,NaN,0.003999999999999999,0.0032666666666666664,0.2321875,0.004713684210526317,0.0767058823529412,NaN,NaN,0.0085,0.005749999999999999
1705614344,0.30001377865968637,2.673394951713668,0.15285047432615964,0.12999292751145372,2.8838078548108315,0.15227887975582344,0.3396060643210466,0.03593603278035455,0.13641269776127796,0.6771925758948069,0.00015879787637467898,0.1913926630434788,0.16150329329718563,0.25851355384907415,0.6933440637975012,216809472,135647232,5201920,432451584,71507968,331264000,69402624,3493888,267845632,98451456,4575232,2920448,307048448,8257536,110428160,602677.498238488,0,167381.79886396145,16809.96450044118,0,0,599345.1978124485,12,10,7,4,8,7,5,4,3,11,1,3,5,20,10,9.933,3.8,25.067,0.333,0,0.2,7.067,0,0,0,0,0,0.04683333333333333,0.0030689655172413794,0.035,NaN,NaN,0.003999999999999999,0.003677966101694915,0.2349999999999999,0.004724137931034483,0.0867175572519084,NaN,NaN,0.0085,0.008025000000000003
1705614345,0.30001377865968637,2.673394951713668,0.15285047432615964,0.12709831006683958,2.8838078548108315,0.2477830328110016,0.3396060643210466,0.03593603278035455,0.13641269776127796,0.6771925758948069,0.00015879787637467898,0.1913926630434788,0.16150329329718563,0.25851355384907415,0.6933440637975012,216809472,135647232,5201920,432451584,71507968,331399168,69402624,3493888,267845632,98451456,4575232,2920448,307048448,8257536,110428160,602677.498238488,0,167381.79886396145,16809.96450044118,0,0,599345.1978124485,12,10,7,4,8,15,5,4,3,11,1,3,5,20,10,9.933,3.8,25.067,0.333,0,0.2,14.067,0,0,0,0,0,0.04683333333333333,0.0030689655172413794,0.035,NaN,NaN,0.003999999999999999,0.003403100775193798,0.2349999999999999,0.004724137931034483,0.0867175572519084,NaN,NaN,0.0085,0.00701923076923077
1705614346,0.30001377865968637,3.692799028536738,0.15285047432615964,0.12420369262222544,2.8838078548108315,0.2477830328110016,0.3396060643210466,0.03593603278035455,0.13499920773251659,0.6771925758948069,0.00015879787637467898,0.1913926630434788,0.16150329329718563,0.25851355384907415,0.6933440637975012,216809472,135647232,5201920,432451584,71507968,331399168,69402624,3493888,267845632,98451456,4575232,2920448,307048448,8257536,110428160,547128.1117182757,0,167381.79886396145,12980.510220250355,0,0,599345.1978124485,12,10,7,4,8,15,5,4,3,11,1,3,5,20,10,9.933,3.8,25.067,0.333,0,0.2,14.067,0,0,0,0,0,0.04683333333333333,0.0030689655172413794,0.035,NaN,NaN,0.003999999999999999,0.003403100775193798,0.2349999999999999,0.004724137931034483,0.0867175572519084,NaN,NaN,0.0085,0.00701923076923077
1705614347,0.30001377865968637,3.692799028536738,0.15285047432615964,0.12130907517761133,2.8838078548108315,0.2477830328110016,0.3396060643210466,0.03593603278035455,0.13499920773251659,0.6771925758948069,0.00015879787637467898,0.1913926630434788,0.16150329329718563,0.25851355384907415,0.7404947484798174,216809472,135647232,5201920,432451584,71507968,331399168,69402624,3493888,267845632,98451456,4575232,2920448,307048448,8257536,110428160,547128.1117182757,0,167381.79886396145,12980.510220250355,0,0,849087.8938640131,12,10,7,4,8,15,5,4,3,11,1,3,5,20,10,9.933,3.467,25.067,0.333,0,0.2,14.067,0,0,0,0,0,0.04683333333333333,0.003056338028169014,0.035,NaN,NaN,0.003999999999999999,0.003403100775193798,0.2349999999999999,0.004701408450704225,0.0867175572519084,NaN,NaN,0.0085,0.00701923076923077
1705614348,0.30001377865968637,3.692799028536738,0.1523535884582474,0.11841445773299719,2.8838078548108315,0.2477830328110016,0.3396060643210466,0.03593603278035455,0.13499920773251659,0.6771925758948069,0.00015879787637467898,0.1913926630434788,0.16150329329718563,0.25851355384907415,0.7404947484798174,216809472,135647232,5218304,432451584,71507968,331399168,69402624,3493888,267845632,98451456,4575232,2920448,307048448,8257536,110428160,547128.1117182757,0,167381.79886396145,12980.510220250355,0,0,849087.8938640131,12,10,7,4,8,15,5,4,3,11,1,3,5,20,10,9.933,3.467,26,0.333,0,0.2,14.067,0,0,0,0,0,0.04683333333333333,0.003056338028169014,0.03699817518248176,NaN,NaN,0.003999999999999999,0.003403100775193798,0.2349999999999999,0.004701408450704225,0.09535532994923862,NaN,NaN,0.0085,0.00701923076923077
1705614349,0.30001377865968637,3.692799028536738,0.1523535884582474,0.11551984028838305,2.8838078548108315,0.2477830328110016,0.3396060643210466,0.03593603278035455,0.13499920773251659,0.6771925758948069,0.00015879787637467898,0.1913926630434788,0.16150329329718563,0.25851355384907415,0.7404947484798174,216809472,135647232,5218304,432451584,71507968,331399168,69402624,3493888,267845632,98451456,4575232,2920448,307048448,8257536,110428160,547128.1117182757,0,167381.79886396145,12980.510220250355,0,0,849087.8938640131,12,10,7,4,8,15,5,4,3,11,1,3,5,20,10,9.933,3.467,26,0.333,0,0.2,14.067,0,0,0,0,0,0.04683333333333333,0.003056338028169014,0.03699817518248176,NaN,NaN,0.003999999999999999,0.003403100775193798,0.2349999999999999,0.004701408450704225,0.09535532994923862,NaN,NaN,0.0085,0.00701923076923077
1705614350,0.242631143261377,10.142397833479313,0.1523535884582474,0.11262522284376894,2.8838078548108315,0.2775302909379744,0.22442025904288745,0.03593603278035455,0.13499920773251659,0.6771925758948069,0.00015879787637467898,0.1913926630434788,0.16150329329718563,0.25851355384907415,0.7404947484798176,216809472,135720960,5218304,432451584,71507968,331399168,69402624,3493888,267845632,98451456,4575232,2920448,307048448,8257536,110428160,1284404.7158477732,0,94663.03290660708,12980.510220250355,0,0,849087.8938640133,12,10,7,4,8,15,5,4,3,11,1,3,5,20,10,9.933,3.467,26,0.333,0,0.2,14.067,0,0,0,0,0,0.04683333333333333,0.003056338028169014,0.03699817518248176,NaN,NaN,0.003999999999999999,0.003403100775193798,0.2349999999999999,0.004701408450704225,0.09535532994923862,NaN,NaN,0.0085,0.00701923076923077
1705614351,0.23763091361704886,10.142397833479313,0.1523535884582474,0.10973060539915477,2.4566998903585984,0.2775302909379744,0.22998230618324922,0.03593603278035455,0.13499920773251659,0.6771925758948069,0,0.1714489411077746,0.1725969427411757,0.25851355384907415,0.7404947484798176,216809472,135720960,5218304,432451584,71507968,331399168,69402624,3493888,267845632,98451456,4575232,2920448,307048448,8257536,110428160,1284404.7158477732,0,97009.16802703554,12980.510220250355,0,0,849087.8938640133,12,10,7,4,8,15,5,4,3,11,1,3,5,20,10,9.933,3.467,26,0.333,0,0.2,14.067,0,0,0,0,0,0.04683333333333333,0.003056338028169014,0.03699817518248176,NaN,NaN,0.003999999999999999,0.003403100775193798,0.2349999999999999,0.004701408450704225,0.09535532994923862,NaN,NaN,0.0085,0.00701923076923077
1705614352,0.2326306839727208,10.142397833479313,0.1523535884582474,0.15847741088833442,2.408636426111751,0.2775302909379744,0.1942100000000124,0.03593603278035455,0.13499920773251659,0.6771925758948069,0,0.17514922472472488,0.17259694274117568,0.5795657293392096,0.7404947484798176,216809472,135720960,5218304,432451584,71507968,331399168,69402624,3493888,267845632,98451456,4575232,2920448,307048448,8708096,110428160,1284404.7158477732,0,81920,12980.510220250355,0,0,849087.8938640133,12,10,7,4,8,15,5,4,3,11,1,3,5,20,10,9.933,3.467,26,0.333,1.133,0.2,14.067,0,0,0,0,0,0.04683333333333333,0.003056338028169014,0.03699817518248176,NaN,0.000375,0.003999999999999999,0.003403100775193798,0.2349999999999999,0.004701408450704225,0.09535532994923862,NaN,0.003800000000000001,0.0085,0.00701923076923077
1705614353,1.1365642410940142,10.142397833479313,0.1523535884582474,0.21962181362306907,2.3605729618649036,0.2775302909379744,0.1942100000000124,0.03593603278035455,0.111625782403728,0.6623325679295177,0,0.22201701701701718,0.17259694274117568,0.5795657293392096,0.7404947484798176,216850432,135720960,5218304,432455680,71507968,331399168,69402624,3493888,267845632,98451456,4575232,2920448,307048448,8708096,110428160,1284404.7158477732,0,81920,10733.09713199176,0,0,849087.8938640133,16,10,7,4,8,15,5,4,3,11,1,3,5,20,10,11.067,3.467,26,1.467,2.267,1.333,17.467,0,0,0,0,0,0.04487179487179488,0.003056338028169014,0.03699817518248176,0.042708333333333334,0.0020909090909090908,0.003222222222222222,0.0036410256410256414,0.2279411764705883,0.004701408450704225,0.09535532994923862,0.09125,0.004418181818181818,0.005,0.008062500000000004
