time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_diskio,emailservice_diskio,frontend_diskio,paymentservice_diskio,productcatalogservice_diskio,recommendationservice_diskio,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,adservice_error,frontend_error,frontend-external_error,productcatalogservice_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1705718724,0.7427428200024222,2.2464527324397197,0.33277972653737786,32.97384709582202,0.3136620441705523,8.231717856668036,0.666062725986522,3.7821079727776152,2.9647340343790414,0.29430398035106764,0.25309445465978464,113852416,43696128,12775424,45072384,43974656,17858560,45228032,11079680,46002176,2961408,9089024,83194.54035828898,0,0,0,0,0,0,4,5,9,4,3,59,3,4,4,4,2,14.933,23.533,0.533,78.6,0.533,12.667,12.867,0.467,137.4,18.267,6,0,0,0,0,0.0030063391442155312,0.0031307317073170737,0.1176470588235294,0.004047577477084243,0.003,0.061356209150326795,0.003216216216216216,0.002230314064633591,0.007614942528735632,0.002916666666666667,0.004621553090332806,0.004835317073170733,0.2624999999999998,0.052258522727272765,0.0046,0.2178113879003558,0.004989189189189189,0.004494128356850251,0.009737547892720307,0.0046833333333333345
1705718725,0.7427428200024222,2.2464527324397197,0.33277972653737786,32.97384709582202,0.3136620441705523,8.231717856668036,0.666062725986522,3.7821079727776152,2.9475757575757537,0.29430398035106764,0.25309445465978464,113852416,43696128,12775424,45072384,43974656,17858560,45228032,11079680,45993984,2961408,9089024,83194.54035828898,0,0,0,0,0,0,4,5,9,4,3,59,3,4,4,4,2,14.933,23.533,0.533,78.6,0.533,12.667,12.867,0.6,137.4,18.267,6,0,0,0,0,0.0030063391442155312,0.0031307317073170737,0.1176470588235294,0.004047577477084243,0.003,0.061356209150326795,0.0033846153846153852,0.002230314064633591,0.007614942528735632,0.002916666666666667,0.004621553090332806,0.004835317073170733,0.2624999999999998,0.052258522727272674,0.0046,0.2178113879003558,0.006900000000000002,0.004494128356850251,0.009737547892720307,0.0046833333333333345
1705718726,0.7427428200024222,2.2464527324397197,0.33277972653737786,32.97384709582202,0.3136620441705523,8.231717856668036,0.666062725986522,3.7821079727776152,2.9869047316689135,0.29430398035106764,0.25309445465978464,113852416,43696128,12775424,45072384,43974656,17858560,45228032,11079680,45993984,2961408,9089024,83194.54035828898,0,0,0,0,0,0,4,5,9,4,3,59,3,4,4,4,2,14.933,23.533,0.533,78.6,0.533,12.667,12.867,0.6,137.4,18.267,6,0,0,0,0,0.0030063391442155312,0.0031307317073170737,0.1176470588235294,0.004047577477084243,0.003,0.061356209150326795,0.0033846153846153852,0.002230314064633591,0.007614942528735632,0.002916666666666667,0.004621553090332806,0.004835317073170733,0.2624999999999998,0.052258522727272674,0.0046,0.2178113879003558,0.006900000000000002,0.004494128356850251,0.009737547892720307,0.0046833333333333345
1705718727,0.7427428200024222,2.2464527324397197,0.33277972653737786,33.373750669018264,0.3136620441705523,8.231717856668036,0.666062725986522,3.7821079727776152,2.9869047316689135,0.29430398035106764,0.25309445465978464,113852416,43696128,12775424,45899776,43974656,17858560,45228032,11079680,45993984,2961408,9089024,83194.54035828898,0,0,0,0,0,0,4,5,9,4,3,59,3,4,4,4,2,14.933,23.533,0.533,78.6,0.533,12.667,12.867,0.6,137.4,18.267,6,0,0,0,0,0.0030063391442155312,0.0031307317073170737,0.1176470588235294,0.004047577477084243,0.003,0.061356209150326795,0.0033846153846153852,0.002230314064633591,0.007614942528735632,0.002916666666666667,0.004621553090332806,0.004835317073170733,0.2624999999999998,0.052258522727272674,0.0046,0.2178113879003558,0.006900000000000002,0.004494128356850251,0.009737547892720307,0.0046833333333333345
1705718728,0.7954518269585631,2.2464527324397197,0.33277972653737786,33.37375066901826,0.29202469212398824,5.355745297496795,0.18978768813172328,3.9000153735779426,2.9869047316689135,0.29430398035106764,0.25309445465978464,113852416,43696128,12775424,45899776,43974656,17969152,45228032,10469376,45993984,2961408,9089024,69991.17136103437,0,0,0,0,0,0,4,5,9,4,3,59,3,4,4,4,2,14.933,23.533,0.533,78.6,0.533,12.667,12.867,0.6,137.333,18.2,6,0,0,0,0,0.0030063391442155312,0.0031307317073170737,0.1176470588235294,0.004047577477084243,0.003,0.061356209150326795,0.0033846153846153852,0.002228310502283105,0.007622422680412371,0.002916666666666667,0.004621553090332806,0.004835317073170733,0.2624999999999998,0.052258522727272674,0.0046,0.2178113879003558,0.006900000000000002,0.00449461187214612,0.009730670103092785,0.0046833333333333345
1705718729,0.7954518269585631,2.2464527324397197,0.33277972653737786,33.37375066901826,0.29202469212398824,5.501723159852334,0.19424170036184785,3.9000153735779426,2.9869047316689135,0.29430398035106764,0.25309445465978464,113852416,43696128,12775424,45899776,43974656,17969152,45228032,10469376,45993984,2961408,9089024,69991.17136103437,0,0,0,0,0,0,4,5,9,4,3,59,3,4,4,4,2,14.933,23.533,0.533,78.6,0.533,12.667,12.867,0.6,137.333,18.2,6,0,0,0,0,0.0030063391442155312,0.0031307317073170737,0.1176470588235294,0.004047577477084243,0.003,0.061356209150326795,0.0033846153846153852,0.002228310502283105,0.007622422680412371,0.002916666666666667,0.004621553090332806,0.004835317073170733,0.2624999999999998,0.052258522727272674,0.0046,0.2178113879003558,0.006900000000000002,0.00449461187214612,0.009730670103092785,0.0046833333333333345
1705718730,0.7954518269585631,2.2464527324397197,0.33277972653737786,33.37375066901826,0.29202469212398824,5.647701022207874,0.1986957125919724,4.010797468773799,2.9869047316689135,0.29430398035106764,0.25309445465978464,113852416,43696128,12775424,45899776,43974656,17969152,45228032,10469376,45993984,2961408,9089024,69991.17136103437,0,0,0,0,0,0,4,5,9,4,3,59,3,4,4,4,2,15.2,23.533,0.533,78.6,0.533,12.667,12.867,0.6,137.333,18.2,6,0,0,0,0,0.0030062500000000002,0.0031307317073170737,0.1176470588235294,0.004047577477084243,0.003,0.061356209150326795,0.0033846153846153852,0.002228310502283105,0.007622422680412371,0.002916666666666667,0.0046212499999999995,0.004835317073170733,0.2624999999999998,0.052258522727272674,0.0046,0.2178113879003558,0.006900000000000002,0.00449461187214612,0.009730670103092785,0.0046833333333333345
1705718731,0.7954518269585631,1.9395560884560588,0.33277972653737786,33.37375066901826,0.29202469212398824,5.793678884563413,0.203149724822097,4.010797468773799,2.9869047316689135,0.29430398035106764,0.25309445465978464,113852416,43696128,12775424,45899776,43974656,17969152,45228032,10469376,45993984,2961408,9089024,69991.17136103437,0,0,0,0,0,0,4,5,9,4,3,59,3,4,4,4,2,15.067,24.067,0.867,80,0.533,12.667,13.667,0.6,139.733,18.467,6.2,0,0,0,0,0.0030061349693251533,0.0031585728444003965,0.12307692307692308,0.0040858143607705785,0.003,0.05994983277591973,0.0033846153846153852,0.002221864951768489,0.0076267880364109236,0.002901408450704226,0.004620858895705521,0.004885431119920714,0.3125000000000001,0.04951428571428573,0.0046,0.21498239436619712,0.006900000000000002,0.004490675241157557,0.009738621586475944,0.004659154929577466
1705718732,0.7954518269585631,2.5060239009354817,0.33277972653737786,33.37375066901826,0.29202469212398824,5.939656746918953,0.20760373705222154,4.010797468773799,2.9869047316689135,0.29430398035106764,0.25309445465978464,113852416,43696128,12775424,45899776,43974656,17969152,45228032,10469376,45993984,2961408,9089024,69991.17136103437,0,0,0,0,0,0,4,5,9,4,3,59,3,4,4,4,2,15.067,24.067,0.867,80,0.533,12.667,13.667,0.6,139.733,18.467,6.2,0,0,0,0,0.0030061349693251533,0.0031585728444003965,0.12307692307692308,0.0040858143607705785,0.003,0.05994983277591973,0.0033846153846153852,0.002221864951768489,0.0076267880364109236,0.002901408450704226,0.004620858895705521,0.004885431119920714,0.3125000000000001,0.04951428571428573,0.0046,0.21498239436619712,0.006900000000000002,0.004490675241157557,0.009738621586475944,0.004659154929577466
1705718733,0.7618855998743267,2.5060239009354817,0.33277972653737786,33.37375066901826,0.2987523048555873,6.085634609274491,0.21205774928234616,4.010797468773799,2.9869047316689135,0.29430398035106764,0.25309445465978464,113844224,43696128,12775424,45899776,43982848,17969152,45228032,10469376,45993984,2961408,9089024,48241.20603015075,0,0,0,0,0,0,4,5,9,4,3,59,3,4,4,4,2,15.067,24.067,0.867,81,0.533,13.2,13.667,0.6,139.733,18.467,6.2,0,0,0,0,0.0030061349693251533,0.0031585728444003965,0.12307692307692308,0.00410056107034959,0.003,0.05863486842105263,0.0033846153846153852,0.002221864951768489,0.0076267880364109236,0.002901408450704226,0.004620858895705521,0.004885431119920714,0.3125000000000001,0.047473684210526335,0.0046,0.20974226804123708,0.006900000000000002,0.004490675241157557,0.009738621586475944,0.004659154929577466
1705718734,0.7618855998743267,2.5060239009354817,0.33277972653737786,33.37375066901826,0.2987523048555873,6.231612471630031,0.1784499999999412,4.010797468773799,2.9869047316689135,0.29430398035106764,0.25309445465978464,113844224,43696128,12775424,45899776,43982848,17969152,45228032,10469376,45993984,2961408,9089024,48241.20603015075,0,0,0,0,0,0,4,5,9,4,3,59,3,4,4,4,2,15.067,24.067,0.867,81,0.533,13.2,13.667,0.6,139.733,18.467,6.2,0,0,0,0,0.0030061349693251533,0.0031585728444003965,0.12307692307692308,0.00410056107034959,0.003,0.05863486842105263,0.0033846153846153852,0.002221864951768489,0.0076267880364109236,0.002901408450704226,0.004620858895705521,0.004885431119920714,0.3125000000000001,0.047473684210526335,0.0046,0.20974226804123708,0.006900000000000002,0.004490675241157557,0.009738621586475944,0.004659154929577466
1705718735,0.7618855998743267,2.5060239009354817,0.33277972653737786,33.37375066901826,0.2987523048555873,6.37759033398557,0.1784499999999412,4.010797468773799,2.9869047316689135,0.29430398035106764,0.25309445465978464,113844224,43696128,12775424,45899776,43982848,17969152,45228032,10469376,45993984,2961408,9089024,48241.20603015075,0,0,0,0,0,0,4,5,9,4,3,59,3,4,4,4,2,15.067,24.067,0.867,81,0.533,13.2,13.667,0.6,139.733,18.467,6.2,0,0,0,0,0.0030061349693251533,0.0031585728444003965,0.12307692307692308,0.00410056107034959,0.003,0.05863486842105263,0.0033846153846153852,0.002221864951768489,0.0076267880364109236,0.002901408450704226,0.004620858895705521,0.004885431119920714,0.3125000000000001,0.047473684210526335,0.0046,0.20974226804123708,0.006900000000000002,0.004490675241157557,0.009738621586475944,0.004659154929577466
1705718736,0.7618855998743267,2.5060239009354817,0.33277972653737786,33.07251801906468,0.2987523048555873,6.5235681963411105,0.43683494919697824,4.010797468773799,2.9869047316689135,0.29430398035106764,0.21571943410805275,113844224,43696128,12775424,45899776,43982848,17969152,45297664,10469376,45993984,2961408,9089024,48241.20603015075,0,0,0,0,0,0,4,5,9,4,3,59,3,4,4,4,2,15.067,24.067,0.867,81,0.533,13.2,13.667,0.6,139.733,18.467,7.2,0,0,0,0,0.0030061349693251533,0.0031585728444003965,0.12307692307692308,0.00410056107034959,0.003,0.05863486842105263,0.0033846153846153852,0.002221864951768489,0.0076267880364109236,0.002889273356401384,0.004620858895705521,0.004885431119920714,0.3125000000000001,0.047473684210526335,0.0046,0.20974226804123708,0.006900000000000002,0.004490675241157557,0.009738621586475944,0.004633217993079585
1705718737,0.7618855998743267,2.7401010595672752,0.33277972653737786,33.07251801906468,0.2987523048555873,6.66954605869665,0.5117010816125787,4.010797468773799,2.9869047316689135,0.29430398035106764,0.21150119319705638,113844224,43696128,12775424,45899776,43982848,17969152,45297664,10469376,45993984,2961408,9089024,48241.20603015075,0,0,0,0,0,0,4,5,9,4,3,59,3,4,4,4,2,15.067,24.067,0.867,81,0.8,13.2,13.667,0.6,139.733,18.467,7.2,0,0,0,0,0.0030061349693251533,0.0031585728444003965,0.12307692307692308,0.00410056107034959,0.003,0.05863486842105263,0.0033846153846153852,0.002221864951768489,0.0076267880364109236,0.002889273356401384,0.004620858895705521,0.004885431119920714,0.3125000000000001,0.047473684210526335,0.0046,0.20974226804123708,0.006900000000000002,0.004490675241157557,0.009738621586475944,0.004633217993079585
1705718738,0.7618855998743267,2.7401010595672752,0.33277972653737786,33.07251801906468,0.2987523048555873,6.815523921052188,0.5117010816125787,4.010797468773799,2.9869047316689135,0.29430398035106764,0.2610318727151015,113844224,43696128,12775424,45899776,43982848,17969152,45297664,10469376,45993984,2961408,9089024,48241.20603015075,0,0,0,0,0,0,4,5,9,4,3,59,3,4,4,4,2,15.067,24.933,1.133,82.2,1.067,13.2,13.667,0.867,138.467,18.467,7.733,0,0,0,0,0.0030061349693251533,0.003164705882352941,0.1308823529411765,0.004100515463917526,0.003,0.05863486842105263,0.003518518518518519,0.0022187852788439822,0.0076267880364109236,0.0028915254237288136,0.004620858895705521,0.004896470588235294,0.2473529411764706,0.04752617801047119,0.0046,0.20974226804123708,0.007571428571428575,0.004489275231429215,0.009738621586475944,0.004632542372881356
1705718739,0.7618855998743267,2.7401010595672752,0.33277972653737786,33.07251801906468,0.2987523048555873,6.961501783407728,0.5117010816125787,4.010797468773799,2.923785807901141,0.2984338332823302,0.26246539792387497,113844224,43696128,12775424,45899776,43982848,17969152,45297664,10469376,45961216,2965504,9089024,48241.20603015075,0,0,0,0,0,13930.551304288676,4,5,9,4,3,59,3,4,4,4,2,15.067,24.933,1.133,82.2,1.067,13.2,13.667,0.867,138.467,18.467,7.733,0,0,0,0,0.0030061349693251533,0.003164705882352941,0.1308823529411765,0.004100515463917526,0.003,0.05863486842105263,0.003518518518518519,0.0022187852788439822,0.0076267880364109236,0.0028915254237288136,0.004620858895705521,0.004896470588235294,0.2473529411764706,0.04752617801047119,0.0046,0.20974226804123708,0.007571428571428575,0.004489275231429215,0.009738621586475944,0.004632542372881356
1705718740,0.7618855998743267,2.7401010595672752,0.33277972653737786,33.07251801906468,0.2987523048555873,6.845489953546495,0.5117010816125787,4.010797468773799,2.923785807901141,0.3021079691517048,0.26246539792387497,113844224,43696128,12775424,45899776,43982848,17989632,45297664,10469376,45961216,2965504,9089024,48241.20603015075,0,0,0,0,0,26323.907455012853,4,5,9,4,3,59,3,4,4,4,2,15.067,24.933,1.133,82.2,1.067,13.2,13.667,1,138.467,18.467,7.733,0,0,0,0,0.0030061349693251533,0.003164705882352941,0.1308823529411765,0.004100515463917527,0.003,0.05863486842105263,0.0035,0.0022187852788439822,0.0076267880364109236,0.0028915254237288136,0.004620858895705521,0.004896470588235294,0.2473529411764706,0.04752617801047119,0.0046,0.20974226804123708,0.0075000000000000015,0.004489275231429215,0.009738621586475944,0.004632542372881356
1705718741,0.7618855998743267,2.7401010595672752,0.33277972653737786,32.87124531117257,0.2987523048555873,6.987189186697942,0.5117010816125787,4.010797468773799,2.923785807901141,0.3021079691517048,0.26246539792387497,113844224,43696128,12775424,47398912,43982848,17989632,45297664,10469376,45961216,2965504,9089024,48241.20603015075,0,0,0,0,0,26323.907455012853,4,5,9,4,3,59,3,4,4,4,2,15.067,24.933,1.133,82.2,1.067,13.2,13.667,1,138.467,18.467,7.733,0,0,0,0,0.0030061349693251533,0.003164705882352941,0.1308823529411765,0.004100515463917527,0.003,0.05863486842105263,0.0035,0.0022187852788439822,0.0076267880364109236,0.0028915254237288136,0.004620858895705521,0.004896470588235294,0.2473529411764706,0.04752617801047119,0.0046,0.20974226804123708,0.0075000000000000015,0.004489275231429215,0.009738621586475944,0.004632542372881356
1705718742,0.7299032810969531,2.7401010595672752,0.11620333333335489,32.87124531117257,0.2987523048555873,7.128888419849392,0.5117010816125787,3.9139763554457794,2.923785807901141,0.3021079691517048,0.26246539792387497,113844224,43696128,12775424,47398912,43982848,17989632,45297664,10760192,45961216,2965504,9089024,75220.37218413322,0,0,0,0,0,26323.907455012853,4,5,9,4,3,59,3,4,4,4,2,15.067,24.933,1.133,82.2,1.067,13.2,13.667,1,138.467,18.467,7.733,0,0,0,0,0.0030061349693251533,0.003164705882352941,0.1308823529411765,0.004100515463917527,0.003,0.05863486842105263,0.0035,0.0022187852788439822,0.0076267880364109236,0.0028915254237288136,0.004620858895705521,0.004896470588235294,0.2473529411764706,0.04752617801047119,0.0046,0.20974226804123708,0.0075000000000000015,0.004489275231429215,0.009738621586475944,0.004632542372881356
1705718743,0.7299032810969531,2.7401010595672752,0.11620333333335489,32.87124531117257,0.2987523048555873,7.27058765300084,0.5117010816125787,3.9139763554457794,2.923785807901141,0.3021079691517048,0.26246539792387497,113844224,43696128,12775424,47398912,43982848,17989632,45297664,10760192,45961216,2965504,9089024,75220.37218413322,0,0,0,0,0,26323.907455012853,4,5,9,4,3,59,3,4,4,4,2,15.067,24.933,1.133,82.2,1.067,13.2,13.667,1,138.2,18.2,7.733,0,0,0,0,0.0030061349693251533,0.003164705882352941,0.1308823529411765,0.004100515463917527,0.003,0.05863486842105263,0.0035,0.0022201938246562995,0.007619354838709677,0.0028915254237288136,0.004620858895705521,0.004896470588235294,0.2473529411764706,0.04752617801047119,0.0046,0.20974226804123708,0.0075000000000000015,0.0044894748704079335,0.00973548387096774,0.004632542372881356
1705718744,0.7299032810969531,2.7401010595672752,0.3157568051532361,32.87124531117257,0.3008400607703489,8.50195398908693,0.5117010816125787,3.9139763554457794,2.923785807901141,0.3021079691517048,0.26246539792387497,113844224,43696128,12824576,47398912,43982848,17989632,45297664,10760192,45961216,2965504,9089024,75220.37218413322,0,0,0,0,0,26323.907455012853,4,5,9,4,3,59,3,4,4,4,2,15.067,24.933,1.133,82.2,1.067,13.2,13.667,1,138.2,18.2,7.733,0,0,0,0,0.0030061349693251533,0.003164705882352941,0.1308823529411765,0.004100515463917527,0.003,0.05863486842105263,0.0035,0.0022201938246562995,0.007619354838709677,0.0028915254237288136,0.004620858895705521,0.004896470588235294,0.2473529411764706,0.04752617801047119,0.0046,0.20974226804123708,0.0075000000000000015,0.0044894748704079335,0.00973548387096774,0.004632542372881356
1705718745,0.7299032810969531,2.7401010595672752,0.32308086745926834,32.87124531117257,0.3008400607703489,8.50195398908693,0.5117010816125787,3.9139763554457794,2.923785807901141,0.3021079691517048,0.26246539792387497,113844224,43696128,12824576,47398912,43982848,17989632,45297664,10760192,45961216,2965504,9089024,75220.37218413322,0,0,0,0,0,26323.907455012853,4,5,9,4,3,59,3,4,4,4,2,14.6,24.933,1.133,82.2,1.067,13.2,13.667,1,138.2,18.2,7.733,0,0,0,0,0.0030030257186081694,0.003164705882352941,0.1308823529411765,0.004100515463917527,0.003,0.05863486842105263,0.0035,0.0022201938246562995,0.007619354838709677,0.0028915254237288136,0.004615128593040847,0.004896470588235294,0.2473529411764706,0.04752617801047119,0.0046,0.20974226804123708,0.0075000000000000015,0.0044894748704079335,0.00973548387096774,0.004632542372881356
1705718746,0.7299032810969531,2.7401010595672752,0.3304049297653005,32.87124531117257,0.3008400607703489,8.50195398908693,0.5117010816125787,3.9139763554457794,1.9695346976460022,0.3021079691517048,0.26246539792387497,113844224,43696128,12824576,47398912,43982848,17989632,45297664,10760192,45961216,2965504,9089024,75220.37218413322,0,0,0,0,0,26323.907455012853,4,5,9,4,3,59,3,4,4,4,2,14.4,24.2,1,80.533,1.067,13.2,12.8,1,132.133,17.6,7.667,0,0,0,0,0.003,0.0031837944664031615,0.13,0.004108639863130881,0.003,0.05945512820512821,0.0035,0.0022128768986624347,0.007626459143968871,0.0028775510204081633,0.004609566517189836,0.0049308300395256915,0.23200000000000007,0.04837696335078533,0.0046,0.20935810810810807,0.0075000000000000015,0.0044839265472681935,0.009748378728923477,0.004608163265306123
1705718747,0.7299032810969531,2.968070862411965,0.33772899207133267,32.87124531117257,0.3008400607703489,8.50195398908693,0.5117010816125787,3.9139763554457794,2.016483154122511,0.3021079691517048,0.26246539792387497,113844224,43696128,12824576,47398912,43982848,17989632,45297664,10760192,45961216,2965504,9089024,75220.37218413322,0,0,0,0,0,26323.907455012853,4,5,9,4,3,59,3,4,4,4,2,14.4,24.2,1,80.533,1.067,13.2,12.8,1,132.133,17.6,7.667,0,0,0,0,0.003,0.0031837944664031615,0.13,0.004108639863130881,0.003,0.05945512820512821,0.0035,0.0022128768986624347,0.007626459143968871,0.0028775510204081633,0.004609566517189836,0.0049308300395256915,0.23200000000000007,0.04837696335078533,0.0046,0.20935810810810807,0.0075000000000000015,0.0044839265472681935,0.009748378728923477,0.004608163265306123
1705718748,0.7299032810969531,2.968070862411965,0.34505305437736483,32.87124531117257,0.31520637515322547,8.50195398908693,0.5117010816125787,3.9139763554457794,2.063431610599019,0.3021079691517048,0.26246539792387497,113844224,43696128,12824576,47398912,43978752,17989632,45297664,10760192,45961216,2965504,9089024,75220.37218413322,0,0,0,0,0,26323.907455012853,4,5,9,4,3,59,3,4,4,4,2,14.4,24.2,1,81.4,1.067,13.2,12.8,1,132.133,17.6,7.667,0,0,0,0,0.003,0.0031837944664031615,0.13,0.004085495533815397,0.003,0.05836012861736333,0.0035,0.0022128768986624347,0.007626459143968871,0.0028775510204081633,0.004609566517189836,0.0049308300395256915,0.23200000000000007,0.048261421319796965,0.0046,0.20773195876288658,0.0075000000000000015,0.0044839265472681935,0.009748378728923477,0.004608163265306123
1705718749,0.7299032810969531,2.968070862411965,0.35237711668339705,32.87124531117257,0.31520637515322547,8.50195398908693,0.5117010816125787,3.9139763554457794,2.1103800670755275,0.3021079691517048,0.26246539792387497,113844224,43696128,12824576,47398912,43978752,17989632,45297664,10760192,45961216,2965504,9089024,75220.37218413322,0,0,0,0,0,26323.907455012853,4,5,9,4,3,59,3,4,4,4,2,14.4,24.2,1,81.4,1.067,13.2,12.8,1,132.133,17.6,7.667,0,0,0,0,0.003,0.0031837944664031615,0.13,0.004085495533815397,0.003,0.05836012861736333,0.0035,0.0022128768986624347,0.007626459143968871,0.0028775510204081633,0.004609566517189836,0.0049308300395256915,0.23200000000000007,0.048261421319796965,0.0046,0.20773195876288658,0.0075000000000000015,0.0044839265472681935,0.009748378728923477,0.004608163265306123
1705718750,0.7299032810969531,2.463931659469366,0.35970117898942927,32.87124531117257,0.31520637515322547,8.50195398908693,0.5117010816125787,3.9139763554457794,2.1573285235520356,0.3021079691517048,0.26246539792387497,113844224,43696128,12824576,47398912,43978752,17989632,45297664,10760192,45961216,2965504,9089024,75220.37218413322,0,0,0,0,0,26323.907455012853,4,5,9,4,3,59,3,4,4,4,2,14.4,24.2,1,81.4,1.067,13.2,12.8,1,132.133,17.6,7.667,0,0,0,0,0.003,0.0031837944664031615,0.13,0.004085495533815397,0.003,0.05836012861736333,0.0035,0.0022128768986624347,0.007626459143968871,0.0028775510204081633,0.004609566517189836,0.0049308300395256915,0.23200000000000007,0.048261421319796965,0.0046,0.20773195876288658,0.0075000000000000015,0.0044839265472681935,0.009748378728923477,0.004608163265306123
1705718751,0.5997250309133116,2.4144638117625004,0.4394437383619312,32.87124531117257,0.31520637515322547,8.50195398908693,0.5117010816125787,3.9139763554457794,2.204276980028544,0.3021079691517048,0.26136829518277743,113844224,43696128,12824576,47398912,43978752,17989632,45297664,10760192,45961216,2965504,9089024,61804.818805093055,0,0,0,0,0,26323.907455012853,4,5,9,4,3,59,3,4,4,4,2,14.4,24.2,1,81.4,1.067,13.2,12.8,1,132.133,17.6,8.067,0,0,0,0,0.003,0.0031837944664031615,0.13,0.004085495533815397,0.003,0.05836012861736333,0.0035,0.0022128768986624347,0.007626459143968871,0.002858108108108108,0.004609566517189836,0.0049308300395256915,0.23200000000000007,0.048261421319796965,0.0046,0.20773195876288658,0.0075000000000000015,0.0044839265472681935,0.009748378728923477,0.004593243243243244
1705718752,0.6957492254700045,2.3649959640556335,0.4394437383619312,32.87124531117257,0.3152063751532256,8.50195398908693,0.4356836217633499,3.9139763554457794,2.268207985261993,0.3021079691517048,0.277320504527791,113852416,43696128,12824576,47398912,43978752,17989632,45297664,10760192,45989888,2965504,9093120,78819.25067831509,0,0,0,0,0,26323.907455012853,4,5,9,4,3,59,3,4,4,4,2,14.4,24.2,1,81.4,1.133,13.2,12.8,1,132.133,17.6,8.067,0,0,0,0,0.003,0.0031837944664031615,0.13,0.004085495533815397,0.003,0.05836012861736335,0.0035,0.0022128768986624347,0.007626459143968871,0.002858108108108108,0.004609566517189836,0.0049308300395256915,0.23200000000000007,0.048261421319796965,0.0046,0.20773195876288664,0.0075000000000000015,0.0044839265472681935,0.009748378728923477,0.004593243243243244
1705718753,0.6957492254700045,2.315528116348768,0.4394437383619312,26.805796711990503,0.3152063751532256,8.50195398908693,0.5712734216494899,3.9139763554457794,2.3155833887639012,0.3021079691517048,0.277320504527791,113852416,43696128,12824576,47398912,43978752,17989632,45297664,10760192,45989888,2965504,9093120,78819.25067831509,0,0,0,0,0,26323.907455012853,4,5,9,4,3,59,3,4,4,4,2,14.4,25.2,1.133,81.267,1.267,13.2,12.8,1.133,136.067,17.6,8.333,0,0,0,0,0.003,0.003167487684729064,0.10394736842105266,0.004083333333333334,0.003,0.05836012861736335,0.003451612903225806,0.0022069044879171463,0.007626459143968871,0.002867109634551495,0.004609566517189836,0.004901477832512315,0.2207894736842105,0.047686567164179135,0.0046,0.20773195876288664,0.007285714285714285,0.004478941311852704,0.009748378728923477,0.0046053156146179395
1705718754,0.6957492254700045,2.266060268641902,0.4394437383619312,27.36231170323436,0.3152063751532256,8.50195398908693,0.6930512475371751,3.9139763554457794,2.3629587922658084,0.30238984642939426,0.277320504527791,113852416,43696128,12824576,47398912,43978752,17989632,45232128,10760192,45989888,3096576,9093120,78819.25067831509,0,0,0,0,0,17895.449679970294,4,5,9,4,3,59,3,4,4,4,2,14.4,25.2,1.133,81.267,1.267,13.2,12.8,1.133,136.067,17.6,8.333,0,0,0,0,0.003,0.003167487684729064,0.10394736842105266,0.004083333333333334,0.003,0.05836012861736335,0.003451612903225806,0.0022069044879171463,0.007626459143968871,0.002867109634551495,0.004609566517189836,0.004901477832512315,0.2207894736842105,0.047686567164179135,0.0046,0.20773195876288664,0.007285714285714285,0.004478941311852704,0.009748378728923477,0.0046053156146179395
1705718755,0.6957492254700045,2.216592420935035,0.4394437383619312,27.91882669447821,0.3152063751532256,7.2178755382685,0.6930512475371751,3.9139763554457794,2.4103341957677165,0.30238984642939426,0.277320504527791,113852416,43696128,12824576,47398912,43978752,17989632,45232128,10760192,45989888,3096576,9093120,78819.25067831509,0,0,0,0,0,17895.449679970294,4,5,9,4,3,59,3,4,4,4,2,14.4,25.2,1.133,81.267,1.267,13.2,12.8,1.467,136.067,17.6,8.333,0,0,0,0,0.003,0.003167487684729064,0.10394736842105266,0.004083333333333334,0.003,0.05836012861736335,0.0034,0.0022069044879171463,0.007626459143968871,0.002867109634551495,0.004609566517189836,0.004901477832512315,0.2207894736842105,0.047686567164179135,0.0046,0.20773195876288664,0.007000000000000002,0.004478941311852704,0.009748378728923477,0.0046053156146179395
